brand,storage,ram,phones_price,reviews,battery
Samsung Galaxy S20,,12," 35,999",0,
Samsung Galaxy S10,,8," 25,999",0,
OPPO Reno 5Pro,,," 19,999",1,4350
Samsung Galaxy Note,,12," 43,999",2,
vivo x30 6.44-inch,,," 17,380",0,
Play 40 Plus,,," 19,880",0,6000
Huawei 6 316GB,,," 5,999",7,3100
HUAWEI Y9（2018） 5.93&apos;&apos;,,," 8,999",1,4000
Sony Xperia XA2,32,3," 10,999",0,
iphone 8 plus,64,," 21,500",0,
NOKIA X7 464GB/664/128GB,128,," 9,599",1,3500
oppoR15 OPPO r15,128,6," 11,999",12,
iPhone 6S -32GB/64GB,32,," 7,999",2,
iphone 8 64/256G,,2," 13,599",0,
Samsung Galaxy S4,16,2," 5,999",5,
iPhone 6 -128GB1GB,128,," 8,999",0,
Samsung Galaxy C5,64,4," 8,599",1,2600
HTC X9 5.5,32,3," 8,999",4,
HuaWei GR5 6x,64,4," 5,999",8,3340
Samsung Galaxy S21,256,8," 35,999",0,
NOKIA X7 464GB/664/128GB,128,," 12,999",0,3500
iphone 8 plus,256,," 17,599",0,
Samsung Galaxy C5,32,4," 6,799",0,2600
Samsung Galaxy C8,,," 8,999",0,
iPhone 5s 16G1GB,,," 5,999",61,
oppo A3 4128GB,128,," 10,999",1,
Huawei P20 Lite,128,4," 8,599",2,
Samsung Galaxy S10,256,8," 39,899",1,
LG V20 RAM,64,4," 10,999",8,
Oppo R11 4G,64,4," 8,999",6,
Samsung Galaxy S10,128,8," 14,999",8,
LG V10 64G,64,4," 8,599",0,
Oppo A33 4G,16,2," 5,599",2,
Nokia 6 Dual,64,4," 7,459",1,
OPPO Reno6 5G,,," 23,196",0,4300
Play 5T Mobile,128,8," 19,990",0,5000
apple iphone 5s,,," 5,999",43,
Nokia 7 Plus,,," 7,999",4,3800
oppo f1 OPPO,,3," 7,999",6,
Samsung Galaxy Note,,12," 25,999",1,
Tecno Spark 10,,," 24,999",6,5000
OnePlus/OnePlus A5000 OnePlus,,," 24,299",0,
Motorola Moto Z4,128,4," 22,999",0,
Samsung Galaxy Note,,8," 33,999",1,
Nokia 7 Plus,64,4," 9,999",1,
smartphone Huawei 6,32,," 5,999",11,3100
Samsung Galaxy S20,256,12," 38,999",0,
Huawei P8 364GB,,," 6,999",2,
OPPO F1plus 4G,,," 7,599",29,
iphone x 256GB3GB,256,," 25,999",0,
Nokia X5/5.1plus 5.86&quot;,,," 7,699",17,3060
Blackberry KEY2 LE,64,," 59,999",0,
Huawei 6 332GB,,," 5,999",2,3100
Samsung Galaxy S20,,12," 24,999",0,
OPPO Reno8 5G,,," 27,077",0,4500
iphone 6s 128GB,128,2," 9,599",2,
Nokia X7 Dual,64,4," 9,499",0,
Samsung Galaxy Note,,12," 44,999",0,
apple iphone 6s,64,2," 15,999",7,1715
NOKIA X7 6128g,,," 13,999",0,3500
OPPO A53 5G,,," 16,990",0,4040
Sony Xperia 10,128,6," 26,999",1,
HuaWei P8 Max,64,3," 8,599",0,
Samsung Galaxy S20,,12," 22,999",4,
smartphone Huawei P10,64,6," 8,999",1,
OPPO Reno 5,,," 40,999",0,
iPhone 6 Plus,64,," 7,599",0,
Xiaomi Redmi 4X,,," 5,999",0,4100
Itel A05S 32GB,32,4," 9,549",0,4000
Samsung Galaxy On5,,8," 5,999",0,
Sony Xperia XZ2,64,4," 16,999",0,
Nokia X5 3060mAh,,," 7,599",9,3060
HTC ONE M7,32,2," 6,999",0,
Sony Xperia X,32,3," 7,999",1,2600
Nokia 8 Mobile,64,4," 11,999",0,
Huawei mate10 64GB4G,64,," 11,999",0,4000
Samsung Galaxy S6,32,4," 17,999",1,
Samsung Galaxy S7,,," 9,599",8,
huawei enjoy9s 100%,32,4," 12,599",5,
Sony Xperia X,32,3," 9,999",7,
Refurbisehd Samsung Galaxy,32,3," 9,599",2,
Huawei P10 plus,,," 11,999",0,
Huawei P7 216GB,,," 6,599",1,
iphone 8 64GB,64,2," 14,599",0,
Huawei Mate 8,128,," 7,599",0,4000
iphone 8 256GB,256,2," 17,000",0,
OPPO A57 332GB,,3," 6,999",12,
Samsung Galaxy S7,,," 8,999",0,
Nokia N76 Bluetooth,,," 9,999",0,
K60Pro3GB64GB Android 10,,," 18,711",0,
Samsung Galaxy S3,16,," 4,999",6,
Samsung Galaxy S3,16,," 5,999",3,
quot; Letv Le,32,3," 8,999",6,
OPPO Reno 2z,128,," 19,999",0,
Nokia X10 5G,128,6," 19,999",0,
Vivo Smartphones Y02,32,," 15,000",0,5000
HTC One M8,32,2," 7,599",7,2600
iphone x 64GB3GB,64,," 21,999",0,
iphone 6s plus,,," 8,399",4,
Sony Xperia XA1,,3," 10,999",0,
Samsung Galaxy S20,,12," 31,999",0,
Samsung Galaxy Grand,,," 6,999",5,
iphone 6s 128GB,128,," 8,999",0,
Galaxy s22 5G,,8," 99,499",0,
HUAWEI Y6 PRO,,2," 5,599",3,
g iphone 7,,," 12,999",0,
Samsung Galaxy J5,16,2," 6,599",1,
iPhone 6 plus,,," 11,999",1,
Samsung Galaxy note,256,12," 46,999",1,
iphone 8 plus,64,," 14,599",0,
Samsung Galaxy Grand,,8," 6,999",0,
LG G6 Dual,64,4," 16,399",2,
quot; Letv Le,32,3," 9,999",7,
Pixel 2 4G,64,," 13,999",1,
OPPO R9S Plus,,," 9,599",8,
Huawei 5G 30S,128,8," 26,400",0,4000
Nokia 7 Plus,,," 10,888",0,3800
Maxfone Max 90,,," 5,688",0,4050
Pixel 2 XL,64,4," 11,999",13,
"OPPO A57 332GB,4G",32,," 5,990",13,
Sony Xperia Z5,32,2," 8,999",3,
Redmi Note 10,,," 27,999",2,
Oppo A37 4G,16,2," 5,599",3,
Xiaomi Redmi Note,64,4," 8,999",0,
Samsung Galaxy S20,128,12," 33,899",0,
oppo a37 100%,16,2," 6,599",18,
GALAXY Grand Max（G7200,16,," 7,999",0,
Nokia 1 -,,," 7,599",0,
oppo a37 100%,16,2," 6,599",4,
Xiaomi mi3 5&apos;&apos;,64,2," 5,999",11,
OnePlus 7 Dual,256,8," 23,999",0,
oppoR11 plus OPPO,64,6," 8,999",0,
Huawei Nova 3e,,4," 9,599",0,3000
Huawei P7 216GB,,," 5,999",4,
"Nokia C12, 6.3HDANDROID",,," 18,999",2,
Samsung Galaxy A9,,," 10,999",0,
Huawei Nexus 6P,32,," 16,999",2,
OPPO A57 F,32,," 6,595",6,
HTC Desire 826,,2," 5,999",0,
Samsung Galaxy S20,128,8," 33,899",0,
Microsoft Lumia 550,,8," 6,599",0,
Huawei P10 plus,128,6," 9,999",0,
Huawei P20 Lite,128,4," 12,599",0,
ITEL A05S 32GB,32,2," 9,749",0,4000
Huawei P10 plus,64,6," 9,999",2,
Huawei 9 Lite,,," 7,999",0,3000
NOKIA X7 464g,,," 9,599",0,3500
NOKIA 3.1 Plus,32,3," 8,599",3,3500
LG G8 ThinQ,128,6," 16,999",2,
Samsung Galaxy A40S,,6," 13,599",0,5000
Xiaomi Redmi Note,64,4," 6,899",0,
HTC U11 life,,," 11,999",0,
OPPO F11 smartphone,,6," 10,690",0,4020
HTC ONE E8,16,2," 5,599",0,
OALE PP2 16gb,,," 5,680",0,4000
Huawei Nova 4GB64GB,,4," 5,999",0,
OPPO F9 Smartphones,,," 10,499",0,
Redmi 9C 232GB,,," 10,999",0,
Samsung Galaxy M30s,,6," 18,999",0,
Huawei mate 9,32,," 9,888",0,
Nokia 5.4 Dual,128,4," 15,999",0,4000
Nokia 6 Second,,4," 8,599",2,3000
NOKIA X7 464GB/664/128GB,128,," 9,599",0,3500
OPPO Reno6 Smartphones,128,," 24,699",0,4300
Samsung Galaxy S3,,8," 5,899",3,
"Xiaomi 4, 364G,",,," 5,488",2,
Itel A18 5.0,,," 6,999",0,
Nokia X5/5.1plus 332gb/464gb,,," 7,599",0,
smartphone Huawei mate,,," 8,000",6,
HuaWei Enjoy 7,,," 6,999",2,
Samsung Galaxy Style,,4," 5,599",1,
Oppo R11 4G,64,4," 10,599",0,
Samsung Galaxy S9,64,6," 24,899",0,
OPPO A57 332GB,,3," 5,800",6,
oppoR15 OPPO r15,128,6," 12,999",2,
Huawei 7X 4G32/64/128G,,," 9,899",0,3340
Nokia 6 Second,,4," 7,999",1,3000
Xiaomi Redmi Note,128,4," 23,999",0,
HTC One M8,32,2," 8,599",0,2600
G Xiaomi Redmi,,," 13,000",0,4000
Apple iPhone 6S,16,," 7,899",3,
OnePlus 6 Dual,64,6," 18,599",3,
iPhone 7plus 32g,,," 22,475",0,
Huawei V10 464GB,,," 8,999",4,3700
Nokia 6.1 Plus,32,4," 7,499",0,
Nokia 6700s Classic,,," 9,910",0,
efurbished Huawei p30,,," 12,999",0,
smartphone Huawei Mate,,4," 9,999",0,
Samsung Galaxy S10,,8," 17,999",1,
Huawei 7 316GB,,," 6,599",3,3100
Nokia Classic 2730,,," 8,999",6,
Refuribished Oppo K9S,,," 25,000",0,5000
VIVO Y97 Android,128,4," 11,999",0,
Sony Xperia Z1,16,2," 6,999",1,
HUAWEI Nova 5i,,8," 24,999",2,3650
Pixel 5.0&apos;&apos; inch,32,4," 9,899",5,
IQOO 7 5G,,," 26,999",0,4000
IQOO Neo 9,,," 49,999",0,5160
Samsung S21 Dual,,," 53,999",0,4000
Xiaomi Redmi Note5,64,," 12,888",0,4000
LG V40 ThinQ,128,6," 12,799",0,
Samsung Galaxy Note,,8," 32,999",3,
Galaxy s22 5G,,8," 89,399",0,
Mobile HUAWEI Mate,,," 41,826",0,4200
iphone 6s 128GB,128,," 9,299",0,
OPPO R15 128GB6GB,128,," 12,999",0,3450
Inch Screen 2GB,16,2," 52,498",0,
oppo K1 Dual,,," 16,200",0,3600
Huawei V10 464GB,,," 9,999",2,3700
Oppo A57 5.2&quot;,32,3," 6,999",3,
Huawei Mate 8,,," 7,599",5,4000
oppo K1 Dual,,," 10,125",0,3600
OPPO A57 332GB,,3," 7,999",4,
Xiaomi redmi K40,,," 31,499",0,4520
Realme GT Neo,256,," 25,409",0,4500
OPPO A57 2G/3G/4G,,," 10,498",1,
OPPO A57 F1,32,," 6,599",0,
oppo A3 4128GB,128,," 9,500",0,
Nokia 7 Dual,64,4," 7,959",0,
Nokia 6 –,64,4," 7,599",10,
Xiaomi 13 Pro,,12," 69,599",0,4820
Aquos R3 Single,,6," 16,999",1,
quot; Samsung Galaxy,16,2," 7,999",1,
Samsung Galaxy S10,128,8," 37,999",0,
LG G6 Mobile,32,4," 8,599",3,
Redmi 9 464GB,,," 16,199",0,
HUAWEI Mate 20,,," 20,748",0,4200
iphone 8 plus,256,," 19,999",0,
Xiaomi Redmi Note,32,3," 10,599",1,
Huawei NOVA 2S,,," 9,999",2,3400
iPhone 7plus 32g,,," 22,606",0,
Tecno Spark 10,,," 19,699",1,5000
oppoa35 4GB 128GB,128,4," 21,699",0,
Xiaomi 13 Ultra,,12," 115,500",0,5000
oppoR15 OPPO r15,128,6," 12,999",0,
LG V50 ThinQ,128,6," 15,799",1,
IQOO 8 5G,,," 28,999",0,4350
Oppo R11 4G,64,4," 7,900",0,
smartphone Huawei mate,,," 8,999",2,
quot; HuaWei Mate,32,3," 9,999",1,
Samsung Galaxy ACE,,," 6,599",0,
Oppo A3x 6.67-inch',128,4," 19,999",0,5100
OPPO R17 6128GB,,," 12,199",0,
Xiaomi Redmi Note,32,3," 9,199",0,
Pova 5 pro,,," 14,500",0,
OPPO A57 332GB,,3," 7,999",0,
oppoR15 OPPO r15,128,6," 10,999",1,
"Huawei Mate7,3GB32GB, 4G",,3," 7,999",0,
OPPO A57 332GB,,3," 7,999",1,
Itel p40 64GB,64,," 10,099",2,6000
Vivo Iqoo U5,,," 19,020",0,
oppo A3 464GB,64,," 8,000",0,
HUAWEI Y6 PRO,,2," 7,899",0,
Samsung Galaxy Note,,8," 26,999",0,
HUAWEI P9 332GB,,," 7,599",2,
oppo realme Q2,,," 22,800",0,
Popular S23 Ultra,,," 31,500",0,
Samsung Galaxy Note,16,3," 6,599",0,
Xiaomi Redmi Note,64,6," 20,999",0,
OPPO A57 332GB,,3," 7,999",0,
Huawei Mate 7,,2," 6,599",6,4100
Xiaomi 12X 5G,,," 32,699",0,4500
TECNO SPARK 10C,128,4," 16,999",0,
Vivo X80 5G,,," 49,999",0,4500
Huawei Y7 2019,,," 10,599",1,
HUAWEI Mate 20,,," 12,999",0,
SAMSUNG Samsung Galaxy,64,4," 22,499",0,5000
SAMSUNG Samsung Galaxy,64,4," 22,499",0,5000
Huawei nove3i Kirin,,," 11,000",0,
Vivo X7 Mobile,64,4," 10,599",0,3000
HTC One M8,,2," 10,999",0,2600
Huawei P30 6.1'',,8," 34,599",0,3650
Xiaomi Redmi K30,,," 20,999",0,4500
Sony Xperia XZ3,64,4," 13,999",0,
OPPO R11t Phones100%,64,4," 12,999",0,
Smartphones iPhone 5S,,," 6,543",0,
FindX 8G RAM,,," 12,999",0,
HUAWEI Mate 20,,6," 14,999",0,
"Realme C30S 6.5'',IPS",,," 14,499",0,5000
HUAWEI Mate 20,,," 27,081",1,4200
Samsung Galaxy C9,64,6," 16,999",0,
HTC ONE M7,32,2," 5,999",1,
OPPO Reno 2z,128,," 19,000",0,
Huawei P10 plus,64,6," 11,999",1,
Sony Xperia 10,128,6," 18,599",2,
Mobile HUAWEI Mate,,," 39,373",0,4200
DISCOUNTED PRICETECNO POP,64,4," 15,049",0,5000
Huawei honor 9,,," 8,999",0,
OnePlus 11 5G,256,," 57,999",0,5000
Itel A18S 32GB,32,4," 6,459",0,3000
OPPO R9 5.5,,4," 10,999",0,
DISCOUNTED PRICETECNO POP,64,3," 14,499",0,5000
oppo reno6 5g,128,8," 26,500",0,
HUAWEI Mate 20,,," 31,455",0,4200
Samsung Galaxy A7,,," 6,999",0,
Huawei Nova 3e,128,4," 9,999",0,
Itel A60 32Gb,,," 11,050",0,5000
"OPPO A57 332GB,4G",32,," 5,999",5,
INFINIX 7 HD,64,2," 13,999",0,5000
Mobile HUAWEI Mate,,," 32,120",0,4200
LG V30 64GB,64,4," 11,899",1,
Desire 820 5.5Inch,16,2," 5,999",0,2600
Huawei NOVA 2S,,," 10,999",0,3400
Sony Xperia XZ2,64,4," 11,999",2,
OPPO Reno 7,,8," 26,999",0,4500
HUAWEI Nova 5i,,8," 28,999",0,3650
oppo realme Q2,,," 23,833",0,
OPPO A57 2G/3G/4G,,," 6,589",0,
Tecno Spark 10,,," 19,880",0,5000
OPPO A59s F1s,,4," 5,299",1,3075
l Samsung Galaxy,,8," 6,999",2,
Huawei P20 Lite,128,4," 11,577",0,
vivo Y70s 6.53-inch,,," 13,000",0,
Huawei 7 316GB,,," 7,699",1,3100
vivo Y5S 6.53-inch,,," 16,800",0,5000
Itel A18 5.0,,," 6,999",0,
vivo S6 Full,,," 22,000",0,
vivo y33s 6.51-inch,,8," 18,000",0,5000
iphone 8 64GB,64,2," 13,999",0,
Huawei P7 216GB,,," 6,800",1,
Samsung Galaxy Note20,128,12," 59,999",0,
Xiaomi 5S Plus,128,6," 11,999",0,
MAXFONE MAX 3X,,," 5,999",0,3200
Mobile I15 ProMax,,," 26,500",0,
Sony Xperia Z2,,3," 6,999",4,
HTC U Play,32,3," 7,999",0,
s24 ultra,,," 45,000",0,
samsung Galaxy note,,," 6,999",0,
Safaricom Neon Ray,16,," 8,240",4,
LG G3 4G,,," 6,999",0,
Nokia X6/6.1plus 32g/64g,,," 8,999",0,3060
Xiaomi 5S Plus,64,4," 8,599",0,
Xiaomi MI 5C,64,3," 7,599",0,
Nokia 6 Second,64,4," 7,599",0,3000
Samsung Galaxy S20,,12," 24,999",0,
Samsung Galaxy S21,256,8," 42,999",0,
V10 6G128G 5.99,,," 19,999",0,
VIVO Y76S 5G,,," 22,600",0,
vivo x23 6.41-inch,,," 21,800",0,
Nokia 6 Second,,4," 8,999",0,3000
Huawei 4C 2GB8/16GB,16,2," 6,399",0,
Huawei 7 364GB,,," 6,999",0,3100
Samsung Galaxy S9,64,4," 21,899",0,
Samsung Galaxy Z,256,8," 65,999",0,
oppo a59s 4G,,," 8,000",2,
OPPO A57 2G/3G/4G,,," 6,599",2,
HUAWEI P9plus 332GB,,," 7,999",0,
NOKIA X7 664g,,," 13,599",0,3500
Xiaomi Redmi 7,64,3," 9,599",0,4000
Maxfone S10 FHD,,," 5,990",0,4000
Samsung Galaxy Core,,8," 6,399",0,
Huawei 6 316GB,,," 6,999",1,3100
Huawei honor V8-5.7,,," 11,299",0,
Nokia 6 Second,64,4," 7,999",0,3000
NOKIA X7 464g,,," 12,999",0,3500
HTC One A9,32,2," 8,599",0,
iphone 8 plus,64,," 28,259",1,
Samsung GALAXY A3000,,8," 8,599",0,
LG G7 ThinQ,128,4," 13,999",0,
Oppo A57 5.2,32,3," 6,999",0,
quot; Lenovo A7000,,2," 6,999",0,
ITEL A05S 32GB,32,2," 9,999",0,4000
Samsung Galaxy s21,256,8," 33,999",0,
oppoR15 OPPO r15,128,6," 10,999",0,
Huawei Y7 Prime,,," 8,999",0,3000
HuaWei P20 Pro,,," 13,999",0,
HuaWei P20 Pro,,," 12,888",0,
LG Nexus 5X,16,2," 12,999",0,
Xiaomi 5S Plus,64,4," 8,999",0,
Huawei Enjoy max,,," 11,599",3,
Motorola Moto G50,128,8," 24,999",0,
NOKIA X7 464g,,," 9,599",0,3500
Samsung Galaxy A8s,128,6," 12,999",0,3400
Oraimo Type B,,, 800,0,
iPhone 6 -128GB1GB,128,," 9,399",0,
iPhone 6 -128GB1GB,128,," 9,399",0,
Huawei honor V9play,,," 11,299",0,
Samsung Galaxy A9,64,4," 10,999",0,
smartphone Huawei Y9,,," 8,999",0,
vivo y50 6.56-inch,32,," 14,500",0,4200
Xiaomi Redmi 8,32,3," 11,999",0,
HTC M10 Mobile,32,4," 10,999",0,
Nokia Lumia 930,32,2," 8,999",2,
Nokia 107 Dual,,," 2,899",1,
OPPO A79- 6&quot;,,4," 11,999",0,
Nokia 3 2gb16gb,,," 6,599",0,
LG V35 Single,64,6," 15,999",0,
Xiaomi 5S Plus,128,6," 8,599",0,
Samsung Galaxy Win,,4," 5,999",0,
Itel A60s Dual,64,," 11,399",0,5000
GALAXY A7000 5.5Inch,16,," 10,999",0,
iPhone6S iPhone 6S,32,," 12,999",0,
Samsung Galaxy S6,32,3," 14,999",0,
Samsung Galaxy S8,,4," 15,999",0,4000
HUAWEI Y9（2018） 5.93&apos;&apos;,128,," 8,599",0,4000
OPPO Reno 4,,," 27,999",0,
apple iphone 6,64,," 13,999",0,1810
LG G2 5.2&quot;,,," 5,999",0,
smartphone Huawei Mate,,4," 8,999",0,
oppoR15 OPPO r15,128,6," 10,999",0,
Nokia G60 5G,128,6," 38,999",0,
Xiaomi Redmi 6,32,3," 6,599",0,3000
Huawei 7 316GB,,," 6,999",0,3100
iphone 6s 128GB,128,2," 9,599",0,
Huawei Mate 20,,," 49,999",0,
iphone 8 64GB,64,2," 13,599",0,
Xiaomi Redmi Note,64,6," 16,999",0,
iphone 8 256GB,256,2," 16,999",1,
Lumia Nokia 800,16,," 7,999",0,
HTC One E9,32,3," 9,999",0,
oppoR15 OPPO r15,128,6," 12,999",0,
Redmi note 4,,," 10,099",0,
Huawei Enjoy 5S,,2," 7,500",0,
Samsung Galaxy S,16,," 6,999",0,
Huawei 7C 3GB,32,3," 7,999",0,
Nokia X5/5.1plus 3060mAh,,," 7,999",0,3060
Huawei honor 9x,,," 19,999",0,4000
HTC One A9,32,2," 8,599",0,
HTC Desire 530,16,," 8,999",0,
oppoR15 OPPO r15,128,6," 12,999",0,
Huawei enjoy 9,,," 7,599",0,4000
Huawei Mate 8,,," 7,599",0,4000
OALE NOTE 20,,," 7,799",0,
HTC X9 5.5,,3," 5,999",0,
Safaricom Neon Ray,16,," 8,240",0,
Redmi Note 10s,,," 36,999",0,
Samsung Galaxy A60,128,6," 14,899",0,
Huawei Nova 3e,,4," 13,499",0,3000
Huawei unlimited 6-5,,," 7,699",0,
Samsung Galaxy ACE,,," 6,599",0,
Samsung Galaxy ACE,,," 6,599",0,
smartphone Huawei mate,,," 8,999",0,
iphone Xs Max,64,," 28,999",0,
HuaWei 5X 4G,16,2," 6,799",0,
Huawei G7 216GB,,," 7,899",0,
oppo A59 4G,,," 8,499",0,
Vivo X7 Mobile,64,4," 9,990",0,3000
Samsung Galaxy note,256,12," 45,999",0,
HuaWei Enjoy 6,16,3," 5,999",0,4100
Dual Sim Sony,32,3," 11,999",0,
Samsung Galaxy Note9,128,6," 32,499",0,
OPPO Reno 4,,," 35,999",0,
Xiaomi 4S smartphone,64,3," 6,999",0,
Nokia 5.3 Dual,64,4," 10,999",0,4000
Samsung Galaxy Note,16,3," 5,999",0,
HUAWEI P9plus 332GB,,," 8,999",0,
Huawei P8 Max,,," 8,999",0,
HTC One mini,16,," 5,999",0,
Huawei Nova 3GB32GB,,3," 5,899",0,
OPPO A57 2G/3G/4G,,," 6,580",0,
oppo F7 128GB,128,," 13,199",0,
oppoa35 4GB 128GB,128,4," 14,999",0,
Oppo A79 4G,64,4," 10,999",0,
Hot selling GT10PRO,,," 25,900",0,
Huawei honor 9,,," 9,999",0,
Large Screen Y36,,," 25,900",0,
Nokia 7.2 Dual,128,6," 19,999",0,3500
oppoR11 plus OPPO,64,6," 13,999",0,
Xiaomi MI 5C,64,3," 7,999",0,
Huawei unlimited 8eYouth-5.45,,," 7,899",0,
HUAWEI P10 lite,32,3," 16,999",0,
Huawei mate20 Kirin980,,," 23,999",0,
F5 High-Definition 364,,," 22,900",0,
HuaWei Enjoy 7,,," 5,999",0,
HuaWei Enjoy 7,,," 6,999",0,
Samsung Galaxy S6,32,3," 14,999",0,
Huawei P8 Max,,," 10,999",0,
Huawei V10 464GB,,," 9,999",0,3700
Nokia 8 64GB,64,4," 11,599",0,3090
Huawei Mate 10,64,4," 12,599",0,
Xiaomi Redmi Note,32,3," 13,599",0,
Xiaomi Redmi Note,128,6," 22,999",0,
Huawei P20 Lite5.8-inch,,," 10,999",0,
Samsung Galaxy note,64,6," 27,999",0,
oppo Reno5 Reno5,128,8," 27,999",0,4300
Samsung Galaxy Note9,,," 41,999",0,
Vivo X7 Mobile,64,4," 9,985",0,3000
Vivo X7 Mobile,64,4," 9,980",0,3000
Samsung Galaxy S3,,8," 4,999",0,
HTC M10 Mobile,32,4," 7,999",0,
Samsung Galaxy S6,32,3," 8,699",0,
HuaWei Enjoy 7,,," 8,999",0,
HUAWEI Mate20 X,,," 17,999",0,
Huawei 7 316GB,,," 7,999",0,3100
HuaWei Mate S,,," 7,999",0,3100
Huawei nove3i Kirin,,," 13,399",0,
Huawei 4A 2GB8GB,,2," 7,000",0,
HTC ONE M7,32,2," 5,999",0,
OPPO A79- 6,,4," 9,299",0,
Mobile Samsung Galaxy,128,8," 24,899",1,4500
iPhone 6S -64GB,64,," 8,599",0,
Xiaomi A3/CC9e 4128GB,,," 19,880",0,
smartphone Huawei Nove,,," 22,999",0,
HUAWEI P9plus 464GB,,," 10,299",0,
Nokia G20 Dual,128,4," 16,999",0,5050
Galaxy s22 5G,256,8," 99,499",0,
iphone xs max,,," 47,999",0,
OPPO A57 2G/3G/4G,,," 6,499",0,
Huawei Enjoy 9,,4," 7,999",1,4000
Itel A60s Dual,128,," 14,999",0,5000
Huawei Nove 7i,,," 24,999",0,
Huawei P8 364GB,,," 7,999",0,
Maxfone S22 5050,,," 7,599",0,5050
OPPO A77 smartphone,,," 9,770",0,
Xiaomi 5S Plus,64,4," 9,888",0,
INFINIX 7HD 64GB,64,2," 13,199",0,5000
Huawei P10 4GB,,4," 8,599",1,
Maxfone S10 FHD,,," 5,988",0,4000
Huawei Nove 7i,,," 30,999",0,
smartphone Huawei Y6,,," 7,299",0,
Itel A60 32Gb,,," 12,000",0,5000
OPPO A77 smartphone,,," 8,000",0,
Vivo Y51 |,16,2," 4,499",0,2350
Itel S23 128GB,128,4," 15,999",0,
OPPO A79- 6,,4," 11,899",0,
smartphone Huawei Nove,,," 30,999",0,
Nokia 6 –,64,4," 7,599",2,
Hot Selling Mobile,,," 24,900",0,
Huawei Mate 10,64,4," 15,999",0,
Kgtel 5.0 Full,,2," 13,999",0,
Xiaomi 4C 3GB32GB,,3," 5,999",1,3080
Mobile smartphone,,," 9,999",0,
Sony Xperia Z5,32,3," 6,999",1,
HUAWEI P10 lite,64,4," 8,999",2,
Xiaomi Redmi 7,64,3," 10,199",1,4000
OPPO Reno 4,,," 23,000",1,
V20 PHONE,,," 6,500",0,
Samsung Galaxy A50,,4," 15,499",1,
V30 PHONE 32GB,32,," 9,000",0,
Huawei P10 4GB,64,4," 7,999",1,
Vivo Y55 2GB,16,2," 2,899",5,2730
Huawei Y7 Prime,64,," 6,199",25,3000
OPPO Reno 4,,8," 11,800",34,4020
F9 128GB ROM,128,3," 8,900",35,5000
xiaomi / redmi,16,," 4,499",71,3000
Huawei Y5 Prime,32,," 3,599",20,3000
OPPO A83 4GB,64,4," 5,599",3,3200
Oppo Reno 2,,8," 9,550",28,
OPPO A57 F1,,," 4,299",37,2900
iPhone Apple X,,," 20,999",20,
Huawei Y7 Prime,64,," 6,199",20,3000
SAMSUNG GALAXY A16,256,8," 25,999",0,5000
Samsung Galaxy A25,256,8," 29,980",1,000
OPPO K3 6.5,,6," 7,999",59,3765
oppo Reno Z,,," 9,700",61,4035
VIVO Y97 6.3-inch,128,," 6,999",1,3315
Samsung Galaxy A16,128,4," 19,999",0,5000
"Tecno Spark 30c,",128,8," 14,899",4,5000
VILLAON v20SE//5.0 SCREEN,32,4," 5,950",2,
VIVO Y83 4GB64GB,,4," 5,999",10,3260
Vivo V40 LITE,256,8," 34,999",0,
Samsung Galaxy A16,128,6," 21,999",1,5000
"Realme Note 50,",128,4," 12,690",2,5000
Huawei Y5 Prime,32,," 3,599",4,3000
Samsung Galaxy S20,,," 25,999",14,
"XIAOMI Redmi 13C,",128,8," 14,999",164,5000
"Tecno Spark 30c,",128,8," 14,799",0,5000
"Realme Note 50,",128,4," 12,690",3,5000
VIVO Y31 16GB,16,," 2,799",11,2100
Apple smartphone iPhone,256,," 59,800",0,
"Tecno Spark 30c,",128,8," 14,899",0,5000
"Samsung Galaxy A06,",128,4," 13,999",0,5000
"SAMSUNG GALAXY A16,",128,4," 21,190",0,5000
"SAMSUNG GALAXY A16,",128,6," 21,000",1,5000
"REDMI 14C,UPTO 8GB",128,8," 13,999",3,
ON XIAOMI Redmi,,," 17,629",0,5160
"Realme Note 50,",256,4," 13,999",2,5000
iPhone X 256GWhite,,," 28,000",0,
"SAMSUNG GALAXY A16,",256,8," 25,999",0,5000
Apple IPHONE 11ProMax,256,," 44,580",0,
iPhone 14 Pro,256,," 74,100",0,
"Samsung Galaxy A05,",64,4," 11,899",0,5000
"Samsung GALAXY A15,",128,4," 22,399",0,5000
"XIAOMI Redmi A3,",128,4," 10,800",2,5000
Samsung Galaxy A25,256,8," 29,980",0,
"Infinix HOT 50i,",128,6," 14,399",0,5000
Xiaomi civi 5G,,," 22,590",1,4500
HUAWEI Y5 2019,32,3," 6,200",1,
"Tecno Spark 30c,",128,8," 14,899",0,5000
"XIAOMI Redmi 14C,",,," 17,629",0,5160
Samsung Galaxy A35,128,6," 33,489",0,5000
TECNO SPARK 30,256,8," 20,999",0,000
XIAOMI Redmi Note,256,8," 28,899",0,5100
Infinix Hot 50i,,12," 14,190",7,5000
Apple iphone 6,,," 6,899",11,
OPPO A7x F9,128,," 6,699",4,3500
"Realme Note 50,",128,4," 12,699",0,5000
Redmi 13C 256GB,256,8," 18,999",0,000
"SAMSUNG GALAXY A16,",128,4," 20,690",0,5000
"Samsung GALAXY A06,",64,4," 12,780",0,
iPhone 6 plus,,," 6,500",1,
