brand,storage,ram,phones_price,reviews,battery
"Galaxy A16, 8GB256GB",,8," 27,999",0,
Vivo Y19s 6.68'',,," 17,499",0,5000
X6B 128GB ROM,128,6," 17,499",0,5200
X6B 256GB ROM,256,6," 18,499",0,5200
"X9B, 6.78 inches,",,12," 39,499",0,5800
OFFERSSamsung Galaxy A55,256,8," 51,899",0,5000
Vivo Y19s 6.68'',,," 16,999",0,5000
Vivo Y19s 6.68'',,," 19,299",0,5000
Vivo Y19s 6.68'',,," 17,999",0,5000
Vivo Y19s 6.68'',,," 19,899",0,5000
Vivo Y19s 6.68'',,," 19,799",0,5000
Tecno Camon 30S,256,," 32,999",0,5000
"Blackview A52 Pro,",128,4," 10,899",0,5180
"Blackview A52 Pro,",128,6," 12,499",0,5180
Samsung Galaxy A16,128,6," 22,999",0,5000
HD 6.7 3GB,64,3," 10,599",0,5000
X6B 128GB ROM,128,6," 17,799",0,5200
X6B 128GB ROM,128,6," 17,499",0,5200
X6B 128GB ROM,128,6," 16,999",0,5200
X6B 128GB ROM,128,6," 16,999",0,5200
X6B 128GB ROM,128,6," 17,499",0,5200
X6B 128GB ROM,128,6," 17,999",0,5200
X6B 128GB ROM,128,6," 17,999",0,5200
X6B 256GB ROM,256,6," 17,999",0,5200
X6B 256GB ROM,256,6," 18,499",0,5200
X6B 256GB ROM,256,6," 18,499",0,5200
"X9B, 6.78 inches,",,12," 39,999",0,5800
"X9B, 6.78 inches,",,12," 39,999",0,5800
"X9B, 6.78 inches,",,12," 39,499",0,5800
"X9B, 6.78 inches,",,12," 39,499",0,5800
"X9B, 6.78 inches,",,12," 39,999",0,5800
"X9B, 6.78 inches,",,12," 39,999",0,5800
X6B 256GB ROM,256,6," 17,999",0,5200
"X9B, 6.78 inches,",,12," 38,999",0,5800
"X9B, 6.78 inches,",,12," 38,999",0,5800
X6B 128GB ROM,128,6," 17,499",0,5200
X6B 128GB ROM,128,6," 17,499",0,5200
"X9B, 6.78 inches,",,12," 39,999",0,5800
"X9B, 6.78 inches,",,12," 39,499",0,5800
"X9B, 6.78 inches,",,12," 39,999",0,5800
"X9B, 6.78 inches,",,12," 39,499",0,5800
"X9B, 6.78 inches,",,12," 39,999",0,5800
"X9B, 6.78 inches,",,12," 39,499",0,5800
"X9B, 6.78 inches,",,12," 39,999",0,5800
X6B 256GB ROM,256,6," 17,999",0,5200
X6B 256GB ROM,256,6," 18,999",0,5200
Tecno Camon 30S,256,," 31,999",0,5000
OFFERSTecno Camon 30S,256,," 32,499",0,5000
Tecno Camon 30S,256,," 31,999",0,5000
Tecno Camon 30S,256,," 31,990",0,5000
Tecno Camon 30S,256,," 32,999",0,5000
Tecno Camon 30S,256,," 32,999",0,5000
Vivo Y19s 6.68'',,," 16,999",0,5000
Vivo Y19s 6.68'',,," 16,999",0,5000
Vivo Y19s 6.68'',,," 17,999",0,5000
Vivo Y19s 6.68'',,," 17,999",0,5000
INFINIX HOT 50i,,6," 13,155",0,5000
INFINIX HOT 50i,,6," 13,699",0,5000
INFINIX HOT 50i,,6," 13,799",0,5000
INFINIX HOT 50i,,6," 14,099",0,5000
VIVO Y19S 6.68,128,6," 20,999",0,5000
"Galaxy A16, 8GB256GB",,8," 26,499",0,
"Galaxy A16, 8GB256GB",,8," 26,499",0,
"Galaxy A16, 4GB128GB",,4," 19,998",0,
"Galaxy A16, 4GB128GB",,4," 20,199",0,
"Galaxy A16, 8GB256GB",,8," 27,450",0,
GET A SURPRISE,32,2," 8,300",0,000
INFINIX HOT 50i,,6," 13,155",0,5000
INFINIX HOT 50i,,6," 13,999",0,5000
iPhone 13 Pro,,," 79,999",0,
Apple iphone 14,256,6," 79,999",0,
iPhone 13 -,256,," 79,999",0,
Apple iphone 14,256,6," 79,889",0,
VILLAON V40s 6.52,64,," 8,999",0,4000
VIVO Y66 3GB32GB,,3," 3,799",0,
Realme C51 6.74'',128,4," 14,199",0,5000
Realme C51 6.74'',128,4," 14,199",0,5000
Realme C51 6.74'',128,4," 13,699",0,5000
Realme C51 6.74'',128,4," 13,699",0,5000
Realme C51 6.74'',128,4," 13,999",0,5000
Realme C51 6.74'',128,4," 12,999",0,5000
Realme C51 6.74'',128,4," 12,999",0,5000
Samsung GALAXY A35,,," 35,000",0,
Refurbrished Samsung S23,,," 100,000",0,
"Samsung GALAXY A06,",128,4," 15,999",0,
"Samsung GALAXY A06,",128,4," 15,999",0,
"Samsung GALAXY A06,",128,4," 15,799",0,
"Samsung GALAXY A06,",64,4," 13,899",0,
"Samsung GALAXY A06,",64,4," 13,899",0,
"Samsung GALAXY A06,",128,4," 15,499",0,
"Samsung GALAXY A06,",128,4," 15,499",0,
"Samsung GALAXY A06,",64,4," 14,399",0,
"Samsung GALAXY A06,",64,4," 14,199",0,
"Samsung GALAXY A06,",128,4," 15,499",0,
"Samsung GALAXY A06,",64,4," 13,899",0,
"Samsung GALAXY A06,",64,4," 13,899",0,
Itel S23 plus,128,8," 14,999",0,5000
Tecno Camon 30S,256,," 31,999",0,5000
"Samsung GALAXY A06,",128,4," 14,799",0,
"Samsung GALAXY A06,",64,4," 12,799",0,
"Samsung GALAXY A06,",128,4," 14,799",0,
INFINIX HOT 50i,,6," 13,999",0,5000
Infinix 9 HD,64,3," 10,499",0,5000
BRANDNEWInfinix Hot 50i,,12," 13,740",0,5000
INFINIX HOT 50i,,6," 13,750",0,5000
INFINIX HOT 50i,,6," 13,399",0,5000
INFINIX HOT 50i,,6," 13,799",0,5000
INFINIX HOT 50i,,6," 13,699",0,5000
INFINIX HOT 50i,,6," 13,599",0,5000
INFINIX HOT 50i,,6," 13,999",0,5000
INFINIX HOT 50i,,6," 14,199",0,5000
INFINIX HOT 50i,,6," 14,099",0,5000
"Camon 30, 6.78",256,," 26,950",0,5000
"SPARK 30C,128GB ROM",128,8," 14,950",0,
Tecno Camon 30S,256,," 32,999",0,5000
Vivo Y19s 6.68'',,," 19,799",0,5000
Galaxy A33 5G,,," 35,000",0,
"Galaxy A16, 6GB128GB",,6," 22,799",0,
"Infinix Hot 40i,",256,," 17,299",0,5000
"Infinix Hot 40i,",256,," 17,299",0,5000
"Infinix Hot 40i,",256,," 17,599",0,5000
"Infinix Hot 40i,",256,," 17,599",0,5000
"Infinix Hot 40i,",256,," 17,299",0,5000
"Infinix Hot 40i,",256,," 16,599",0,5000
"Infinix Hot 40i,",256,," 16,599",0,5000
"Infinix Hot 40i,",256,," 17,799",0,5000
"Infinix Hot 40i,",256,," 17,599",0,5000
"Infinix 8, 6.6",64,3," 11,850",0,5000
"Samsung GALAXY A55,SUPER",,," 48,000",0,
"Tecno Spark 30,",128,8," 18,489",0,5000
"Samsung Galaxy A05,",64,4," 13,999",0,5000
"Galaxy A16, 4GB128GB",,4," 20,399",0,
"Samsung GALAXY A06,",64,4," 12,799",0,
ITEL A04 2GB,32,2," 10,000",0,000
"Infinix Hot 40i,",256,," 16,599",0,5000
Infinix 9 6.7,128,4," 11,999",0,5000
H90 5G 256GB,256,," 40,999",0,5000
ITEL A04 2GB,32,2," 10,000",0,000
"Realme C30s, 6.5,",64,3," 9,898",0,5000
"Realme C30s, 6.5,",64,3," 9,898",0,5000
"Realme C30s, 6.5,",64,3," 10,398",0,5000
iPhone 13,,," 63,000",0,
SAMSUNG S22 ULTRA,,," 67,500",0,
"Tecno Camon 30s,",128,12," 24,799",0,5000
"Tecno Camon 30s,",128,12," 24,990",0,5000
Apple iphone 6s,,," 13,800",0,
X6B 256GB ROM,256,6," 17,999",0,5200
"A18S 5.5 Display,",32,4," 6,450",0,
Infinix Hot 50,256,," 29,499",0,5000
Infinix Hot 50i,,12," 13,540",0,5000
INFINIX HOT 50i,,6," 13,999",0,5000
INFINIX HOT 50i,,6," 13,155",0,5000
ITEL A04 2GB,32,2," 7,999",0,000
"A18S 5.5 Display,",32,4," 7,400",0,
"A18S 5.5 Display,",32,4," 7,400",0,
"A18S 5.5 Display,",32,4," 7,400",0,
Infinix Hot 50,256,," 29,999",0,5000
"A18S 5.5 Display,",32,4," 6,999",0,
"A18S 5.5 Display,",32,4," 7,399",0,
"A18S 5.5 Display,",32,4," 7,399",0,
"Tecno Spark 30,",256,8," 20,699",0,5000
XIAOMI Redmi A3,128,4," 12,999",0,5160
"A18S 5.5 Display,",32,4," 6,450",0,
X6B 256GB ROM,256,6," 18,499",0,5200
"OFFERSGalaxy A06, 6.7''",128,4," 19,999",0,5000
"Galaxy A06, 6.7''",64,4," 14,199",0,5000
"Galaxy A06, 6.7''",64,4," 14,399",0,5000
"Galaxy A06, 6.7''",64,4," 13,750",0,5000
"Galaxy A06, 6.7''",64,4," 13,750",0,5000
"Galaxy A06, 6.7''",64,4," 13,650",0,5000
"Galaxy A06, 6.7''",64,4," 13,650",0,5000
"Galaxy A06, 6.7''",128,6," 16,999",0,5000
"Galaxy A06, 6.7''",128,6," 17,499",0,5000
"Galaxy A06, 6.7''",128,6," 17,499",0,5000
"Galaxy A06, 6.7''",128,6," 17,699",0,5000
"Galaxy A06, 6.7''",128,6," 17,999",0,5000
"Galaxy A06, 6.7''",128,6," 17,999",0,5000
Tecno Camon 30S,256,," 32,499",0,5000
Tecno Camon 30S,256,," 32,499",0,5000
"Galaxy A06, 6.7''",128,4," 14,399",0,5000
"Galaxy A06, 6.7''",128,4," 14,799",0,5000
"Galaxy A06, 6.7''",128,4," 15,299",0,5000
"Galaxy A06, 6.7''",64,4," 13,199",0,5000
"Galaxy A06, 6.7''",64,4," 12,799",0,5000
"Galaxy A06, 6.7''",64,4," 13,550",0,5000
"Galaxy A06, 6.7''",64,4," 13,550",0,5000
"Galaxy A06, 6.7''",64,4," 13,750",0,5000
"Galaxy A06, 6.7''",64,4," 13,750",0,5000
Itel P65 128GB,128,4," 12,999",0,500
OPPO A58 128GB,128,8," 26,299",0,5000
OPPO A58 128GB,128,8," 26,699",0,5000
OPPO A58 128GB,128,8," 26,699",0,5000
OPPO A58 128GB,128,8," 26,999",0,5000
Oppo A60 RAM:,,8," 25,999",0,
OFFERSOppo A60 RAM:,128,8," 29,499",0,
OFFERSOppo A60 RAM:,128,8," 29,499",0,
"VILLAON V30 RS,",128,4," 10,399",0,5000
"A18S 5.5 Display,",32,4," 7,399",0,
Itel P65 128GB,128,4," 12,999",0,500
Itel P65 128GB,128,4," 12,999",0,500
XIAOMI Redmi A3,128,4," 12,999",0,5160
"Tecno Camon 30s,",128,12," 23,999",0,5000
"Tecno Camon 30s,",128,12," 24,399",0,5000
Infinix Hot 50,256,," 29,499",0,5000
Infinix Hot 50,256,," 29,999",0,5000
Infinix Hot 50,256,," 29,999",0,5000
X6B 128GB ROM,128,6," 17,499",0,5200
"X9B, 6.78 inches,",,12," 39,499",0,5800
"Galaxy A06, 6.7''",128,6," 17,299",0,5000
"Galaxy A06, 6.7''",64,4," 14,399",0,5000
"Galaxy A06, 6.7''",128,6," 17,099",0,5000
"Galaxy A06, 6.7''",128,6," 17,499",0,5000
"Galaxy A06, 6.7''",128,6," 17,499",0,5000
"Galaxy A06, 6.7''",128,6," 17,899",0,5000
"Galaxy A06, 6.7''",128,6," 17,999",0,5000
"Galaxy A06, 6.7''",128,6," 17,999",0,5000
"Galaxy A06, 6.7''",128,4," 14,399",0,5000
"Galaxy A06, 6.7''",128,4," 14,799",0,5000
"Galaxy A06, 6.7''",128,4," 13,799",0,5000
"Galaxy A06, 6.7''",64,4," 13,299",0,5000
"Galaxy A06, 6.7''",64,4," 13,550",0,5000
"Galaxy A06, 6.7''",64,4," 13,650",0,5000
"Galaxy A06, 6.7''",128,4," 15,229",0,5000
Samsung Galaxy S24,256,," 82,200",0,
OPPO A58 128GB,128,8," 26,299",0,5000
OPPO A58 128GB,128,8," 26,699",0,5000
Oppo A60 RAM:,,8," 29,999",0,
Oppo A60 RAM:,128,8," 30,199",0,
"X9B, 6.78 inches,",,12," 39,499",0,5800
"OFFERSRealme C61 6.74'',",128,6," 15,799",0,5000
"Galaxy A06, 6.7''",64,4," 14,199",0,5000
"Galaxy A06, 6.7''",64,4," 14,199",0,5000
"Galaxy A06, 6.7''",128,6," 17,450",0,5000
"Galaxy A06, 6.7''",128,6," 17,999",0,5000
Tecno Camon 30S,256,," 32,499",0,5000
"Galaxy A06, 6.7''",128,6," 17,099",0,5000
"Galaxy A06, 6.7''",128,4," 14,799",0,5000
"Galaxy A06, 6.7''",64,4," 12,750",0,5000
"Galaxy A06, 6.7''",64,4," 13,250",0,5000
"Galaxy A06, 6.7''",64,4," 13,550",0,5000
"Galaxy A06, 6.7''",128,4," 15,299",0,5000
"Galaxy A06, 6.7''",128,4," 15,399",0,5000
"Tecno POP 9,",128,3," 13,799",0,
H90 5G 512GB,,12," 40,999",0,5000
H90 5G 512GB,,12," 41,199",0,5000
H90 5G 512GB,,12," 39,999",0,5000
"Galaxy A06, 6.7''",64,4," 17,799",0,5000
"Galaxy A06, 6.7''",64,4," 12,899",0,5000
Infinix 9 HD'6.7,,6," 11,499",0,
Infinix 9 HD'6.7,,6," 10,599",0,
Infinix 9 HD'6.7,,6," 10,999",0,
"GALAXY A15,6.5 INCHES,8GB",256,8," 24,300",0,
Itel A80 6.7,,4," 11,999",0,5000
Itel A80 6.7,,4," 11,999",0,5000
Itel A80 6.7,,4," 11,999",0,5000
Itel A80 6.7,,4," 12,199",0,5000
Itel A80 6.7,,4," 12,199",0,5000
Itel A80 6.7,,4," 12,199",0,5000
Itel A80 6.7,,4," 11,699",0,5000
Itel A80 6.7,,4," 10,999",0,5000
Itel A80 6.7,,4," 11,699",0,5000
Itel A80 6.7,,4," 10,999",0,5000
ON Realme C53,128,6," 15,799",0,5000
ON Realme C53,128,6," 15,799",0,5000
OFFERSRealme Note 50,64,6," 9,980",0,
OFFERSRealme Note 50,64,6," 9,980",0,
"Samsung Galaxy A05,",128,4," 17,399",0,5000
"Samsung Galaxy A05,",128,4," 17,399",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,199",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,199",0,5000
"SAMSUNG GALAXY A16,",,8," 27,999",0,5000
"SAMSUNG GALAXY A16,",128,4," 20,199",0,5000
Vivo Y19S,,," 17,599",0,
"Infinix HOT 50i,",128,6," 14,199",0,5000
"Infinix HOT 50i,",128,6," 14,199",0,5000
"Infinix HOT 50i,",128,6," 14,199",0,5000
"Infinix HOT 50i,",128,6," 14,399",0,5000
"Infinix HOT 50i,",128,6," 13,199",0,5000
"Infinix HOT 50i,",128,6," 13,199",0,5000
"Infinix HOT 50i,",128,6," 13,199",0,5000
"Infinix HOT 50i,",128,6," 13,199",0,5000
"Infinix HOT 50i,",128,6," 13,899",0,5000
"Infinix HOT 50i,",128,6," 13,899",0,5000
"Infinix HOT 50i,",128,6," 13,899",0,5000
"Oppo A38, 6.56,",128,6," 21,999",0,5000
"Oppo A38, 6.56,",128,6," 21,999",0,5000
"Oppo A38, 6.56,",128,6," 21,999",0,5000
"Oppo A38, 6.56,",128,4," 20,399",0,5000
"Oppo A38, 6.56,",128,4," 20,399",0,5000
"Oppo A3X, 6.67,",128,4," 17,799",0,
"Oppo A3X, 6.67,",128,4," 17,799",0,
Realme C53 6.74'',128,6," 15,499",0,5000
Realme C53 6.74'',128,6," 16,599",0,5000
Realme C53 6.74'',128,6," 16,799",0,5000
Realme C53 6.74'',128,6," 16,999",0,5000
Realme C53 6.74'',128,6," 15,799",0,5000
H90 5G 256GB,256,," 40,699",0,5000
H90 5G 256GB,256,," 40,699",0,5000
X6B 256GB ROM,256,6," 17,499",0,5200
X6B 256GB ROM,256,6," 17,499",0,5200
H90 5G 256GB,256,," 40,999",0,5000
H90 5G 256GB,256,," 39,999",0,5000
H90 5G 256GB,256,," 41,199",0,5000
H90 5G 256GB,256,," 41,199",0,5000
Tecno Spark 30,128,8," 16,999",0,5000
Infinix Hot 50,128,," 23,499",0,000
Infinix Hot 50,128,," 23,499",0,000
Itel P65 128GB,128,8," 13,499",0,7400
"Apple iPhone 13,",256,," 79,999",0,
"P55 6.6, 128GB",128,12," 13,199",0,5000
"P55 6.6, 128GB",128,12," 12,699",0,5000
"P55 6.6, 128GB",128,12," 12,699",0,5000
"P55 6.6, 128GB",128,12," 12,999",0,5000
"P55 6.6, 128GB",128,12," 12,999",0,5000
"P55 6.6, 128GB",128,12," 13,199",0,5000
"P55 6.6, 128GB",128,12," 13,299",0,5000
"P55 6.6, 128GB",128,12," 13,299",0,5000
"P55 6.6, 128GB",128,12," 13,299",0,5000
"P55 6.6, 128GB",128,12," 12,699",0,5000
"P55 6.6, 128GB",128,12," 12,999",0,5000
"P55 6.6, 128GB",128,12," 12,999",0,5000
"P55 6.6, 128GB",128,12," 13,199",0,5000
"P55 6.6, 128GB",128,12," 13,199",0,5000
"P55 6.6, 128GB",128,12," 13,299",0,5000
Vivo Y28 -,256,," 25,399",0,6000
Vivo Y28 -,128,8," 22,599",0,6000
Infinix 9 HD'6.7,,6," 10,599",0,
Infinix 9 HD'6.7,,6," 10,999",0,
Infinix 9 HD'6.7,,6," 10,999",0,
Infinix 9 HD'6.7,,6," 11,199",0,
Infinix 9 HD'6.7,,6," 11,399",0,
Infinix 9 HD'6.7,,6," 10,999",0,
Infinix 9 HD'6.7,,6," 11,299",0,
Itel S23 plus,128,8," 14,999",0,5000
Itel S23 plus,128,8," 15,600",0,5000
Itel S23 plus,128,8," 15,799",0,5000
Itel S23 plus,128,8," 15,600",0,5000
Itel S23 plus,128,8," 15,600",0,5000
"CAMON 30,6.78 INCHES,UPTO",16,," 27,900",0,
"CAMON 30,8GB RAM",16,8," 28,500",0,
Vivo Y19s -,128,6," 18,989",0,5150
Vivo Y19s -,128,6," 19,689",0,5150
Vivo Y19s -,128,6," 18,989",0,5150
Vivo Y19s -,128,6," 20,389",0,5150
Vivo Y19s -,128,6," 20,389",0,5150
Vivo Y19s -,128,6," 19,689",0,5150
Vivo Y19s -,128,6," 19,989",0,5150
Vivo Y19s -,128,6," 20,389",0,5150
Vivo Y19s -,128,6," 19,689",0,5150
Vivo Y19s -,128,6," 19,689",0,5150
Vivo Y19s -,128,6," 18,989",0,5150
Vivo Y19s -,128,6," 19,989",0,5150
Vivo Y19s -,128,6," 19,989",0,5150
Realme C51 6.74'',128,4," 13,299",0,5000
Realme C51 6.74'',128,4," 13,299",0,5000
Realme C51 6.74'',128,4," 14,499",0,5000
Realme C51 6.74'',128,4," 13,999",0,5000
Realme C51 6.74'',128,4," 14,299",0,5000
Realme C51 6.74'',128,4," 14,499",0,5000
Realme C51 6.74'',128,4," 13,999",0,5000
Realme C51 6.74'',128,4," 14,299",0,5000
"SAMSUNG GALAXY A16,",256,8," 27,599",0,5000
Tecno Spark 30,256,8," 19,499",0,5000
"Samsung Galaxy A05,",64,4," 12,699",0,5000
"XIAOMI Redmi 14C,",,," 17,399",0,5160
XIAOMI Redmi Note,256,8," 22,999",0,5000
XIAOMI Redmi Note,256,8," 22,799",0,5000
Infinix Hot 50,128,," 24,699",0,000
Infinix Hot 50,128,," 24,499",0,000
Infinix Hot 50,128,," 24,699",0,000
Infinix Hot 50,128,," 24,499",0,000
Infinix Hot 50,128,," 24,699",0,000
Infinix Hot 50,128,," 23,499",0,000
Infinix Hot 50,128,," 23,499",0,000
Infinix Hot 50,128,," 24,199",0,000
Itel P55 PLUS,128,," 13,399",0,5000
"Itel P55 6.6-INCHES,",128,4," 11,999",0,
ITEL A04 2GB,32,2," 7,999",0,000
Vivo Y27s -,256,8," 23,899",0,5000
Galaxy S20 5G,,," 42,000",0,
Vivo Y28 -,256,," 24,899",0,6000
"Samsung Galaxy A05S,",128,4," 18,449",0,5000
"Samsung GALAXY A15,",128,4," 22,999",0,5000
"Samsung GALAXY A15,",128,4," 22,099",0,5000
"Samsung GALAXY A15,",128,4," 22,999",0,5000
VILLAON V40s 6.52,64,," 8,899",0,4000
VILLAON V40s 6.52,64,," 9,399",0,4000
VILLAON V40s 6.52,64,," 9,399",0,4000
VILLAON V40s 6.52,64,," 8,899",0,4000
VILLAON V40s 6.52,64,," 9,199",0,4000
VILLAON V40s 6.52,64,," 9,199",0,4000
"Infinix 8, 6.6",64,3," 11,699",0,5000
OPPO F9 4GB,64,4," 6,999",0,3500
"OFFERSRealme C61 6.74'',",128,6," 15,799",0,5000
"Galaxy A06, 6.7''",64,4," 14,199",0,5000
"Galaxy A06, 6.7''",64,4," 13,250",0,5000
"Galaxy A06, 6.7''",128,6," 17,999",0,5000
"Galaxy A06, 6.7''",128,6," 17,899",0,5000
"Galaxy A06, 6.7''",128,4," 15,299",0,5000
"Galaxy A06, 6.7''",128,4," 15,199",0,5000
"Galaxy A06, 6.7''",128,4," 15,399",0,5000
"Samsung Galaxy A05,",128,4," 15,999",0,5000
"Tecno Pop 9,",64,3," 12,399",0,
"Tecno Pop 9,",64,3," 11,699",0,
"Tecno POP 9,",128,3," 13,799",0,
Oppo A60 RAM:,128,8," 22,499",0,
OFFERSXIAOMI Redmi Note,256,8," 24,699",0,5000
ON Tecno Spark,128,8," 13,959",0,5000
ON Tecno Spark,128,8," 13,959",0,5000
ON Tecno Spark,128,8," 13,799",0,5000
ON Tecno Spark,128,8," 15,259",0,5000
ON Tecno Spark,128,8," 15,259",0,5000
ON Tecno Spark,128,8," 15,259",0,5000
ON Tecno Spark,128,8," 14,678",0,5000
Tecno CAMON 20,,," 23,299",0,5000
Realme Note 50,64,6," 10,990",0,
NEWRealme Note 50,128,8," 12,390",0,
Realme Note 50,64,6," 10,999",0,
OFFERSXIAOMI Redmi Note,256,8," 24,688",0,5000
OFFERSXIAOMI Redmi Note,256,8," 24,699",0,5000
Infinix HOT 50i,128,6," 13,600",0,
Itel P55 PLUS,128,," 13,399",0,5000
Itel P55 PLUS,128,," 14,099",0,5000
Itel P55 PLUS,128,," 14,099",0,5000
Itel P55 PLUS,128,," 14,399",0,5000
Itel P55 PLUS,128,," 14,599",0,5000
Itel P55 PLUS,128,," 14,599",0,5000
Itel P55 PLUS,128,," 14,099",0,5000
Itel P55 PLUS,128,," 14,399",0,5000
Itel P55 PLUS,128,," 14,599",0,5000
"Tecno Spark 30c,",128,8," 13,699",0,5000
"Itel P55 6.6-INCHES,",128,4," 12,699",0,
"Itel P55 6.6-INCHES,",128,4," 12,999",0,
"Itel P55 6.6-INCHES,",128,4," 12,999",0,
"Itel P55 6.6-INCHES,",128,4," 12,699",0,
"Itel P55 6.6-INCHES,",128,4," 11,999",0,
"Itel P55 6.6-INCHES,",128,4," 13,199",0,
ITEL A04 2GB,32,2," 8,300",0,000
ITEL A04 2GB,32,2," 8,400",0,000
ITEL A04 2GB,32,2," 10,000",0,000
GALAXY A16,,," 20,999",0,
"Infinix 8, 6.6",64,3," 11,699",0,5000
XIAOMI Redmi A3,128,4," 12,999",0,5160
"Infinix HOT 50i,",128,6," 13,899",0,5000
"Infinix HOT 50i,",128,6," 13,899",0,5000
"Infinix HOT 50i,",128,6," 14,399",0,5000
"Infinix HOT 50i,",128,6," 13,899",0,5000
"Samsung Galaxy A05,",64,4," 11,599",0,5000
"Samsung Galaxy A05,",64,4," 11,599",0,5000
Samsung A06 6.7,128,4," 15,750",0,
"Blackview SHARK 8,",256,8," 18,989",0,5000
"OFFERSRealme C61 6.74'',",128,6," 14,599",0,5000
"OFFERSRealme C61 6.74'',",128,6," 14,999",0,5000
"Realme C61 6.74'',",128,6," 15,399",0,5000
Tecno Camon 30S,256,," 32,499",0,5000
"Galaxy A06, 6.7''",128,6," 17,499",0,5000
"Galaxy A06, 6.7''",128,6," 17,499",0,5000
"Galaxy A06, 6.7''",128,6," 17,899",0,5000
"Tecno Pop 9,",64,3," 12,399",0,
"P55 6.6, 128GB",128,12," 11,999",0,5000
"P55 6.6, 128GB",128,12," 11,999",0,5000
Apple iphone 14Promax,256,6," 84,999",0,
"NEWRedmi 14C, 6.88",,," 14,399",0,5160
Vivo Y03 -,128,4," 14,799",0,5000
Vivo Y03 -,128,4," 15,499",0,5000
Vivo Y03 -,128,4," 15,499",0,5000
Vivo Y03 -,64,4," 13,799",0,5000
Vivo Y03 -,64,4," 13,999",0,5000
Vivo Y03 -,64,4," 13,999",0,5000
Vivo Y03 -,128,4," 14,799",0,5000
Vivo Y03 -,128,4," 15,999",0,5000
Vivo Y03 -,128,4," 15,799",0,5000
Vivo Y03 -,64,4," 13,499",0,5000
Vivo Y03 -,64,4," 13,499",0,5000
Vivo Y03 -,128,4," 15,799",0,5000
Vivo Y03 -,64,4," 13,799",0,5000
Vivo Y03 -,128,4," 15,499",0,5000
Vivo Y27s -,256,8," 25,199",0,5000
Vivo Y03 -,128,4," 14,799",0,5000
"Infinix HOT 50i,",128,6," 13,199",0,5000
Vivo Y27s -,256,8," 24,999",0,5000
Vivo Y27s -,256,8," 23,999",0,5000
Vivo Y27s -,256,8," 24,999",0,5000
Vivo Y27s -,256,8," 24,699",0,5000
Vivo Y27s -,256,8," 24,699",0,5000
Vivo Y27s -,256,8," 25,199",0,5000
Vivo Y27s -,256,8," 23,999",0,5000
"Infinix HOT 50i,",128,6," 13,199",0,5000
"Infinix HOT 50i,",128,6," 13,199",0,5000
Tecno CAMON 20,,," 23,580",0,5000
Tecno CAMON 20,,," 23,299",0,5000
"SPARK 30C,4GB RAM",128,4," 14,999",0,
Realme Note 50,128,8," 11,990",0,
"Itel S23 6.6,DISPLAY",128,4," 12,799",0,
"Itel S23 6.6,DISPLAY",128,4," 12,999",0,
"Itel S23 6.6,DISPLAY",128,4," 12,799",0,
"Itel S23 6.6,DISPLAY",128,4," 12,799",0,
"Itel S23 6.6,DISPLAY",128,4," 13,599",0,
"ITEL S23 PLUS,",128,4," 14,999",0,
"ITEL S23 PLUS,",128,4," 16,199",0,
"ITEL S23 PLUS,",128,4," 14,999",0,
"ITEL S23 PLUS,",256,8," 24,989",0,
"Vivo Y18, 6.8,",128,6," 18,190",0,5000
"Vivo Y18, 6.8,",128,6," 18,490",0,5000
"Itel S23 6.6,DISPLAY",128,4," 12,999",0,
"Itel S23 6.6,DISPLAY",128,4," 12,799",0,
"Itel S23 6.6,DISPLAY",128,4," 13,599",0,
"Itel S23 6.6,DISPLAY",128,4," 12,799",0,
"Itel S23 6.6,DISPLAY",128,4," 12,799",0,
"ITEL S23 PLUS,",128,4," 16,199",0,
"ITEL S23 PLUS,",256,8," 26,189",0,
"ITEL S23 PLUS,",256,8," 24,989",0,
"ITEL S23 PLUS,",128,4," 14,999",0,
"ITEL S23 PLUS,",256,8," 24,989",0,
"ITEL S23 PLUS,",128,4," 14,999",0,
"Tecno Spark 30,",,8," 20,199",0,5000
"Tecno Spark 30,",256,8," 20,999",0,5000
XIAOMI Redmi A3,128,4," 13,499",0,5160
XIAOMI Redmi A3,128,4," 13,799",0,5160
"Realme C67 6.72'',",256,," 24,899",0,5000
"Realme C67 6.72'',",256,," 25,899",0,5000
realme Realme C67,256,," 25,899",0,5000
"Realme C67 6.72'',",256,," 26,099",0,5000
"Realme C67 6.72'',",256,," 26,099",0,5000
"Realme C67 6.72'',",256,," 24,899",0,5000
"Oppo A38,6.56 IPS",128,6," 24,800",0,
"Oppo A3X,IPS LCD",,," 15,999",0,
"Oppo A3X,IPS LCD",,," 16,199",0,
"Samsung GALAXY A15,",128,4," 23,099",0,5000
"Samsung GALAXY A15,",128,4," 23,099",0,5000
"Samsung GALAXY A15,",128,4," 23,099",0,5000
Infinix 9 HD'6.7,,6," 11,499",0,
"Blackview SHARK 8,",256,8," 20,599",0,5000
"Blackview SHARK 8,",256,8," 20,599",0,5000
"Blackview SHARK 8,",256,8," 18,989",0,5000
Redmi Note 13,,," 30,250",0,
"Tecno Spark 30,",128,8," 18,489",0,5000
"Tecno Spark 30,",128,8," 19,689",0,5000
"Tecno Spark 30,",128,8," 19,689",0,5000
