cooktop_name,cooktop_reviews,cooktop_price
Electric Cooker /double Spiral Coil Hotplate,(0),"KSh 1,788"
Electric Cooker /double Spiral Coil Hotplate,(0),"KSh 1,750"
Nunix Auto Ignition Table Top Glass Top 2 Burner Gas Cooker WE HAVE A SPECIAL OFFER FOR THIS MONTH OF MAY  ORDER TODAY WE WILL DELIVER WITHIN 24HRS COUNTRY WIDE,(0),"KSh 3,499"
Eagle Portable Handy Outdoor Stove 8 Wicks Camping Picnic Burner Furnace Backpacking Oil Stoves Cooker,(0),"KSh 1,500"
Nunix GC-007 Auto Ignition Table Top Glass Top 3 Burner Gas Cooker,(0),"KSh 4,399"
"Sokany Double Plate Energy Saving Induction Cooker 2400W offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances ‎.‎ The brand is well known for their high‎-quality‎,‎",(0),"KSh 9,300"
Eurochef Modern Double Spiral Electric Hotplate -Cooker/burner,(0),"KSh 1,898"
Rashnik Single SOLID Hot Plate Electric Burner,(0),"KSh 1,663"
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 990
Nunix 2 Gas Cooker Double Burner Gas stove+1 YEAR WARRANTY,(0),"KSh 2,489"
Single Coiled Electric Burner - Hot Coil/ Heating Plate gas cooker,(0),"KSh 1,899"
Single Coiled Electric Cooker  Burner - Hot Coil/ Heating Plate gas cooker,(0),"KSh 1,899"
ORIGINAL QUALITY Nunix Ss -001  Gas Cooker,(0),"KSh 3,500"
Roch table 4 top burner ORIGINAL Cookware,(0),"KSh 5,300"
Roch table 4 top burner ORIGINAL Cookware,(0),"KSh 5,300"
QUALITY Jiko koa medium FOR Kitchen & Dining room,(0),"KSh 6,700"
"COOKTOP. Sokany Single Portable Electric Stove Cooker Hot Plate,High Quality Non-stick Coating, Power;1000W Over heat Protection",(0),"KSh 2,415"
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 935
BIO-LITE JIKO SAFI,(0),"KSh 3,875"
Nunix 4 Burner Table Top Gas Cooker Stove - Metallic Grey This gas-burner will help you cook your food perfectly every time.,(0),"KSh 6,254"
Electric Cooker / Single Sprial Hotplate,(0),"KSh 1,200"
Starlux 4 Burner(All Gas,(0),"KSh 4,199"
Starlux 4 Burner(All Gas,(0),"KSh 4,199"
AILYONS Two/ Double Burner Table Top Cooker With A Strong Glass Top,(0),"KSh 3,318"
Nunix High quality 3 +1 Electric and gas table top cooker,(0),"KSh 5,499"
Nunix High quality 3 +1 Electric and gas table top cooker,(0),"KSh 5,499"
Eurochef Metalic 2 Burner.The brass burners make cooking fast and fuel efficient.,(0),"KSh 2,480"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,470"
VELTON Two Burner Glass Top Gas Cooker,(0),"KSh 3,500"
OFFER!! Single electric Hotplate 1000w,(0),"KSh 1,338"
Nunix 4 Gas Table Top COOKER BURNER Stove Portable,(0),"KSh 4,699"
Nunix 4 Burner Table Top Gas Cooker Stove - Metallic Grey,(0),"KSh 4,699"
Nunix 4 Burner table top cooker+1 Year Warranty,(0),"KSh 4,699"
"Boko B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 2,799"
Ipcone Glass tempered Table Top Double Burner Gas Cooker with auto ignition cooktop,(0),"KSh 3,000"
Nunix table top double Gas Cooker auto ignition Stainless steel Nunix 2 burner gas cooktop with Auto Ignition,(0),"KSh 2,500"
Jiko koa extra Jikokoa Xtra is the perfect cooking companion. It is neat and cooks very fast! Guaranteed Quality! Jikokoa,(0),"KSh 4,960"
Nunix GC-004 Glass Table Top Double Burner Gas Cooker,(0),"KSh 3,792"
Strong Non-leak Meko Gas Burner + Free Gas LIghter Gun,(0),"KSh 1,499"
Ipcone 3 Burner Gas Cooker Saving Gas cooker,(0),"KSh 4,049"
"ELEVATE YOUR COOKING STYLE Nunix Glass Table Top Gas Stove 2 Burner Double Burners CookerAuto ignition 
Stainless steel for easy cleaning
100% quality testing before package
Efficient burner for econo",(0),"KSh 3,838"
"Veigapro Energy Efficient 2 Gas Burner,Gas Table Top Cooker plus free Regulator FOR 6KG GAS Plus FREE Pipe",(0),"KSh 2,490"
"Ramtons RG/535 2 BURNER GAS CERAMIC TOP,Dual gas burners, Stylish ceramic finish, Efficient Whirlwind burners, 6mm toughened glass top, Pulse auto-ignition,",(0),"KSh 9,399"
Eurochef stainless steel 2 burner cooker Eurochef 2 Burner Gas Stove/ Gas Cooke,(0),"KSh 2,480"
Nunix Stainless Steel Table Top Double Burner,(0),"KSh 2,799"
TABLE TOP 2 BURNERS. Veigapro Top Glass Table Top Stainless Steel 2 Burner Gas Cooker,(0),"KSh 3,920"
"Ipcone glass 2 burner cooker Tempered Glass Surface
Auto Ignition with piezo
Whirlwind burner for more durability and efficiency
Exquisite finish
Stain-resistant",(0),"KSh 3,150"
"KILLMALL ANIVERSARY DEALS BEST PRICES ONLY. Nunix 3 Burner Low Gas Consumption Glass Top Table Infrared Cooker Unique toughened glass , Spill proof design. Wear Resistant : Yes",(0),"KSh 5,300"
"Sokany Electric Stove, Single Burner Cooktop, Compact and Portable, Adjustable Temperature Hot Plate, 1000 Watts, Stainless Multi-Function Electric Stove Temperature Adjustable Household.",(0),"KSh 1,889"
Electric Hot Plate -Single Coiled Burner white,(0),"KSh 1,299"
"RESTOCKED Eurochef Table Top Gas Cooker,2 BURNER WITH A STRONG GLASS",(0),"KSh 3,199"
2 BURNER TOP GAS OOKER AND 2 BULBS ;-This gas‎‐burner will help you cook your food perfectly every time‎‎‎.‎‎‎  It provides even distribution of heat and emits less wasted heat than electric stoves‎‎‎,(0),"KSh 2,499"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker,(0),"KSh 2,100"
Eurochef Glass Table Top 2 Burner,(0),"KSh 3,899"
Amaze Stainless Steel 3 Burner Table Top Gas Stove,(0),"KSh 3,476"
AMAZE 2 BURNER STAINLESS HOB COOKER,(0),"KSh 5,920"
Improved Clean Jiko safi,(0),"KSh 3,750"
Nunix Two Burner Tabletop Gas Cooker Stainless Steel - Black,(0),"KSh 2,300"
Infrared Induction Cooker,(0),"KSh 4,349"
"DOUBLE Coil Hot Plate Stainless Electric Burner Compact slim body design, its  Lightweight and portable.",(0),"KSh 1,999"
"TRUSTED SOURCE Volsmart full gas standing cookermodel: VGS-580

4 Gas Burners

Electric Oven with Lamp

Auto Ignition

Oven capacity: 60L

Oven with thermostat

Turnspit(Chicken Rotisserie)

Built-in",(0),"KSh 22,222"
Ipcone Glass Table Top Double Burner Gas Stove; It will help you cook your food perfectly every time‎‎‎.‎‎‎  It provides even distribution of heat and emits less wasted heat than electric oven,(0),"KSh 3,065"
Nunix Two Burners Gas Stove+ 6KG Regulator + Pipe,(0),"KSh 2,590"
Nunix 3 Burner Auto Ignition Table Top Cooker Plus Free 6kg Regulator And Pipe,(0),"KSh 3,499"
Jikokoa Classic Stove,(0),"KSh 4,498"
6kg Alloy Non Rusting Gas Burner,(0),KSh 749
"Sokany Single Portable Electric Stove Cooker Hot Plate,Various heat operations
High Quality
Non-stick Coating 
Power;1000W
Over heat Protection
One Operating On/Off Indicator Light
Anti-heat product e",(0),"KSh 1,800"
Nunix Auto Ignition Glass Top Infrared Gas Stove Double Burner-2 Burner,(0),"KSh 4,300"
"AILYONS 2-Burner Table Top Gas Cooker with Glass Top, Compact and Portable Gas Stove for Efficient Cooking",(0),"KSh 4,500"
Table top metallic burner AILYONS GS017 Gas Cooker Double Burner Stainless Steel Table Top,(0),"KSh 2,635"
Auto Ignition Low Gas Consumption EUROCHEF 3G+1E Table Top Cooker EC-S31,(0),"KSh 4,980"
Nunix Table Top Gas Cooker +FREE Pipe + 13kg Regulator + Tightener,(0),"KSh 2,799"
Nunix Stainless Steel Double Burners +Cable + Regulator/ Tightener,(0),"KSh 2,599"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,785"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,694"
VELTON 2 Burner Gas Stove/ Gas Cooker,(0),"KSh 2,194"
Nunix 2 Burner - Glass Top And Infrared Gas Stove Double Burner gas cooker,(0),"KSh 5,999"
VELTON Table Top 2 / Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,599"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,694"
Nunix Stainless Steel Double Burners +Cable + Regulator/ Tightener,(0),"KSh 2,599"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,485"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,699"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,699"
Nunix Table Top Gas Cooker +FREE Pipe + 13kg Regulator + Tightener,(0),"KSh 2,799"
Nunix Table Top Gas Stove Cooker / Burner + Cable + Regulator,(0),"KSh 2,693"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,694"
VELTON 2 Burner Gas Stove/ Gas Cooker,(0),"KSh 2,494"
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator Gas Cookers,(0),"KSh 3,699"
AILYONS Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,699"
Nunix Table Top Gas Stove Cooker / Burner + Cable + Regulator gas cookers,(0),"KSh 2,694"
Two Burner Gas Cooker +13kg Regulator PLUS Pipe + Tightener Cookers,(0),"KSh 4,999"
Nunix Two Burners Gas Stove Cookers,(0),"KSh 2,759"
Eurochef Family Home Single Coiled Burner Gas Cookers,(0),"KSh 1,294"
Nunix Auto Ignition Table Top Glass Top 2 Burner Gas Cooker,(0),"KSh 3,750"
Nunix Auto Ignition Table Top Glass Top 2 Burner Gas Cooker,(0),"KSh 3,899"
Ipcone Cooker 2 Burner - Glass Top And Gas Stove Double Burner 8112-2,(0),"KSh 3,999"
"Single Coil Portable Electric Cooker Hot Plate, Are you looking for a single coil hot plate which is portable and energy efficient at affordable price? Then look no further than from Karnik by Rashni",(0),"KSh 1,390"
"Quality Eurochef Table Top Gas Cooker,2 BURNER WITH A STRONG GLASS",(0),"KSh 3,249"
"Nunix  New Design Infrared Gas Burner Wear Resistant : Yes
High thermal efficiency 360 degree revolving nozzle Easy cleaning",(0),"KSh 2,699"
Starlux 4 In 1 Table Top Gas Burner - Manual Ignition,(0),"KSh 4,185"
JIKOKOA Medium Classic Cooking Stove,(0),"KSh 4,960"
High quality Rashnik table top glass kitchen double burner,(0),"KSh 4,368"
SPECIAL OFFER Eurochef Table TWO Burner Gas Cooker ON SALE SELLING AT A PROMOTION PRICES AFFORDABLE FOR THE RESELLERS ALSO,(0),"KSh 2,499"
Amaze Stainless Steel Cooker (AM-6003),(0),"KSh 2,999"
3 plus 1 boko table top,(0),"KSh 5,510"
Boko tableTop Double Burner Boko glass tampered 2 gas burner cooktop,(0),"KSh 2,800"
"Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker.Stainless steel body for durability & easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.
Det",(0),"KSh 2,769"
EDENBERG Infrared Table Top Stove EB-62256,(0),"KSh 4,499"
OFFER HIGH Quality Electric Portable Single Induction Cooker Brown,(0),"KSh 5,499"
Double hot plate cooker + free spiral hot plate  Cookware,(0),"KSh 3,100"
3+1 electric and gas Cooker kitchen table top 4 burner,(0),"KSh 6,846"
"Nunix Stainless Steel 2 Burner Gas Cooker,,",(0),"KSh 2,550"
Rashnik Single SOLID Hot Plate Electric Burner,(0),"KSh 1,399"
Eurochef 2 burner Metallic Table Top Gas Cooker.,(0),"KSh 2,722"
2 Burner Infra-red Glass Tampered Table Top Burner,(0),"KSh 3,200"
Eurochef SINGLE HOT COILVarious heat operations High Quality Non-stick Coating  Power;1000W Over heat Protection One Operating On/Off Indicator Light Anti-heat product easy to clean Heavy duty cast ir,(0),"KSh 1,189"
"silver crest Single Plate Induction CookerWORKS WITH ALL TYPES OF COOKWARE: Compatible with pots and pans with maximum size of 7.1 inches. Works with glass, copper and frying pans, Cast-iron and alumi",(0),"KSh 5,440"
"Eurochef 2 Burners Metallic Table Top Gas Cooker,EC-G002bAuto ignition,no battery needed for easy usage. Metal dark powder color toughened Metal body for durability Heavy burners for better performanc",(0),"KSh 2,948"
Nunix 3+1 Tabletop Burner  3 gas plus electric table top cooker Metallic Lid Durable Reliable Aluminum,(0),"KSh 7,754"
Eurochef 3 Burners Glass Table Top CookerGlass top Auto Ignition with Japanese piezo Whirlwind burner for more durability and efficiency Low gas consumption Exquisite finish Stain resistant Portable,(0),"KSh 4,240"
Sokany 1000W Electric Cooker Single Solid Hot PlateVarious heat operations High Quality Non-stick Coating  Power;1000W Over heat Protection One Operating On/Off Indicator Light Anti-heat product easy,(0),"KSh 1,699"
"Gas Stove, Table Top, Stainless steel, 2 Burner",(0),"KSh 2,799"
Nunix 2 Burner Glass Top Gas Cooker,(0),"KSh 5,999"
VELTON Heavy Duty 2 Burner Gas Cooker,(0),"KSh 3,314"
OFFER 3 Gas + 1 Electric Hot Plate Table Top Cooker Burner Stove> Gas Cooker White,(0),"KSh 6,399"
OFFER Rashnik 2 Burner Table Top Gas Stove Stainless Steel Gas Cooker as picture,(0),"KSh 3,499"
Nunix Stainless Steel 2 Burner Gas Cooker,(0),"KSh 2,599"
OFFER Sokany RADIANT- COOKER ELECTRIC STOVE Black,(0),"KSh 7,999"
Veigapro Cooker Stainless Steel,(0),"KSh 2,500"
Nunix Countertop 2 Gas Burner,(0),"KSh 4,500"
Electric Cooker / Single Spiral Coil Hotplate Cooktops White,(0),KSh 939
"Starlux 4 In 1 Table Top Gas Burner, Manual Ignition",(0),"KSh 3,998"
Nunix Table Top Cooker 3 Gas + 1 Electric Burner Stove,(0),"KSh 5,897"
Nunix Table Top Cooker 3 Gas + 1 Electric Burner Stove,(0),"KSh 5,897"
"Double electric Hotplate
2000w",(0),"KSh 2,299"
Strong Non-leak Meko Gas Burner,(0),KSh 899
REBUNE Gas Stove 2 Burner RE-4-054,(0),"KSh 2,850"
Nunix High quality 3 +1 Electric and gas table top cooker,(0),"KSh 5,500"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker GraySteel body for durability & easy cleaning. Efficient burner for economic gas consumption,(0),"KSh 2,350"
"Boko B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 2,799"
Sokany Single Plate Halogen Induction Electric Cooker,(0),"KSh 4,720"
"Ramtons RG/548 2 BURNER S/S TABLE TOP GAS COOK,Dual gas burners, Stainless steel finish, Efficient Whirlwind burners, Pulse auto-ignition, 2800 LPG,",(0),"KSh 5,799"
"RAMTONS RG/515 BLACK 2 BURNER GAS COOK,Whirlwind burner, Non-stick body, Auto ignition, Low pressure, Energy saving,",(0),"KSh 7,199"
VELTON Two Burner Glass Top Gas Cooker,(0),"KSh 3,299"
Double electric Hotplate 2000w,(0),"KSh 2,289"
Single electric Hotplate 1000w,(0),"KSh 1,349"
Modern Single Hotplate Cooker/burne Heavy duty cast iron heating plate Power indicator Light Adjustable temperature control Heat up,(0),"KSh 1,799"
Modern Spiral Electric Single Hotplate -Cooker/burnerHeavy duty cast iron heating plate Power indicator Light Adjustable temperature control Heat up,(0),"KSh 1,299"
"Nunix x 3 Gas + 1 Electric Hot Plate Table Top Cooker Burner Stove
This gas-burner will help you cook your food perfectly every time. It provides even distribution of heat and emits less wasted heat",(0),"KSh 5,999"
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 990
Nunix 3 Burner Auto Ignition Table Top Cooker,(0),"KSh 2,999"
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 990
"Veigapro 2 Burner - Glass Top Gas Stove Double Burner,Gas Efficient",(0),"KSh 3,199"
Electric double electric kitchen hot plate coil,(0),"KSh 2,724"
Ramtons RG/544 Double Burner Gas Cooker,(0),"KSh 6,068"
"Eurochef Energy Efficient Two Gas Burners,Gas Table Top Cooker",(0),"KSh 4,999"
Table top solid hot plate,(0),"KSh 2,299"
Annov 2 Burner Gas Cooker Stainless Steel;- The Table Top Gas stove or gas cooker has an auto ignition feature for lighting the burner‎‎‎.‎‎‎Simply turn the burner knob to the desired flame size and t,(0),"KSh 2,499"
Nunix Table Top Gas Cooker + Pipe + 6kg Regulator + Tightener;- WE ARE LIVING IN A MODERN ELEGANT LIFE STYLE WHERE EVERY HOUSE HOLD  NEEDS THIS TABLE TOP GLASS BURNER GRAB YOURS TODAY AND ENJOY,(0),"KSh 4,199"
Nunix 2-Burner Table Glass Top Gas Cooker,(0),"KSh 3,399"
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 990
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 990
Nunix Table Top Cooker 3 Gas + 1 Electric Burner Stove,(0),"KSh 5,897"
"AILYONS 2 Burner - Glass Top Gas Stove Double Burner,Gas Efficient",(0),"KSh 3,259"
Eurochef 2 Kitchen gas burner,(0),"KSh 2,739"
Nunix Double Gas Burner sc002,(0),"KSh 3,049"
"Veigapro Energy Efficient 2 Gas Burner,Gas Table Top Cooker",(0),"KSh 2,289"
QUALITY 2000 wattz Eletric double hot plate  RaShnik,(0),"KSh 3,100"
Nunix LT04-02 - 3 Gas Burner + 1 electric Table Top Cooker Silver 3 + 1 Nunix 3 + FREE Gas Pipe and Regulator Gray 4 Burner,(0),"KSh 7,899"
Nunix 2 Burner gas sc002,(0),"KSh 3,049"
Ipcone 3 burner glass top cooker,(0),"KSh 3,499"
Electric Tabletop Single Hotplate Coil Cooker,(0),KSh 899
Volsmart full gas table top cooker,(0),"KSh 4,340"
Elctric cooker- Single coil cooker- 1000 watts- fast and long lasting,(0),"KSh 1,299"
Nunix Glass Table Top Double Burner +Pipe +6Kg Regulator+Tightener,(0),"KSh 3,367"
TABLE TOP 2 BURNERS. Nunix Top Glass Table Top Stainless Steel mabati coated 2 Burner Gas Cooker,(0),"KSh 3,000"
"Electric Double Table Top Cooker /Spiral Coil Hotplate,. Portable single spiral hot plate Powerful for faster heating Spiral burner spreads heat Chrome drip pans Adjustable temperature control Power",(0),"KSh 2,499"
Generic Modern Double Electric Hotplate _ Cooker,(0),"KSh 2,090"
Eurochef 2 burner cooktop,(0),"KSh 2,739"
Generic Electric Cooker /double Spiral Coil Hotplate,(0),"KSh 1,750"
Modern Multi-functional Electric Stove With Touch Control And LCD Screen,(0),"KSh 8,999"
IGH QUALITY & PORTABLE 4 BURNER COOKING GAS TOP H,(0),"KSh 4,299"
AILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black,(0),"KSh 2,380"
PORTABLE  ALL GAS 4 BURNER COOKING GAS TOP HIGH QUALITY & PORTABLE,(0),"KSh 4,999"
2 BURNER;- Nunix 2-Burner Table Glass Top Gas Cooker This gas‎‐burner will help you cook your food perfectly every time‎‎‎.‎‎‎ It provides even distribution,(0),"KSh 3,800"
Nunix LT04-02 - 3 Gas Burner + 1 electric Table Top Cooker Silver 3 + 1 Nunix 3 + FREE Gas Pipe and Regulator Gray 4 Burner,(0),"KSh 7,990"
"2 Burner  mettalic burner boko table to  auto ignition ;  Safe, reliable and easy to install/maintain and clean",(0),"KSh 2,925"
Electric cooking  Plate- Single plate- 1000 watts Cooker plate,(0),"KSh 1,899"
"Eurochef EC-G002B Metal Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 2,745"
Nunix Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,(0),"KSh 2,599"
Roch 3-Burner Cooktop,(0),"KSh 3,699"
AILYONS GS017 Gas Cooker Double Burner Stainless Steel Table Top,(0),"KSh 2,500"
Ramtons 2 Burner RG538 Stainless Steel Table Top 2 Burner Gas Cooker,(0),"KSh 7,020"
Jiko safi jiko okoa new mode large size,(0),"KSh 3,699"
REBUNE Gas Stove 2 Burner RE-4-054,(0),"KSh 2,999"
Sokany Energy Saving INFRARED INDUCTION Single Plate Cooker,(0),"KSh 4,699"
Nunix 3 Burner Low Gas Consumption Glass Top Table Infrared Cooker,(0),"KSh 4,999"
kitchen Veigapro Top Glass 2 burner,(0),"KSh 3,800"
Nunix 3 Burner Table Top Infrared Glass Gas Cooker+ 1.5m Pipe + 13kgs Regulator,(1),"KSh 5,450"
"Nunix 2 Burner Table Top Gas Stove  Nunix offers affordable,‎ quality‎,‎ energy‎-efficient home appliances ‎.‎ The brand is well known for their high‎-quality‎,‎ top of the range products",(0),"KSh 4,600"
4 BURNER COOKING GAS TOP HIGH QUALITY & PORTABLE,(0),"KSh 4,299"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,699"
Nunix Stainless Steel Double Gas Cookers  +Cable + Regulator/ Tightener,(0),"KSh 2,699"
Generic Single SOLID Hot Plate Electric Burner. cooktops,(0),"KSh 1,450"
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator cooktops,(0),"KSh 4,999"
VELTON 2 Burner Gas Stove/ Gas Cooker   Cooktops,(0),"KSh 2,394"
Nunix Table Top Gas Stove Cooker / Burner + Cable + Regulator Cooktops,(0),"KSh 2,594"
silver crest Infrared Induction Cooker Sensor Control  Cooktops,(0),"KSh 5,372"
silver crest Infrared Induction Cooker Sensor Control cooktops,(0),"KSh 5,372"
VELTON Two Burner Glass Top Gas Cooker cooktop,(0),"KSh 3,499"
"Generic Electric Double Table Top Cooker /Spiral Coil Hotplate, cooktops",(0),"KSh 1,845"
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 3,699"
"SHARE THIS PRODUCT


Premium Non Leak Meko Gas Burner + Free 4Way Socket Extension",(0),KSh 780
Electric Cooker / Single Spiral Coil Hotplate White as picture,(0),KSh 930
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 3,699"
"TWO BURNER COOKTOP. AILYONS GS014-1, 2 Burner Glass Top & Infrared Double Burner",(0),"KSh 3,503"
Electric Single Solid Hot Plate Cooker,(0),"KSh 1,234"
Electric Hot Plate -Single Coiled Burner,(0),"KSh 1,299"
Eurochef  Single Burner Gas Cooker,(0),"KSh 1,800"
"Eurochef 2 Burners Metallic Table Top Gas Cooker;
do not place hot cookware directly on the cooker top,clean the burner holes regularly for best results",(0),"KSh 2,299"
AILYONS  Gas Cooker Stainless Steel Double Burner Black; The Table Top Gas stove or gas cooker has an auto-ignition feature for lighting the burner.‎‎‎,(0),"KSh 2,299"
Nunix 4 Gas Burner with Shelf LTS-01 Nunix standing 4 gas cooker with shelves compartment,(0),"KSh 9,899"
Ipcone Piezoelectric Ignition 2 Burner Glass Table top Gas Stove Double Burner Gas Cooker Saving Gas cooker LPG Use,(0),"KSh 2,899"
kitchen Jikokoa CLSSSIC STOVE.,(0),"KSh 4,899"
VELTON 2 Burner Gas Stove/ Gas Cooker - Stainless Steel,(0),"KSh 2,499"
IPCONE TWO BURNER GLASS TOP GAS COOKER WITH AUTO IGNATION; It provides an even distribution of heat and emits less wasted heat than electric stoves‎‎‎.‎‎‎,(0),"KSh 2,799"
"Nunix Two Burners Stainless Steel Table Top Gas Cooker; 
It provides even distribution of heat and emits less wasted heat than electric stove.‎‎‎",(0),"KSh 2,299"
"Sokany 2000W Portable Induction Cooktop Countertop Burnertouch control with an LCD display, a timer for 2 hours 59 minutes and three preset operating modes  frying – the heating power is 2000 W by def",(0),"KSh 4,150"
Sokany Single Burner Electric Induction Cooker.,(0),"KSh 4,150"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker Gray,(0),"KSh 2,499"
Nunix Modern Electric Roti/Chapati Maker/Pancake Maker.Roti maker chapati maker meat /fish Grilled heating  Big size Pan Thermostat heat control Non-stick coated plate Power indicator 15minutes timer Floating hinge for different thickness,(0),"KSh 4,400"
Heavy Aluminium kitchen 6kgs meko grill stand.,(0),KSh 700
"Roch RGC-307TT, 3-Burner Automatic Gas Cooker - Silver",(0),"KSh 3,399"
Sokany Portable Induction Cooker- Energy Saving Hot Plate,(0),"KSh 5,680"
"Roch RGC-307TT, 3-Burner Automatic Gas Cooker – Silver (1YR WRTY)",(0),"KSh 3,699"
Nunix Stainless Steel Double Burners +Cable + Regulator/ Tightener Gas Cookers,(0),"KSh 2,749"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,285"
"Sokany Single Portable Electric Stove Cooker Hot Plate,Portable single spiral hot plate
Powerful for faster heating
Spiral burner spreads heat
Adjustable temperature control
Power ready on",(0),"KSh 1,885"
Rashnik single electric hot plate cooker,(0),"KSh 1,799"
Nunix Two burner,(0),"KSh 3,399"
Table top glass burner,(0),"KSh 4,399"
OFFER Nunix Infrared Auto Ignition Glass Gas Stove/cooker With 2 Burner Black,(0),"KSh 4,899"
Nunix  2 burner Metal table top cooker.,(0),"KSh 3,035"
"Starlux quality counter top/table top 4 gas burner.
Metallic Lid
Durable
Reliable
Aluminum
Attractive and easy-to-use design
Has gas burners in the most functional and user-friendly pattern
It is made",(0),"KSh 5,388"
Amaze TableTop Single Gas Burner Cooker Stove,(0),"KSh 1,750"
Single Solid Hot Plate.Portable Single spiral hot plate Powerful for faster heating Spiral burner spreads heat Adjustable temperature control Power ready on light Easy to clean,(0),"KSh 1,350"
Jikokoa Pro Commercial Stove - Black,(0),"KSh 4,495"
Nunix ST002 Three Burner Table Top Black,(0),"KSh 3,529"
AMAZE DOUBLE BURNER GAS HOB COOKER,(0),"KSh 6,020"
"Meko 6kg Cooking Gas Grill + Gas Burner,MEKOWith the meko 6kg Grill  will turn the grilling into culinary adventure. With this stylish design 6kg gas grill you will have for sure an enjoyable cooking",(0),KSh 888
"PROMOTION PRICE Energy Saving Electric Induction Radiant Cooker-Double Plate. Working by transferring energy directly to the cooking vessel, saving you up to 95% of energy.",(0),"KSh 10,899"
"Eurochef Eurochef Metallic 2 Burner.KEY FEATURES
2 large burner 
Auto ignition,no battery needed for easy usage.
Metal dark powder color
toughened Metal body for durability
Heavy burners for better pe",(0),"KSh 2,999"
Modern  Electric Single Hotplate -Cooker/burnerHeavy duty cast iron heating plate Power indicator Light Adjustable temperature control Heat up,(0),"KSh 1,799"
Generic Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 989
SK-3569 Single Plate Sokany radiant Electric Cooker with led display and touch control. infrared self induction cooker 2000W,(0),"KSh 5,500"
"Veigapro 2 Burner - Glass Top Gas Stove Double Burner,Gas Efficient",(0),"KSh 3,199"
Sokany MULTIFUNCTION ELECTRIC INFRARED COOKER -TOUCH CONTROL,(0),"KSh 5,699"
"Eurochef EC-G002B Metal Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 2,740"
Ramtons Automatic 4-Burner Gas Cooker + 6kg Regulator + Gas Pipe,(0),"KSh 13,999"
Eurochef Deluxe 4 Burner Gas Stove,(0),"KSh 4,499"
Single electric kitchen hotplate coil,(0),"KSh 1,865"
Sokany Electric Single Plate Induction Cooker Gas Cooker,(0),"KSh 4,999"
Amaze Tampered Glass Table Top Double Burner Gas Stove / Cooker,(0),"KSh 3,199"
"(BEST DEALS) Nunix Auto Ignition Table Top Glass Top 2 Burner Gas Cooker.2-burner, Tampered glass top
Strong Galvanized steel
Auto ignition system
Whirlwind Technology 
New stylish design",(0),"KSh 3,780"
Jikokoa QUALITY MODERN CHARCOAL STOVE,(0),"KSh 4,299"
Veigapro Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker; with blue flame with high efficiency easy to clean and very low gas consumption,(0),"KSh 1,999"
Nunix 2 Burner Infra-red Glass Tampered Table Top Burner,(0),"KSh 3,699"
VELTON 2 Burner Heavy Duty Gas Cooker FREE 13kg Regulator And Pipe,(0),"KSh 3,069"
