cooktop_name,cooktop_reviews,cooktop_price
AILYONS 2 BURNER GAS TOP AUTO IGNITION,(0),"KSh 2,300"
JIKOKOA MEDIUM SIZE kitchen and dining room appliances,(0),"KSh 4,399"
Nunix 3 Burner Low Gas Consumption Glass Top Table Infrared Cooker easy to clean Glass top double swirl burner saving 20% gas Auto ignition system durable,(0),"KSh 4,700"
"Eurochef EC-G002B Metal Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 2,750"
Strong Non-leak Meko Gas Burner With Anti Rust Surface + Free Gas Lighter,(0),KSh 997
Nunix G1004 New Design Infrared Gas Burner,(0),"KSh 3,499"
OFFER COMPLETE Table Top Double Burner Gas Stove + Pipe & Regulator Black,(0),"KSh 5,199"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker GraySteel body for durability & easy cleaning. Efficient burner for economic gas consumption.,(0),"KSh 2,350"
Icook TABLE TOP STAINLESS STEEL DOUBLE BURNER GAS COOKER,(0),"KSh 2,999"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,999"
Glass top burner Aliyons GS 005,(0),"KSh 4,500"
"Ipcone Energy Efficient 2 Gas stainless  Burner,Gas Table Top Cooker",(0),"KSh 2,999"
Nunix 4 Gas Burner Table Top Cooker,(0),"KSh 6,554"
Electric cooker + STEAM IRON BOX + FREE KNIFE,(0),"KSh 2,998"
"Electric Cooker Single Spiral Coil Hotplate..Fixed coil
 Indicator light
Non-slip feet
Sufficient access to clean the drip tray Ideal for home use, camping, travel and student dormitory rooms
 For dom",(0),"KSh 1,383"
AILYONS 2 Burner - Glass Top And Gas Stove Double Burner,(0),"KSh 3,369"
Rashnik Double Electric Coil Hot Plate,(0),"KSh 2,399"
Generic Cooker Coil Electric Spiral Cooker Coil Heating Element,(0),KSh 749
Energy saving kitchen Jikokoa big size,(0),"KSh 7,553"
Energy saving kitchen Jikokoa big size,(0),"KSh 8,553"
Energy saving kitchen Jikokoa big size,(0),"KSh 7,011"
Ramtons Cooktop,(0),"KSh 5,999"
"BEST 6kg Non Rusting Gas Burners,It works perfectly well and as no gas leakages hence ensuring your safety is distinguished brand",(0),KSh 510
"(STOCK CLEARANCE SALE).Nunix Table Top 4 Burner4 Gas Cooker - Big Sizes, Autoignition.4 gas  table top cooker Metallic Lid Durable Reliable Aluminum",(0),"KSh 5,232"
Double hot plate coil,(0),"KSh 2,750"
Single Electric Cooker  Burner - Hot Heating Plate gas cooker,(0),"KSh 1,899"
Rashnik 2 Burner Table Top Gas Stove Stainless Steel,(0),"KSh 2,800"
Eurochef Stainless Steel Table Top Double Burner Gas Cooker,(0),"KSh 2,500"
Rashnik Electric Spiral Burner Hotplate,(0),"KSh 2,200"
Rashnik Electric Cooker / Single Spiral Coil Compact Solid Hotplate,(0),"KSh 1,400"
Nunix Countertop 2 Gas Burner,(0),"KSh 2,400"
Nunix 2-Burner Table Glass Top Gas Cooker,(0),"KSh 3,500"
Velton Stainless steel 3 Kitchen burner,(0),"KSh 4,357"
Kitchen Velton Stainless steel 3 burner,(0),"KSh 4,999"
3 gas plus 1 electric  nunnix table gas burner,(0),"KSh 6,600"
Nunix Table Top Gas Cooker + 2M Gas Pipe + Regulator +Tightener,(0),"KSh 4,999"
"kitchen AILYONS 2 Burner - Glass Top Gas Stove Double Burner,Gas Efficient",(0),"KSh 3,699"
kitchen  AILYONS Stainless Steel 2 Burner Gas Stove.,(0),"KSh 2,899"
Nunix Two Gas Burners Stainless Steel Gas Table Top Cooker,(0),"KSh 2,599"
"kitchen 4you 2 Burner - Top Gas Stove Double Burner,Gas Efficient",(0),"KSh 2,599"
"kitchen 4you 2 Burner - Glass Top Gas Stove Double Burner,Gas Efficient",(0),"KSh 3,699"
Nunix Table Top Single Gas Cooker,(0),"KSh 1,599"
Nunix 3 Gas + 1 Electric Hot Plate Table Top Cooker Burner Stove,(0),"KSh 9,399"
Electric Portable Single Spiral Coil Hotplate,(0),"KSh 1,299"
Nunix Table Top Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 2,995"
Rashnik Double Hot Plate,(0),"KSh 2,499"
Sokany Single Burner Electric Induction Cooker.,(0),"KSh 4,399"
VELTON 2 Burner Heavy Duty Gas Cooker FREE 13kg Regulator And Pipe,(0),"KSh 2,999"
Nunix Two Burners Table Top Gas Cooker Stainless Steel+free Bulbs,(0),"KSh 2,770"
Nunix Table Top Gas Cooker + FREE Pipe + 6kg Regulator + Tightener,(0),"KSh 2,799"
Nunix 2 Burner Glass Table Cooker,(0),"KSh 4,999"
Nunix Gas Burner Table Top Cooker,(0),"KSh 4,999"
kitchen Nunix 2 BURNER GAS TOP + FREE GAS LIGHTER,(0),"KSh 2,999"
Nunix Table Top Gas Cooker + FREE Pipe + 6kg Regulator + Tightener,(0),"KSh 2,999"
Nunix Two Burners Table Top Gas Cooker Stainless Steel+free Bulbs,(0),"KSh 2,699"
Rashnik Double Coil Hot Plate,(0),"KSh 2,399"
Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 1,799"
Electric Cooker + STEAM IRON BOX + FREE KNIFE,(0),"KSh 2,999"
Electric Cooker + Iron Box + Electric Kettle,(0),"KSh 2,799"
Single Coil Portable Electric Cooker,(0),"KSh 1,120"
kitchen Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 3,799"
Nunix Table Top Gas Cooker/Cable/ 13kg Regulator/Tightener,(0),"KSh 2,899"
Nunix Two Burners Table Top Gas Cooker Stainless Steel+free Bulbs,(0),"KSh 2,770"
Electric Cooker + Iron Box + Electric Kettle,(0),"KSh 2,799"
VELTON 2 Burner Heavy Duty Gas Cooker FREE 13kg Regulator And Pipe,(0),"KSh 2,999"
Rashnik Double Coil Hot Plate,(0),"KSh 2,399"
Nunix Two Burners Table Top Gas Cooker Stainless Steel+free Bulbs,(0),"KSh 2,699"
Nunix Table Top Gas Cooker + FREE Pipe + 6kg Regulator + Tightener,(0),"KSh 2,999"
Single Coil Portable Electric Cooker,(0),"KSh 1,120"
3+1 electric and gas kitchen table top 4 burners,(0),"KSh 6,800"
Nunix Stainless Steel Double Burners +Cable + Regulator/ Tightener,(0),"KSh 4,199"
Nunix 4 Burner Table Top Gas Cooker Stove - Metallic Grey,(0),"KSh 5,500"
Table Top Gas Cooker / Stove Stainless 2 Burner Auto Ignition Black,(0),"KSh 2,959"
VELTON VGC/8012 Two Burner Glass Top Gas Cooker,(0),"KSh 4,012"
"Veigapro Energy Efficient 2 Gas Burner,Gas Table Top Cooker",(0),"KSh 2,289"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 4,995"
TWO BURNER COOKTOP. Eurochef Table Top 2 Burner Gas Cooker Plus 6kg Regulator And A Free Pipe As Gifts. NOW ON OFFER SELLING AT A PROMOTION PRICES ONLY,(0),"KSh 2,599"
"AILYONS GS014-4, 2 Burner Glass Top Gas Cooker & Infrared Double Burner",(0),"KSh 3,500"
"Nunix Glass Table Top Double Burner Gas Stove Nunix offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances ‎.‎ The brand is well known for their high‎-qu",(0),"KSh 3,800"
Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 1,699"
"Sokany 1000W Electric Cooker Single Solid Hot Plate.Various heat operations
High Quality
Non-stick Coating 
Power;1000W
Over heat Protection
One Operating On/Off Indicator Light
Anti-heat product eas",(0),"KSh 1,800"
JIKOKOA MEDIUM XTRA STOVE COOKTOP Black L Black 25x15x10 cm,(0),"KSh 4,736"
Eurochef two burner black Table top,(0),"KSh 3,029"
Rashnik 2 double electric hot plate cooker,(0),"KSh 2,635"
Nunix 4 BURNER 3 gas +1 Electric burners table top cooker,(0),"KSh 6,199"
Auto Ignition Table Top Stainless Steel,(0),"KSh 2,400"
"Sokany Single Portable Electric Stove Cooker Hot Plate,
Various heat operations
High Quality
Non-stick Coating 
Power;1000W
Over heat Protection
One Operating On/Off Indicator Light
Anti-heat product",(0),"KSh 1,799"
Eurochef Electric TableTop Two Burners Spiral Coil Hot Plate Cooker,(0),"KSh 2,695"
"Sokany Single Plate Induction Cooker. Single induction hotplate is not only suitable for cooking in the kitchen, but also easy to carry. Suitable for camping and business.",(0),"KSh 4,900"
Nunix Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,(0),"KSh 2,550"
Starlux(All Gas) Burner… The stove has an auto ignition feature for lighting the burner‎‎‎.‎‎‎Simply turn the burner knob to the desired flame size and the sparking is turned off automatically when th,(0),"KSh 3,915"
sokany radiant cooker electric stove,(0),"KSh 9,499"
Sokany Single Plate Halogen Induction Electric Cooker,(0),"KSh 4,325"
OFFER 3 Gas + 1 Electric Hot Plate Table Top Cooker Burner Stove> Gas Cooker White,(0),"KSh 6,399"
Nunix ST002 Three Burner Table Top,(0),"KSh 3,529"
"[BEST SLAE OFFER]Roch 3 burner glass cooker Roch offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The brand is well known for their high‎-quality‎,‎ top of the range products‎.‎Thi",(0),"KSh 3,915"
"Roch 3 Gas Burner Automatic Table Top StainlessRoch offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The brand is well known for their high‎-quality‎,‎ top of the range products‎.‎",(0),"KSh 3,150"
Ipcone 2 burner stainless cooker,(0),"KSh 2,400"
Electric Cooker Single Hotplate 1000W,(0),"KSh 1,397"
2000w MODERN RADIANT COOKER,(0),"KSh 6,000"
SOKANY ELECTRIC STOVE,(0),"KSh 1,498"
"Single Coil Portable Electric Cooker Hot Plate, Are you looking for a single coil hot plate which is portable and energy efficient at affordable price? Then look no further than from Karnik by Rashni",(0),"KSh 1,290"
Strong Non-leak Meko Gas Burner With Anti Rust Surface + Free Gas Lighter,(0),"KSh 1,044"
Nunix Table top Home/Kitchen Auto ignition double burner for Gas Cooker,(0),"KSh 3,566"
Home/Kitchen Nunix 4gas burner with auto ignition,(0),"KSh 5,781"
"Home/Kitchen Nunix Table Top 3 Gas+1 Hot plate , with auto ignation",(0),"KSh 7,011"
Nunix Table top Stainless Steel Home/Kitchen Auto ignition Double burner for Gas Cooker,(0),"KSh 3,566"
High quality Nunix Glass burner GG PRO,(0),"KSh 4,700"
Ailyons 2 Burner Gas Stove Stainless Steel Double Burner Gas Cooker Saving Gas cooker,(0),"KSh 2,099"
"Jikokoa extra large;
Most Efficient Stove: JikokoaPRO conserves heat hence keeps your food warm as you serve your customers",(0),"KSh 4,699"
(ON OFFER) Jikokoa Pro Commercial Stove - Black.Most durable Commercial Jiko Biggest Commercial Jiko Easy to Light Highest Charcoal Savings Specially made for Small-Medium business,(0),"KSh 5,866"
Nunix Blender 2 In 1 Grinding Machine With Durable Motor 1.5Liter,(0),"KSh 2,430"
Modern Double Electric Hotplate -Cooker/Table Burner,(0),"KSh 1,925"
"Single Coil; 
Has a non stick coated plate and various heating levels operations",(0),"KSh 1,133"
"Eurochef Metal Gas Stove, 2 Burners Gas Cooker, Table Top2 large burner 
Auto ignition,no battery needed for easy usage.
Metal dark powder color
toughened Metal body for durability
Heavy burners for b",(0),"KSh 2,756"
Nunix 2 Burner Infra-red Glass Tampered Table Top Burner,(0),"KSh 3,799"
Single SOLID Hot Plate Electric Burne,(0),"KSh 1,800"
Sokany Induction Cooker-single Burner. Sensor touch control  240 minute cooking timer and 24 hours preset timer Shows voltage and power consumption Flexible temperature adjustments 5 cooking functions,(0),"KSh 4,028"
RESTOCKED Roch stainless steel 3 burner cooker Cooktops FOR FASTER COOKING,(0),"KSh 3,249"
Double hot plate cooker + free spiral hot plate,(0),"KSh 3,100"
"Veigapro 2 Burner - Glass Top Gas Stove Double Burner,Gas Efficient   Veigapro offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎.‎‎ The brand is well known for their high‎‎-qua",(0),"KSh 4,600"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(0),"KSh 4,195"
2 burner Amaze stainless hob cooker,(0),"KSh 6,399"
Nunix SC002 Two Burner Table Top,(0),"KSh 3,159"
Hot plate single; Spiral burner spreads heat. Adjustable temperature control. Power ready on light. Easy to clean. Sufficient access to clean the drip tray,(0),"KSh 1,643"
"Electric Double Table Top Cooker /Spiral Coil Hotplate,",(0),"KSh 2,379"
"TWO BURNER COOKTOP. Nunix Two Burners Table Top Gas Cooker Nunix offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances ‎SELLING AT A WHOLASALE PRICES ONLY",(0),"KSh 2,599"
Amaze 2 burner available available in silver,(0),"KSh 3,500"
Amaze 2 burner available available in silver,(0),"KSh 3,500"
Eurochef Quality Gas Cooker With A Glass Top-two Burners,(0),"KSh 3,199"
Nunix 1 Gas Burner Cooker Stainless steel body for durability & easy cleaning. Efficient burner for economic gas consumption. Auto ignition,(0),"KSh 2,268"
Sayona Induction Cooker,(0),"KSh 6,719"
"Eurochef Glass Gas Stove, 2 Burners Gas Cooker, Table Top kitchen appliances 2 large burner Auto ignition-no battery need for easy usage.",(0),"KSh 3,160"
Nunix Auto Ignition Glass Top Infrared Gas Stove Double Burner-2 Burner,(0),"KSh 4,450"
Sokany Radiant Cooker SK-224,(0),"KSh 8,299"
Sokany Smart Cooker - Portable Single Plate Induction Cooker,(0),"KSh 5,899"
Icook GAS STOVE TABLE TOP 7MM GLASS WITH DOUBLE BURNER,(0),"KSh 3,699"
"Nunix Stainless Steel Double Burners,Gas Efficient",(0),"KSh 2,599"
Double hot plate coil,(0),"KSh 2,750"
KITCHEN Icook glass burners,(0),"KSh 4,370"
KITCHEN Icook glass burners,(0),"KSh 5,200"
OFFER 3 Gas + 1 Electric Hot Plate Table Top Cooker Burner Stove> Gas Cooker White,(0),"KSh 5,999"
Roch Table Top 4 Burner Gas Cooker,(0),"KSh 4,999"
Nunix Table Top 4 Burner Gas Cooker + Free 13kg Regulator & Gas Pipe,(0),"KSh 5,499"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(1),"KSh 2,450"
"Electric Cooker/Single Hotplate 1000W.
Single plate Fixed element
- Indicator light
- Non-slip feet
- Sufficient access to clean the drip tray Ideal for home use, camping, travel and student dormitory",(0),"KSh 1,600"
Single Plate Halogen Induction Electric Cooker The Induction hob is faster and more energy-efficient than traditional electric cooking. An LED display shows you exactly what the hob is doing and with,(0),"KSh 4,650"
single burner gas cooker,(0),"KSh 1,490"
Nunix Infrared Energy Saving Gas Burner With Choice Of Accessories,(0),"KSh 3,800"
silver crest Infrared Induction Cooker Sensor Touch Control,(0),"KSh 5,495"
Hr 6kg Non Rusting Gas Burner.The burner is made of stainless steel and hence does not rust.,(0),KSh 560
RAMTONS-RG/501 GAS COOKER 2 BURNER TEFLON,(0),"KSh 8,099"
Kitchen Double electric hot coil  Cookware.,(0),"KSh 3,074"
AMAZE STAINLESS STEEL 3 BURNER,(0),"KSh 4,400"
"Eurochef Glass Gas Stove, 2 Burners Gas Cooker, Table Top kitchen appliances 2 large burner Auto ignition-no battery need for easy usage. Light dark gray powder color diamond cut design 8 mm toughene",(0),"KSh 2,600"
Ramtons 2 Burner Table Top;Whirlwind burners Auto ignition Low pressure Energy saving Stainless Steel body,(0),"KSh 6,750"
"premier standing cooker with shelves,2 electric plates,2 gas plates ..Electric and gas stove",(0),"KSh 13,770"
Nunix Stainless Steel tabletop Double Burners,(0),"KSh 8,800"
"AILYONS 2 Burner Glass Top Gas Stove,Glass top double swirl burner saving 20% gas  Auto ignition system  durable stainless steel body",(0),"KSh 6,300"
"Eurochef Double Electric Double Table Top Cooker /Spiral Coil Hotplate,",(0),"KSh 2,589"
"Eurochef Metal Gas Stove, 2 Burners Gas Cooker, Table TopEUROCHEF glass-top gas stove that's guaranteed to perform beautifully.",(0),"KSh 5,310"
3+1 electric and gas kitchen table top 4 burners,(0),"KSh 7,276"
OFFER!!Eurochef TABLE GLASS GAS TOP 2 BURNER DURABLE,(0),"KSh 3,299"
Nunix Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker GraySteel body for durability & easy cleaning. Efficient burner for economic gas consumptio,(0),"KSh 2,350"
Rashnik 2 Burner Table Top Gas Cooker Stove - Stainless Steel2 gas burner copper colored Non stick coated surface Auto Ignition Safe reliable and easy to install/maintain and clean Body Stainless Stee,(0),"KSh 3,252"
"Eurochef EK-B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top. Tempered Glass Gas Stovetop, 2 Burners Gas Range Hob, Built-in Dual Burner Gas Cooktop for Home Kitchen RVs Apartments, Easy to Clea",(0),"KSh 4,100"
Nunix Table Top 2-Burner Gas Stove Cooker + Pipe & 6kg Regulator,(0),"KSh 2,634"
Nunix 2 Burner Gas Cooker With Free Accessories,(0),"KSh 2,989"
Nunix Infrared Gas Saving Stove Cooker Two Burner - Autoignition,(0),"KSh 3,000"
Electric Cooker / Single Spiral Coil Hotplate White one size.,(0),"KSh 1,190"
"(NEW OFFER PRICE) Sokany 1000W Electric Cooker Single Solid Hot Plate.
Various heat operations
High Quality
Non-stick Coating 
Power;1000W
Over heat Protection
One Operating On/Off Indicator Light",(0),"KSh 1,720"
Auto Ignition Glass Top  Gas Cooker Beko 2 burner glass cooker,(0),"KSh 3,300"
6kg Regulator + FREE Gas Delivery Pipe,(0),KSh 899
Ramtons RG/544 - Stainless Steel Table Top 2 Burner Gas CookerWhirlwind burners Non Stick Body Auto ignition Low pressure Energy saving Double Burner Gas Cooker Stainless Steel Burner,(0),"KSh 5,600"
Generic TWO Burner Table Top Burner Household Appliances > Gas Cooker,(0),"KSh 3,299"
Single Home electric double coil Cookware,(0),"KSh 1,843"
Hot Plate Electric Single Sprial Hotplate Cooker double coil Cooker,(0),"KSh 2,298"
"""Jikokoa Medium size jikokoa now available. Saves energy.""",(0),"KSh 4,595"
"Eurochef EK-B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top. Tempered Glass Gas Stovetop, 2 Burners Gas Range Hob, Built-in Dual Burner Gas Cooktop for Home Kitchen RVs Apartments, Easy to Clean",(0),"KSh 3,100"
(SAVE YOUR TIME AND MONEY)Premier 4 Burner Gas Stove Table Top.4 Burner ‎ Table Top Gas Cooker Manual Ignition Table Top Design Metal Lid Top Easy to Clean,(0),"KSh 6,582"
"Eurochef Durable Table Top Single Burner Gas Cooker EG-S01. Eurochef has always been our mission to bring stylish, intelligent
appliances into your home. With a history of trusted innovation",(0),"KSh 3,100"
Stainless steel table top kitchen double Gas Cooker burner,(0),"KSh 3,626"
RN4076 RASHNIK HOT PLATE Ring,(0),"KSh 2,000"
NUNIX TWO BURNER + FREE GAS REGULATOR & PIPE,(0),"KSh 2,999"
Nunix 4 Burner Table Top Gas Cooker Stove Electric Hot Plate (3+1),(0),"KSh 6,599"
Nunix 2 Burner Gas Stove Stainless Steel Double Burner Gas Cooker Saving Gas cooker SS01,(0),"KSh 2,390"
"BEST Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,The automatic ignition system prevents high energy consumption and ergonomic gas controls ensure safety during",(0),"KSh 3,200"
Nunix Glass TABLE TOP DOUBLE BURNER Gas Stove + Pipe + 6kg Regulator + Tighten,(0),"KSh 4,000"
Eurochef TABLE GLASS GAS TOP 2 BURNER DURABLE,(0),"KSh 3,065"
Electric Cooker / Single Spiral Coil Hotplate,(0),KSh 950
"Roch 3 burner glass cooker affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The brand is well known for their high‎-quality‎,‎ top of the range products‎.‎This gas-burner will   Crafted w",(0),"KSh 3,915"
Eurochef 2 Burner Metallic Table Top Gas Cooker,(0),"KSh 2,375"
"Eurochef Cooker EK-B002C Glass Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 3,599"
Pine Gas Double Gas Cooker,(0),"KSh 2,399"
Nunix Auto Ignition Infrared Gas Stove Four Burners-4 Burners,(0),"KSh 5,299"
Starlux ALL GAS 4 BURNER COOKING GAS TOP,(0),"KSh 4,700"
"Eurochef Table Top Two Burner Gas Cooker BEST IN ENERGY SAVING This stove is equipped with 2 burners, with independently adjustable flames that let you boil water on high while you Gray 1PCS",(0),"KSh 2,799"
AILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black,(0),"KSh 2,850"
AMAZE STAINLESS STEEL 3 BURNER,(0),"KSh 4,400"
Veigapro 2 Burner - Glass Top And Gas Stove Double Burner,(0),"KSh 2,900"
Rashnik Electric Double Burner Spiral Hotplate Cooker/coil,(0),"KSh 2,399"
Kitchen electric double hot plate coil,(0),"KSh 2,800"
Kitchen single electric hot plate,(0),"KSh 2,247"
Kitchen electric double hot plate coil,(0),"KSh 2,800"
Double Tabletop Electric Spiral Coil Hotplate,(0),"KSh 2,388"
Nunix GC004 - Tampered Glass Table Cooker,(0),"KSh 3,000"
OFFER OFFER Nunix SC-002 Table Top Double Burner Gas Stove Cooker SELLING AT A WHOLASALE PRICE ONLY KSH 2373,(0),"KSh 2,373"
"Eurochef EC-G002B Metal Gas Stove, 2 Burners Gas Cooker, Table Top2 large burner  Auto ignition,no battery needed for easy usage. Metal dark powder color toughened Metal body for durability Heavy burn",(0),"KSh 2,759"
