product_name,product_reviews,product_price
Hisense 32 inch Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels+ 3 EXTRA GIFTS,(0),"KSh 20,995"
"TCL 32"" Inch- Frameless,Google Android TV,Bluetooth-Enabled FHD Led TV,NETFLIX,YOUTUBE+BRACKET+TV GUARD",(0),"KSh 22,999"
"TCL 43P635, 43"" INCH 4K HDR SMART INBUILT DECODER+FREE TV GUARD+32 GB FLASH DISK",(0),"KSh 34,899"
"Vitron HTC4388FS,43"" Inch,BLUETOOTH-ENABLED,FRAMELESS,Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore Television+FREE 6 GIFTS+14 MONTHS WARRANTY",(0),"KSh 23,249"
"BLUETOOTH VITRON HTC4388FS 43"" INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2*USB PORTS,3*HDMI PORTS + 8 EXTRA GIFTS",(0),"KSh 23,890"
"Amtec 32"" Inches FRAMELESS LED DIGITAL TV With free TO AIR CHANNELS AC",(0),"KSh 14,500"
"Hisense 50"" Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION",(0),"KSh 46,999"
"Vitron 32 Inch Television Frameless Digital HD LED TV With Decoder with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and socket extensions",(0),"KSh 13,114"
"Vitron HTC4068S,40""inches Frameless Television Smart Android TV WIFI Netflix, Youtube, Appstore +Free Bracket+TV Guard+2 YEARS WARRANTY",(0),"KSh 21,999"
Frameless digital 32 inches HD led iconix TV with HDMI and USB free to air channels AC,(0),"KSh 14,600"
"BLUETOOTH VITRON HTC4388FS 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI,PLAYSTORE+14 MONTHS WARRANTY+4 FREE GIFTS",(0),"KSh 22,990"
"AMTEC 43"" inch TV Smart Android TV BLUETOOTH-ENABLED Television, Inbuilt Decoder Netflix Youtube + 7 FREE Gifts",(0),"KSh 23,999"
"NEW VISION 55"" VP8855KV  55 INCHES 4K Frameless V+ OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTY+FREE TV GUARD+BRACKET",(0),"KSh 45,599"
"NEW VISION 55"" VP8855KV  55 INCHES 4K Frameless V+ OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTY+FREE TV GUARD+EXTENSION",(0),"KSh 45,999"
"NEW VISION 55"" VP8855KV  55 INCHES 4K Frameless V+ OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTY+FREE WALL MOUNT BRACKET",(0),"KSh 48,595"
"VITRON 32"" INCH HTC3200S,BLUETOOTH TV,FRAMELESS Smart Android TV Inbuilt Decoder,WIFI Netflix Youtube Appstore 2*USB 3*HDMI 14 MONTHS WARRANTY+BRACKET&EXTENSION",(0),"KSh 13,599"
"VISION PLUS43"" inch FRAMELESS Full HD Smart Android TV BLUETOOTH,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio WifiBuilt-in DVBT2/S2 Screen-Share + 6 EXTRA  FREE GIFTS",(0),"KSh 24,895"
"VISION PLUS VP8843,43"" INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2+S2 WIFI+FREE WALL MOUNT BRACKET",(0),"KSh 23,595"
"BLUETOOTH  VITRON 43"" INCH  HTC4388FS FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM+FREE 4 GIFTS+14MONTHS WARRANTY",(0),"KSh 22,999"
"BLUETOOTH  VITRON HTC4388FS 43"" INCH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3*HDMI Ports 2*USB Ports + 4 FREE GIFTS",(0),"KSh 22,999"
"Skyworth 65"" Inch 4K UHD QLED  Smart Google Android TV, Netflix, Prime Video, Youtube Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extensions",(0),"KSh 85,960"
Hisense32inch Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels+ Free Bracket+TV GUARD,(0),"KSh 20,795"
"VITRON HTC 4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3*HDMI Ports 2*USB Ports +6 FREE GIFTS",(0),"KSh 23,240"
Iconix 32 inches Frameless digital TV 32 inches HD led iconix TV with HDMI and USB free to air channels AC/DC,(0),"KSh 14,000"
"VISION 32 inch Frameless DVB T2/S2 Digital HD LED TV, In-built Decoder, Free to air Channels,FREE TV Guard",(0),"KSh 13,499"
"CTC32"" Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage + Free TV Guard+Bracket",(0),"KSh 13,299"
"Vision32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE BRACKET",(0),"KSh 13,695"
"CTC32"" Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage + Free TV Guard+Bracket",(0),"KSh 13,299"
"VISION+ 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH,App Store ,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share + 6 EXTRA Free Gifts",(0),"KSh 17,695"
"TCL 43S5400A,43"" Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10+ 8 FREE GIFTS",(0),"KSh 34,385"
"Vitron HTC3200S,32 Inch BLUETOOTH TV FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty+ 6 EXTRA GIFTS",(0),"KSh 15,995"
"Vitron HTC3200S,32 Inch BLUETOOTH FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI, Netflix, Youtube Google App-store 14 Months Warranty + 6 EXTRAFREE GIFTS",(0),"KSh 15,895"
"Vitron HTC4068FS,40"" Inch Frameless Smart Android TV AppStore ,NETFLIX,YOUTUBE-WIFI Television 2*USB 3*HDMI+ FREE Wall Mounting Bracket+Extension",(0),"KSh 21,399"
"TCL 43S5400A,43"" Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10+ 6 EXTRA FREE GIFTS",(0),"KSh 34,299"
"Vitron 32"" Inches Television Frameless HTC3218 HD Digital LED TV Inbuilt decoder 3 HDMI Output and 2 USB ports 32 inch 14 Months Warranty+ 5 FREE ACCESSORIES/",(0),"KSh 13,699"
"VITRON 55"" Inches HTC5568US BLUETOOTH 4K UHD TV Television Smart Android TV,Netflix,Youtube Bluetooth Enabled INBUILT DECODER 1.5GBRAM,8GBROM WideColor Enhancer+FREE TILT WALL BRACKET",(0),"KSh 45,595"
"VISION PLUS43"" inch FRAMELESS Full HD Smart Android TV BLUETOOTH,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio WifiBuilt-in DVBT2/S2 Screen-Share + 6 EXTRA FREE GIFTS",(0),"KSh 29,699"
"(Latest Version) Vision Plus 50 inch Smart TV Frameless VP8850KV 4K UHD Frameless V+ OS Television 50"" , Bluetooth, NETFLIX OFFICIAL SMART CONTENT TV, DOLBY AUDIO+ 4 FREE GIFTS",(0),"KSh 42,199"
"CTC32"" Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage + Free Extension+Bracket",(0),"KSh 13,199"
Glaze GZ-3210 32 Inches Frameless LED Digital TV Inbuilt Decoder wide color enhancer with in-built decoder USB HDMI+ 3 FREE GIFTS,(0),"KSh 13,499"
"VisionPlus 32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity",(0),"KSh 13,695"
"GLD 32"" Inch Frameless Smart Android TV 32 inch Television, Bluetooth App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTS+WIFI ACCESS + FREE GIFTS",(0),"KSh 15,699"
"Vision 32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity",(0),"KSh 14,695"
Amtec 19 INCHES DIGITAL LED TV-USB/HDMI WITH FREE TO AIR CHANNELS,(0),"KSh 6,599"
"CTC 32"" Inch Smart Android Television Netflix,Youtube,Inbuilt Decoder",(0),"KSh 16,999"
"Vitron FHD SMART ANDROID TV,NETFLIX,BLUETOOTH,YOUTUBE-43"" Inch+14 MONTHS WARRANTY",(0),"KSh 22,499"
Glaze GZ-3210 32 Inches Frameless LED Digital TV Inbuilt Decoder wide color enhancer with in-built decoder USB HDMI+FREE BRACKET+EXTENSION,(0),"KSh 12,499"
"Skyworth 43E5500G, 43-inches Full HD 2024 Frameless Google TV, Black (1YR WRTY)",(0),"KSh 27,999"
"CTC ,32"" Inch Smart Android TV Netflix Youtube Inbuilt Decoder/WIFI+FREE TV GUARD",(0),"KSh 16,999"
"Vitron 32 Inch Smart Android TV HDMI,USB,VGA,Netflix,Youtube,Playstore+Aerial+Cable",(0),"KSh 13,799"
"Vitron 55"" Inches FRAMELESS, 4k UHD Smart Android,NETFLIX,YOUTUBE,HDMI Television",(0),"KSh 44,999"
"Hisense 32A4GKEN A4 Series,32 Inch Frameless Smart TV NETFLIX,YOUTUBE TELEVISION",(0),"KSh 21,990"
"Gld 32""inch Frameless SmartAndroid TV Appstore Inbuilt Decoder Netflix Youtube.",(0),"KSh 16,999"
"VISION32 Plus 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH,App Store ,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share + 8 Free Gifts",(0),"KSh 17,695"
"VISION 32"" inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH,App Store ,NETFLIX,YOUTUBE Inbuilt decoder DVBT",(0),"KSh 17,193"
Glaze GZ-3210 32 Inches Frameless LED Digital TV Inbuilt Decoder wide color enhancer with in-built decoder USB HDMI+FREE BRACKET+EXTENSION,(0),"KSh 12,499"
"Gld 43"" Inch-FULL HD SMART ANDROID TV,FHD BLUETOOTH,NETFLIX,YOUTUBE+FREE EXTENSION & 32GB FLASH DISK",(0),"KSh 23,799"
"Vision+ 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE BRACKET",(0),"KSh 13,695"
"Gld 32""inch Frameless SmartAndroid TV Appstore Inbuilt Decoder Netflix Youtube+Bracket+Extension",(0),"KSh 14,499"
"Gld 43"" inch FHD Frameless Smart/Android TV,BLUETOOTH, InbuiltDecoder/+Extension+Bracket",(0),"KSh 23,750"
"Gld 4388FS,43"" Inch-FULL HD,SMART 11 ANDROID TV BLUETOOTH ,NETFLIX//YOUTUBE+RCA CABLE+TV GUARD",(0),"KSh 22,699"
"Gld 43"" Inch- FULL HD Android 11,SMART TV,YOUTUBE//NETFLIX+INBUILT DECODER+WALL BRACKET+HDMI",(0),"KSh 22,850"
"Vitron 32"" Inches Android &Smart TV,Netflix,HDMI,Decoder+Wall Mount Bracket+TV Guard",(0),"KSh 15,599"
"Vitron 43"" Inch-FRAMELESS DESIGN,BLUETOOTH,SMART&ANDROID TV+WALL BRACKET+RCA CABLE",(0),"KSh 23,399"
"Gld 43"" Inch-FHD,SMART ANDROID TV BLUETOOTH ,NETFLIX//YOUTUBE+HDMI CABLE+TV GUARD",(0),"KSh 22,999"
"Amtec32"" INCH 32R1S FRAMELESS Bluetooth CONNECTIVITY Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+FREE BRACKET+RCA/AUDIO CABLE",(0),"KSh 15,195"
"BLUETOOTH  VITRON HTC 4388FS 43"" INCH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3*HDMI Ports 2*USB Ports + 7  FREE GIFTS",(0),"KSh 23,890"
"TCL 50P635 50'' 4K UHD,Google TV,Frameless- YOUTUBE, NETFLIX-BLUETOOTH",(0),"KSh 43,899"
"Vitron HTC4068S - 40'' Inch Frameless Television SMART Android HD TV Netfix,Youtube Appstore+14 MONTHS WARRANTY+FREE GIFTS",(0),"KSh 22,290"
"Vitron HTC4068FS,40""Inches Frameless Television Smart Android TV Inbuilt Decoder Netflix, Youtube Appstore+Free Extension+ Wall Bracket+14 MONTHS WARRANTY",(0),"KSh 21,299"
TCL 32 Inches Digital TV Inbuilt Decoder + Free TV Guard + 32GB Flash + Extension,(0),"KSh 23,299"
"Vitron ( HTC3200S )Bluetooth Enabled 32"" Inch Smart Android TV",(0),"KSh 15,795"
"Vitron 32""Inch, Frameless, Bluetooth Enabled, Smart Android TV Inbuilt Decoder, Netflix, Youtube,  Appstore",(0),"KSh 13,999"
"CTC 32"" Android Smart TV LED HD Television+Inbuilt Decorder+24 Months Warranty",(0),"KSh 16,900"
"Hisense 32A60KEN A6 Series 32"" Inch Frameless Smart TV With Inbuilt WIFI TELEVISION",(0),"KSh 20,865"
"Vitron HTC4068S,40"" Inch HD Smart TV Inbuilt WIFI Netflix, Youtube Television",(0),"KSh 21,880"
"Vitron HTC4068S,40"" Inch Smart Android HD TV Netflix, Youtube Television",(0),"KSh 20,999"
"TCL 43"" Inch Smart GOOGLE TELEVSION BLUETOOTH-43S5400A Free Mount+TV guard + 32GB Sandisk..",(0),"KSh 35,999"
"TCL S5400S,43"" Inch - FHD,GOOGLE-ANDROID TV, Smart TV,Bluetooth TV,Frameless+FREE 32GB FLASH DISK",(0),"KSh 34,500"
"TCL 43"" Inch-S5400S - FHD,GOOGLE TV, Smart & Digital TV,Bluetooth TV,Frameless+EXTENSION&32GB FLASH DISK",(0),"KSh 34,999"
"TCL 43"" Inch-S5400S - FHD,GOOGLE TV, Smart & Digital TV,Bluetooth TV,Frameless+EXTENSION&32GB FLASH DISK",(0),"KSh 34,999"
"Hisense 32A4HKEN A4 Series,32 Inch Frameless Smart TV NETFLIX,YOUTUBE TELEVISION",(0),"KSh 22,999"
"Vitron 19"" TV User Manual Remote Control & Aerial",(0),"KSh 6,599"
"Iconix 32"" INCHES DIGITAL TV WITH INBUILD DECORDER -USB/HDMI PORTS",(0),"KSh 14,500"
TCL 32 Inches SMART ... TV Inbuilt Decoder + TV Guard + 32GB + Extension + Moun,(0),"KSh 24,500"
"[OFFER OFFER !] Hisense -50A6K 50"" Inch  VIDAA OS LED Frameless Smart TV,BLUETOOTH ENABLED,DOLBY-AUDIO+2 YEARS WARRANTY",(0),"KSh 47,890"
"VITRON 55"" Inch HTC5568US  BLUETOOTH 4K UHD Television Smart Android TV,Netflix,Youtube Bluetooth Enabled INBUILT DECODER 1.5GBRAM,8GBROM + 4 FREE GIFTS",(0),"KSh 43,995"
"Vision32 Plus VP8832DF 32"" inch FRAMELESS DVB T2/S2 Digital HD LED TV, In-built Decoder for Free to air Channels Wide Color Enhancer",(0),"KSh 12,395"
"VISION 43"" inch FRAMELESS Full HD Smart Android TV BLUETOOTH,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio WifiBuilt-in DVBT2/S2 Screen-Share + 8  FREE GIFTS",(0),"KSh 27,995"
"Hisense 32A60KEN A6 Series,32 Inch Frameless Smart TV NETFLIX,YOUTUBE TELEVISION",(0),"KSh 21,990"
"Vitron FRAMELESS 43 Inch SMART TV,DECODER,YOUTUBE, BLUETOOTH-ENABLED +GIFTS",(0),"KSh 23,500"
"Vitron HTC3200S, Frameless 32"" Inch TV HD Smart Android TV, Netflix,Youtube,Android 11,Playstore,Inbuilt Decoder Televisions+14 MONTHS WARRANTY",(0),"KSh 14,799"
Vitron 65 Inch Smart TV 4K UHD TV Android WebOS LED TV Bluetooth Frameless Television HTC6588USWO Black 65 Inch,(1),"KSh 71,999"
Gld 32''inch Smart LED TV with Bluetooth and inbuilt Sound-bar +free Guard,(0),"KSh 13,999"
"Vitron HTC3218,32"" -Frameless HD LED Digital Television",(0),"KSh 11,999"
"Synix 55"" Inch 4K UHD Frameless Voice Control  Android TV, Netflix, Youtube Bluetooth Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extension",(0),"KSh 54,830"
"CTC32"" Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage + 6 Free Gifts",(0),"KSh 14,199"
"Vitron HTC4388FS- 43"" Inch,BLUETOOTH-ENABLED,FRAMELESS ,FRAMELESS Smart Android 11 TV ,DECODER-INBUILT,Netflix,Youtube,Playstore +7 FREE EXTRA GIFTS",(2),"KSh 22,899"
"Vision Plus 32 INCH VP8832DF FRAMELESS DVB T2/S2 Digital HD LED TV, In-built Decoder FOR Free-to-air Channels+A FREE WALL MOUNTING BRACKET",(0),"KSh 12,995"
"Gld 32''LED, Digital TV With Consistently Clear Audio And Visual Quality",(0),"KSh 12,999"
"Vision Plus 43"", UHD 4K FRAMELESS SMART TV",(0),"KSh 35,000"
Hisense 43A6KKEN 43 inches AI 4k Upscaler Dolby Vision Vidaa Voice with Dual Band Wifi UHD LED TV,(0),"KSh 35,500"
"vitron 32""snart Android Frameless with Bluetooth TV HD Netflix TV YouTube television  energy saving",(0),"KSh 14,575"
LG 55NANO80 - 55'' NANOCELL UHD 4K Smart TV - Black,(0),"KSh 107,950"
"Amtec 32""Inch Frameless,Bluetooth-Enabled, Smart & Digital TV,Android TV /Youtube",(0),"KSh 13,497"
"Vitron 32"" Inch Digital LED TV Multiple USB,HDMI Ports,VGA+ Inbuilt tuner+1 YEAR WARRANTY",(0),"KSh 11,990"
TCL 43P635 - 43'' Smart UHD 4K With HDR Google TV Frameless - 2022 TELEVISION,(0),"KSh 35,999"
"TCL 43P635, 43” FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROL",(0),"KSh 33,599"
"Vitron 4068FS, 40"" Smart Android TV, Netflix, Youtube - Black, 1YR WRTY",(0),"KSh 19,997"
"AILYONS 32″digital flameless clear television HDMI,USB,FREE CHANNELS",(0),"KSh 12,499"
"Vision 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+7 Free Gifts",(0),"KSh 14,595"
"Vision Plus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE BRACKET",(0),"KSh 11,995"
"Vision32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE BRACKET",(0),"KSh 12,295"
"VisionPlus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE EXTENSION+BRACKET",(0),"KSh 13,599"
"Vision 32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE EXTENSION+BRACKET",(0),"KSh 13,495"
"Vision32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE EXTENSION+BRACKET",(0),"KSh 12,595"
"Vision 32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity",(0),"KSh 12,995"
"Vitron 55” FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE,1.5GBRAM, 8GBROM",(0),"KSh 49,000"
Hisense 32 inch Smart TV Smart Television HDTV Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels+ 3 EXTRA GIFTS,(0),"KSh 22,695"
"HISENSE 32 inch Smart TV VIDAA OS DST HD Inbuilt Decoder Built-in Wifi Dolby Audio Prime Video, Share to TV, Netflix Youtube Multiple HDMI,USB Ports + 7 Free Gifts",(0),"KSh 23,695"
"Hisense 65” 4K UHD TELEVISION 2022 LATEST MODEL,VOICE CONTROL,WI-FI,NETFLIX,4K",(0),"KSh 89,000"
"Syinix 43 inch Smart 2K Full HD LED TV, HDMI, Android 11.0, USB 2.0, Eco friendly, Narrow Bezel, DVB-T2, YouTube, Netflix, Prime Video",(0),"KSh 27,999"
"TCL  50'' Inch Smart Androidtv UHD 4K LED,Google Play,NETFLIX,YOUTUBE TELEVISION",(0),"KSh 57,000"
"HISENSE 32"" Inches Frameless Smart TV  INBUILT WIFI,NETFLIX,YOUTUBE,USB,HDMI",(0),"KSh 20,999"
Hisense32 inch Smart TV Smart Television HDTV Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels,(0),"KSh 21,995"
"Amtec 19"" DIGITAL TV  AC/DC LED TV WITH FREE TO AIR CHANNELS HDMI/USB PORTS-DIGITAL TV",(0),"KSh 7,199"
"VITRON43 HTC4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH ,WITH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI PORTS+6 FREE ACCESSORIES",(0),"KSh 23,699"
"Royal 43"" Inch Smart Android Version 11 TV,Frameless, Youtube & Netflix",(0),"KSh 24,999"
"TCL 43"" 43S5400 Smart FHD Google Tv With Voice Control 2023 Model",(0),"KSh 34,500"
"New GLAZE,GZ-4330FS Full HD 43"" Inch Bluetooth Smart Android TV 1GBRAM,8GBROM Netflix Youtube Google Playstore Inbuilt Decoder Energy Saving HDMI USB + 8 FREE GIFTS",(0),"KSh 23,699"
"Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS+ 2 YEARS WARRANTY",(0),"KSh 20,499"
"VITRON 32"" INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2*USB 3*HDMI 14MONTHS WARRANTY+ 6 FREE GIFTS with Bluetooth enabled",(0),"KSh 15,899"
"Hisense 32A4GKEN A4 Series 32"" Inch Frameless Smart TELEVISION With Inbuilt WIFI",(0),"KSh 20,999"
"TCL 50'' FULL HD ANDROIDTV, VOICE SEARCH, NETFLIX",(0),"KSh 54,000"
"Vitron HTC3218 32"" Inch Frameless LED Digital HD Television",(0),"KSh 12,999"
"Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS+GUARD&BRACKET",(0),"KSh 20,499"
"Gld 32"" Inch Frameless Smart Android TV Netflix Youtube Google Play Bluetooth WIFI",(0),"KSh 17,500"
"Skyworth 55” 4K UHD ANDROID TV,WI-FI,NETFLIX,PLAYSTORE",(0),"KSh 60,000"
"Skyworth 55” 4K UHD ANDROID TV,WI-FI,NETFLIX,PLAYSTORE",(0),"KSh 63,000"
"Vitron HTC5568S,55"" Inches 4K UHD Smart Android Tv,Netflix,Youtube,Decoder Inbuilt,WIFI,Television+FREE 6 GIFTS",(0),"KSh 45,899"
"Gld 32 Inch, Bluetooth, Frameless Smart Android TV, Youtube & Netflix + Gifts",(0),"KSh 13,399"
"HTC4388FS 43"" inch TV Frameless, Bluetooth Enabled, Full HD ,Smart Android Television, Inbuilt Decoder for local channels,Wi-fi connectivity, Netflix Youtube App Store +Free Wall Mounting Bracket",(0),"KSh 21,997"
SYINIX 32 inch FRAMELESS Digital LED TV Inbuilt Decoder I-cast Television DVBt2+S2,(0),"KSh 12,588"
SYINIX 32 inch FRAMELESS smart LED TV Inbuilt Decoder I-cast Television DVBt2+S2,(0),"KSh 13,880"
"Hisense 65” 4K TV UHD 2021 LATEST MODEL,VOICE CONTROL,WI-FI,FRAMELESS,4K",(0),"KSh 89,000"
"Gld 43"" Inch- BLUETOOTH -ENABLED,Android TV,NETFLIX//YOUTUBE+EXTENSION+TV GUARD",(0),"KSh 22,599"
"Vitron 32"" Inch, Bluetooth Enabled, Frameless Smart Android TV Netflix, Youtube,  Google Play",(0),"KSh 13,999"
"TCL 43"" 43S5400 Smart FHD Google Tv With Voice Control",(0),"KSh 30,399"
"TCL 32 Inches Digital TV With Inbuilt Decoder , FM Radio , USB Port , HDMI",(0),"KSh 21,500"
"Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS",(0),"KSh 20,499"
"Hisense 58” 4K UHD 2022 LATEST SMART TV,VOICE CONTROL,GOOGLE ASSISTANT",(0),"KSh 69,000"
"Skyworth 43"" FULL HD Frameless Smart Android TV",(0),"KSh 35,000"
Hisense 50'' Smart UHD 4K Frameless LED TV,(0),"KSh 53,000"
"Vitron HTC3218,32 Inch Frameless digoital TV",(0),"KSh 14,500"
"Vision 43'' 4K UHD LATEST MODEL,VIDAA SMART TV,FRAMELESS",(0),"KSh 37,000"
"LG 65Nano80 - NanoCell 65"" NANO80 Series 4K HDR WebOS Smart TV",(0),"KSh 150,000"
"Gld 43"" inch TV Smart Android TV Bluetooth Connectivity Television,  + FREE TV GUARD+BRACKET",(0),"KSh 22,999"
"Gld 43"" Inch Smart/Digital TV,Bluetooth Frameless Full HD,Netflix,Youtube+FREE BRACKET",(0),"KSh 22,500"
"VITRON32 HTC 3218 FRAMELESS 32"" Inch Television HD Digital LED TV Inbuilt Decoder for FREE to AIR Channels HDMI USB Ports 14 Months Warranty VITRON 32 + 6 EXTRA GIFTS",(0),"KSh 14,195"
LG OLED55C1 55 Inch  TELEVISION C1 Series Cinema Screen Design OLED 4K 2022,(0),"KSh 185,000"
"Vitron 4388FS,43"" Inch Smart Android ,BLUETOOTH TV,FRAMELESS  TV,Youtube,Decoder,Wifi- Netflix,Playstore TELEVISION",(0),"KSh 23,980"
"HTC 4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3*HDMI Ports 2*USB Ports + 7 FREE GIFTS",(0),"KSh 23,699"
"VITRON HTC4388FS- 43"" Inch Full HD FRAMELESS,BLUETOOTH- Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS+6 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 23,799"
"Vitron 43"" Inch Full HD,BLUETOOTH-ENABLEDFRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE, TELEVISIONS+7 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 23,799"
LG OLED55C1 55 Inch TELEVISION C1 Series Cinema Screen Design OLED 4K 2022,(0),"KSh 185,000"
"Vision Plus VP8843SF - 43"" Full HD Frameless Android OS Smart,NETFLIX,YOUTUBE-WIFI Television",(0),"KSh 29,999"
"Gld 43 Inch, Bluetooth, Frameless Smart Android TV, Youtube & Netflix",(0),"KSh 22,299"
"TCL 32"" Inch FRAMELESS SMART,GOOGLE TV ANDROID TV.",(0),"KSh 22,799"
