product_name,product_reviews,product_price,clean_product_name,description,brand,size
"Hisense43'' Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS",(0),"KSh 34,495","Hisense43 Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS","Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS",Hisense43,43
"Hisense43'' Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS+ FREE TV  GUARD+WALL MOUNTING BRACKET",(0),"KSh 34,995","Hisense43 Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS FREE TV  GUARDWALL MOUNTING BRACKET","Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS FREE TV  GUARDWALL MOUNTING BRACKET",Hisense43,43
"Hisense 43'' Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS+ 4 FREE GIFTS",(0),"KSh 35,595","Hisense 43 Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS 4 FREE GIFTS","43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS 4 FREE GIFTS",Hisense,43
"Hisense 43'' Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS + 3 EXTRA GIFTS",(0),"KSh 35,495","Hisense 43 Inch 43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS  3 EXTRA GIFTS","43A6 series,BLUETOOTH ENABLED TV, SMART  ULTRA HD 4K TELEVISION, HDR Frameless,Netflix-Youtube LED TV,DOLBY AUDIO,VIDAA OS  3 EXTRA GIFTS",Hisense,43
"Hisense 55"" Inch,55A6HKEN, SMART-Television,UHD 4K,BLUETOOTH 5.0-2024 MODEL",(0),"KSh 55,999","Hisense 55 Inch,55A6HKEN, SMART-Television,UHD 4K,BLUETOOTH 5.0-2024 MODEL",",55A6HKEN, SMART-Television,UHD 4K,BLUETOOTH 5.0-2024 MODEL",Hisense,55
"BLUETOOTH!!! VITRON HTC 4388FS 43"" INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION 43 INCHES , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI PORTS",(0),"KSh 20,395","BLUETOOTH VITRON HTC 4388FS 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION 43 INCHES , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI PORTS","VITRON HTC 4388FS  FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION ES , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI PORTS",BLUETOOTH,43
"HISENSE 65'' 4K ULTRA HD VIDAA TV, NETFLIX, BLUETOOTH-ENABLED,DOLBY AUDIO,HDR,FRAMELESS +2 YEARS WARRANTY+FREE POWER GUARD+32GB FLASH DISK",(0),"KSh 84,899","HISENSE 65 4K ULTRA HD VIDAA TV, NETFLIX, BLUETOOTH-ENABLED,DOLBY AUDIO,HDR,FRAMELESS 2 YEARS WARRANTYFREE POWER GUARD32GB FLASH DISK","65 4K ULTRA HD VIDAA TV, NETFLIX, BLUETOOTH-ENABLED,DOLBY AUDIO,HDR,FRAMELESS 2 YEARS WARRANTYFREE POWER GUARD32GB FLASH DISK",HISENSE,
"Samsung 55DU8000 55"" inches Tizen OS Smart, 4K Upscaling, Dynamic Crystal Color, Gaming Experience, AirSlim Design & Crystal Processor 4K New 2024",(0),"KSh 77,500","Samsung 55DU8000 55 inches Tizen OS Smart, 4K Upscaling, Dynamic Crystal Color, Gaming Experience, AirSlim Design  Crystal Processor 4K New 2024","55DU8000 es Tizen OS Smart, 4K Upscaling, Dynamic Crystal Color, Gaming Experience, AirSlim Design  Crystal Processor 4K New 2024",Samsung,55
"Samsung 65DU8000 65"" inches Tizen OS Smart, 4K Upscaling, Dynamic Crystal Color, Gaming Experience, AirSlim Design & Crystal Processor 4K New 2024",(0),"KSh 99,995","Samsung 65DU8000 65 inches Tizen OS Smart, 4K Upscaling, Dynamic Crystal Color, Gaming Experience, AirSlim Design  Crystal Processor 4K New 2024","65DU8000 es Tizen OS Smart, 4K Upscaling, Dynamic Crystal Color, Gaming Experience, AirSlim Design  Crystal Processor 4K New 2024",Samsung,65
"Syinix 50 inch 4K UHD Google TV-50U61G YOUTUBE,NETFLIX,PRIME VIDEO,VOICE CONTROL,DOLBY VISION,DOLBY AUDIO,SPORTS MODE,CHROME CAST,MICRO DIMMING,WIDE VIEWING ANGLE,DYNAMIC PICTURE ENHANCEMENT.",(0),"KSh 43,999","Syinix 50 inch 4K UHD Google TV-50U61G YOUTUBE,NETFLIX,PRIME VIDEO,VOICE CONTROL,DOLBY VISION,DOLBY AUDIO,SPORTS MODE,CHROME CAST,MICRO DIMMING,WIDE VIEWING ANGLE,DYNAMIC PICTURE ENHANCEMENT.","4K UHD Google TV-50U61G YOUTUBE,NETFLIX,PRIME VIDEO,VOICE CONTROL,DOLBY VISION,DOLBY AUDIO,SPORTS MODE,CHROME CAST,MICRO DIMMING,WIDE VIEWING ANGLE,DYNAMIC PICTURE ENHANCEMENT.",Syinix,50
"HISENSE 65'' 4K ULTRA HD VIDAA TV, NETFLIX, BLUETOOTH-ENABLED,DOLBY AUDIO,HDR,FRAMELESS +2 YEARS WARRANTY+FREE WALL BRACKET+32GB FLASH DISK",(0),"KSh 84,899","HISENSE 65 4K ULTRA HD VIDAA TV, NETFLIX, BLUETOOTH-ENABLED,DOLBY AUDIO,HDR,FRAMELESS 2 YEARS WARRANTYFREE WALL BRACKET32GB FLASH DISK","65 4K ULTRA HD VIDAA TV, NETFLIX, BLUETOOTH-ENABLED,DOLBY AUDIO,HDR,FRAMELESS 2 YEARS WARRANTYFREE WALL BRACKET32GB FLASH DISK",HISENSE,
"SOLARMAX 32 Inch SMART TV Frameless Android TV, inbuilt WiFi & Dolby Audio.",(0),"KSh 12,999","SOLARMAX 32 Inch SMART TV Frameless Android TV, inbuilt WiFi  Dolby Audio.","SMART TV Frameless Android TV, inbuilt WiFi  Dolby Audio.",SOLARMAX,32
AILYONS 32 Inch LST 3208W Smart TV - Stylish Framless Design,(0),"KSh 16,500",AILYONS 32 Inch LST 3208W Smart TV - Stylish Framless Design,LST 3208W Smart TV - Stylish Framless Design,AILYONS,32
"Vitron HTC3200S,BLUETOOTH Enabled TV, FRAMELESS TELEVISION 32 Inch Smart Android 11.0 TV Inbuilt Decoder ELECTRONICS 3*HDMI Ports,2*USB Ports,Netflix,Youtube, APPSTORE,Wi-Fi + 6 EXTRA",(0),"KSh 14,280","Vitron HTC3200S,BLUETOOTH Enabled TV, FRAMELESS TELEVISION 32 Inch Smart Android 11.0 TV Inbuilt Decoder ELECTRONICS 3HDMI Ports,2USB Ports,Netflix,Youtube, APPSTORE,Wi-Fi  6 EXTRA","HTC3200S,BLUETOOTH Enabled TV, FRAMELESS TELEVISION  Smart Android 11.0 TV Inbuilt Decoder ELECTRONICS 3HDMI Ports,2USB Ports,Netflix,Youtube, APPSTORE,Wi-Fi  6 EXTRA",Vitron,32
"VITRON HTC3200S - 32"" Inch Frameless Smart Android TV Inbuilt WIFI,Bluetooth -Netflix,Youtube Television+7 FREE GIFTS",(0),"KSh 14,699","VITRON HTC3200S - 32 Inch Frameless Smart Android TV Inbuilt WIFI,Bluetooth -Netflix,Youtube Television7 FREE GIFTS","HTC3200S -  Frameless Smart Android TV Inbuilt WIFI,Bluetooth -Netflix,Youtube Television7 FREE GIFTS",VITRON,32
"VITRON 32"" INCH BLUETOOTH TV HTC3200S,FRAMELESS 32 Inch Smart Android 11.0 TV Inbuilt Decoder HDMI USB Ports,Netflix,Youtube, APPSTORE 14 MONTHS WARRANTY+ 4 EXTRA GIFTS",(0),"KSh 14,999","VITRON 32 INCH BLUETOOTH TV HTC3200S,FRAMELESS 32 Inch Smart Android 11.0 TV Inbuilt Decoder HDMI USB Ports,Netflix,Youtube, APPSTORE 14 MONTHS WARRANTY 4 EXTRA GIFTS","BLUETOOTH TV HTC3200S,FRAMELESS  Smart Android 11.0 TV Inbuilt Decoder HDMI USB Ports,Netflix,Youtube, APPSTORE 14 MONTHS WARRANTY 4 EXTRA GIFTS",VITRON,32
"VITRON50""Inch BLUETOOTH HTC5068US,FRAMELESS 4K UHD TV Inbuilt Decoder  Android TV 1.5GBRAM,8GBROM Youtube,Netflix Built-in WIFI USB HDMI+FREE TILT WALL MOUNT BRACKET",(0),"KSh 34,995","VITRON50Inch BLUETOOTH HTC5068US,FRAMELESS 4K UHD TV Inbuilt Decoder  Android TV 1.5GBRAM,8GBROM Youtube,Netflix Built-in WIFI USB HDMIFREE TILT WALL MOUNT BRACKET","BLUETOOTH HTC5068US,FRAMELESS 4K UHD TV Inbuilt Decoder  Android TV 1.5GBRAM,8GBROM Youtube,Netflix Built-in WIFI USB HDMIFREE TILT WALL MOUNT BRACKET",VITRON50Inch,50
"VISION PLUS 50"" Inch FRAMELESS 4K VIDAA ANDROID TV Bluetooth Enabled,Netflix,Youtube,Spotify CASTING In built Wi-FI ,HDR & DOLBY sounds. MODEL VP8850KV.",(0),"KSh 38,899","VISION PLUS 50 Inch FRAMELESS 4K VIDAA ANDROID TV Bluetooth Enabled,Netflix,Youtube,Spotify CASTING In built Wi-FI ,HDR  DOLBY sounds. MODEL VP8850KV.","PLUS  FRAMELESS 4K VIDAA ANDROID TV Bluetooth Enabled,Netflix,Youtube,Spotify CASTING In built Wi-FI ,HDR  DOLBY sounds. MODEL VP8850KV.",VISION,50
"TCL 65P755 65"" Inch 4K UHD Google TV With AiPQ Processor, 120Hz Game Accelerator, Dolby Vision·Atmos, HDR10+ & Game Master 2024 Model.",(0),"KSh 98,500","TCL 65P755 65 Inch 4K UHD Google TV With AiPQ Processor, 120Hz Game Accelerator, Dolby VisionAtmos, HDR10  Game Master 2024 Model.","65P755  4K UHD Google TV With AiPQ Processor, 120Hz Game Accelerator, Dolby VisionAtmos, HDR10  Game Master 2024 Model.",TCL,65
"TCL 55V6B 55"" inch UHD 4K with Micro Dimming, Dynamic Colour Enhancement, Game Master 2.0 & HDR10 Google TV",(0),"KSh 55,500","TCL 55V6B 55 inch UHD 4K with Micro Dimming, Dynamic Colour Enhancement, Game Master 2.0  HDR10 Google TV","55V6B  UHD 4K with Micro Dimming, Dynamic Colour Enhancement, Game Master 2.0  HDR10 Google TV",TCL,55
"AMTEC 65'' Inch FRAMELESS SMART TV ANDROID webOS Hub UHD,DOLBY AUDIO,BLUETOOTH,HDMI,USB,IN-BUILT WIFI,NETFLIX,YOUTUBE,PRIME VIDEO,DISNEY +,UHD frameless SMART TV.",(0),"KSh 68,999","AMTEC 65 Inch FRAMELESS SMART TV ANDROID webOS Hub UHD,DOLBY AUDIO,BLUETOOTH,HDMI,USB,IN-BUILT WIFI,NETFLIX,YOUTUBE,PRIME VIDEO,DISNEY ,UHD frameless SMART TV.","FRAMELESS SMART TV ANDROID webOS Hub UHD,DOLBY AUDIO,BLUETOOTH,HDMI,USB,IN-BUILT WIFI,NETFLIX,YOUTUBE,PRIME VIDEO,DISNEY ,UHD frameless SMART TV.",AMTEC,65
"TCL 43 "" FULL HD ANDROID TV FRAMELESS,NETFLIX,YOUTUBE,PRIME VIDEO,TCL CHANNELS, WIFI, BLUETOOTH,I CAST. ACCESS TO GOOGLE PLAY-STORE, MODEL 43S5400 GOOGLE TV.",(0),"KSh 27,999","TCL 43  FULL HD ANDROID TV FRAMELESS,NETFLIX,YOUTUBE,PRIME VIDEO,TCL CHANNELS, WIFI, BLUETOOTH,I CAST. ACCESS TO GOOGLE PLAY-STORE, MODEL 43S5400 GOOGLE TV.","43  FULL HD ANDROID TV FRAMELESS,NETFLIX,YOUTUBE,PRIME VIDEO, CHANNELS, WIFI, BLUETOOTH,I CAST. ACCESS TO GOOGLE PLAY-STORE, MODEL 43S5400 GOOGLE TV.",TCL,
"Amtech 43L12 43"" Inch Tv Bluetooth Smart Android Television,Youtube,Netflix,USB HDMI TELEVISIONS+2 YEARS WARRANTY",(0),"KSh 23,780","Amtech 43L12 43 Inch Tv Bluetooth Smart Android Television,Youtube,Netflix,USB HDMI TELEVISIONS2 YEARS WARRANTY","43L12  Tv Bluetooth Smart Android Television,Youtube,Netflix,USB HDMI TELEVISIONS2 YEARS WARRANTY",Amtech,43
"[NEW ARRIVAL]Samsung 55"" inch 55DU7010 Smart UHD 4K clarity Frameless LED TV-YouTube, Netflix-Smart Tvs",(0),"KSh 66,000","NEW ARRIVALSamsung 55 inch 55DU7010 Smart UHD 4K clarity Frameless LED TV-YouTube, Netflix-Smart Tvs","ARRIVALSamsung  55DU7010 Smart UHD 4K clarity Frameless LED TV-YouTube, Netflix-Smart Tvs",NEW,55
"Hisense 43'' Inch Smart UHD 4K Frameless LED TV, YouTube, Netflix ,Prime video,DSTV,Smart Vidaa-Smart tvs",(0),"KSh 32,499","Hisense 43 Inch Smart UHD 4K Frameless LED TV, YouTube, Netflix ,Prime video,DSTV,Smart Vidaa-Smart tvs","Smart UHD 4K Frameless LED TV, YouTube, Netflix ,Prime video,DSTV,Smart Vidaa-Smart tvs",Hisense,43
"Samsung 65DU8000, 65 Inch Crystal UHD 4K Smart TV (2024) - Black",(0),"KSh 95,000","Samsung 65DU8000, 65 Inch Crystal UHD 4K Smart TV 2024 - Black","65DU8000,  Crystal UHD 4K Smart TV 2024 - Black",Samsung,65
"Share this product


Vitron HTC5568S,55 Inch Television 4K UHD Smart Android TV, Netflix, Youtube Bluetooth",(0),"KSh 44,500","Share this product


Vitron HTC5568S,55 Inch Television 4K UHD Smart Android TV, Netflix, Youtube Bluetooth","this product


Vitron HTC5568S, Television 4K UHD Smart Android TV, Netflix, Youtube Bluetooth",Share,55
"Amtec 43L12 43"" Inch TV Bluetooth Smart Android Television,YOUTUBE,NETFLIX,USB HDMI TELEVISIONS+2 YEARS WARRANTY",(1),"KSh 23,790","Amtec 43L12 43 Inch TV Bluetooth Smart Android Television,YOUTUBE,NETFLIX,USB HDMI TELEVISIONS2 YEARS WARRANTY","43L12  TV Bluetooth Smart Android Television,YOUTUBE,NETFLIX,USB HDMI TELEVISIONS2 YEARS WARRANTY",Amtec,43
"Vitron 75″ Inch Smart TV HTC7588USWO 4K HDR WebOS Bluetooth, Frameless Dolby Audio",(0),"KSh 115,000","Vitron 75 Inch Smart TV HTC7588USWO 4K HDR WebOS Bluetooth, Frameless Dolby Audio","Smart TV HTC7588USWO 4K HDR WebOS Bluetooth, Frameless Dolby Audio",Vitron,75
"HISENSE 43"" Inch FHD Smart Frameless LED TV ,NETFLIX,WIFI,USB,HDMI +2 YEARS WARRANTY",(4),"KSh 31,999","HISENSE 43 Inch FHD Smart Frameless LED TV ,NETFLIX,WIFI,USB,HDMI 2 YEARS WARRANTY","FHD Smart Frameless LED TV ,NETFLIX,WIFI,USB,HDMI 2 YEARS WARRANTY",HISENSE,43
"Amtec 32 inch 32R1S Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+ 4 EXTRA FREE GIFTS",(0),"KSh 14,280","Amtec 32 inch 32R1S Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV 4 EXTRA FREE GIFTS","32R1S Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV 4 EXTRA FREE GIFTS",Amtec,32
"Amtec 32R1 AC/DC 32"" inch Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV+ 7 FREE GIFTS",(0),"KSh 14,780","Amtec 32R1 ACDC 32 inch Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV 7 FREE GIFTS","32R1 ACDC  Bluetooth enabled Television Smart Android TV Digital TV Inbuilt Decoder Built-in WIFI Appstore 1GB DDR,8GB RAM,4-CORE LED TV 7 FREE GIFTS",Amtec,32
"VISION PLUS 32"" inch BLUETOOTH,Frameless Smart &Digital Android 11,BLUETOOTH,GOOGLE PLAY/HDMI/USB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2/S2 Screen Share +FREE TILT WALL BRACKET",(0),"KSh 14,699","VISION PLUS 32 inch BLUETOOTH,Frameless Smart Digital Android 11,BLUETOOTH,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share FREE TILT WALL BRACKET","PLUS  BLUETOOTH,Frameless Smart Digital Android 11,BLUETOOTH,GOOGLE PLAYHDMIUSB,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share FREE TILT WALL BRACKET",VISION,32
"Vitron HTC4068FS, 40""inch Frameless Television Smart Android TV Inbuilt Decoder AppStore Netflix Youtube +7 FREE GIFTS+14MONTHS WARRANTY",(3),"KSh 22,290","Vitron HTC4068FS, 40inch Frameless Television Smart Android TV Inbuilt Decoder AppStore Netflix Youtube 7 FREE GIFTS14MONTHS WARRANTY","HTC4068FS,  Frameless Television Smart Android TV Inbuilt Decoder AppStore Netflix Youtube 7 FREE GIFTS14MONTHS WARRANTY",Vitron,40
"GLD 32"" Inch,FRAMELESS SMART BLUETOOTH Android TV,NETFLIX+YOUTUBE-WIFI TELEVISION+FREE GIFTS",(5),"KSh 13,999","GLD 32 Inch,FRAMELESS SMART BLUETOOTH Android TV,NETFLIXYOUTUBE-WIFI TELEVISIONFREE GIFTS",",FRAMELESS SMART BLUETOOTH Android TV,NETFLIXYOUTUBE-WIFI TELEVISIONFREE GIFTS",GLD,32
"32 Inch Smart Android TV Inbuilt Decoder/WIFI Netflix,Youtube",(5),"KSh 13,999","32 Inch Smart Android TV Inbuilt DecoderWIFI Netflix,Youtube","Inch Smart Android TV Inbuilt DecoderWIFI Netflix,Youtube",32,32
"Vitron 50"" Inch HTC5068US Frameless 4K Television Ultra HD Android Smart TV Bluetooth Netflix Youtube1.5G+8G HTC 5068US USB/SD WIFI Television +Free Tilt Wall Mount Bracket",(0),"KSh 34,999",Vitron 50 Inch HTC5068US Frameless 4K Television Ultra HD Android Smart TV Bluetooth Netflix Youtube1.5G8G HTC 5068US USBSD WIFI Television Free Tilt Wall Mount Bracket,HTC5068US Frameless 4K Television Ultra HD Android Smart TV Bluetooth Netflix Youtube1.5G8G HTC 5068US USBSD WIFI Television Free Tilt Wall Mount Bracket,Vitron,50
"GLD 32"" Inch Frameless Smart  Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI + Built-in WIFI ACCESS WideColor Enhancer 1GBRam8GBrom+FREE TV Guard+Bracket",(1),"KSh 12,999","GLD 32 Inch Frameless Smart  Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI  Built-in WIFI ACCESS WideColor Enhancer 1GBRam8GBromFREE TV GuardBracket","Frameless Smart  Android TV, App-store Bluetooth ,Inbuilt Decoder Netflix Youtube, USB,HDMI  Built-in WIFI ACCESS WideColor Enhancer 1GBRam8GBromFREE TV GuardBracket",GLD,32
"Vitron HTC3200S,32 Inch FRAMELESS ,BLUETOOTH TV,Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix 14 Months Warranty+6 FREE GIFTS",(2),"KSh 14,699","Vitron HTC3200S,32 Inch FRAMELESS ,BLUETOOTH TV,Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix 14 Months Warranty6 FREE GIFTS","HTC3200S, FRAMELESS ,BLUETOOTH TV,Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix 14 Months Warranty6 FREE GIFTS",Vitron,32
"Vitron HTC3200S 32"" Inch FRAMELESS Smart Android TV,NETFLIX,YOUTUBE,WI-FI,INBUILT DECODER",(3),"KSh 14,999","Vitron HTC3200S 32 Inch FRAMELESS Smart Android TV,NETFLIX,YOUTUBE,WI-FI,INBUILT DECODER","HTC3200S  FRAMELESS Smart Android TV,NETFLIX,YOUTUBE,WI-FI,INBUILT DECODER",Vitron,32
Vitron 65 Inch Smart TV 4K UHD TV Android WebOS LED TV Bluetooth Frameless Television HTC6588USWO,(0),"KSh 71,999",Vitron 65 Inch Smart TV 4K UHD TV Android WebOS LED TV Bluetooth Frameless Television HTC6588USWO,Smart TV 4K UHD TV Android WebOS LED TV Bluetooth Frameless Television HTC6588USWO,Vitron,65
"Syinix 43"" Inch FHD Frameless Voice Control i-Cast Android TV, Netflix, Youtube Bluetooth Television with One Year Waranty Plus.",(0),"KSh 25,999","Syinix 43 Inch FHD Frameless Voice Control i-Cast Android TV, Netflix, Youtube Bluetooth Television with One Year Waranty Plus.","FHD Frameless Voice Control i-Cast Android TV, Netflix, Youtube Bluetooth Television with One Year Waranty Plus.",Syinix,43
Syinix TV-32E62M SMART TV FRAMELESS YOUTUBE NETFLIX PRIME VIDEO,(0),"KSh 14,999",Syinix TV-32E62M SMART TV FRAMELESS YOUTUBE NETFLIX PRIME VIDEO,TV-32E62M SMART TV FRAMELESS YOUTUBE NETFLIX PRIME VIDEO,Syinix,
"Vision Plus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+6 Free Gifts",(1),"KSh 13,595","Vision Plus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity6 Free Gifts","Plus  digital frameless Tele VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity6 Free Gifts",Vision,32
"BLUETOOTH VITRON HTC3200S,32"" Inch Frameless Smart TV HD Netflix TV Youtube Television DVB-T2 Android 11 AC Energy Saving INBUILT Television 1GB+8GB + 7 FREE GIFTS",(0),"KSh 14,399","BLUETOOTH VITRON HTC3200S,32 Inch Frameless Smart TV HD Netflix TV Youtube Television DVB-T2 Android 11 AC Energy Saving INBUILT Television 1GB8GB  7 FREE GIFTS","VITRON HTC3200S, Frameless Smart TV HD Netflix TV Youtube Television DVB-T2 Android 11 AC Energy Saving INBUILT Television 1GB8GB  7 FREE GIFTS",BLUETOOTH,32
"AILYONS 32"" INCHES LED DIGITAL FRAMELESS TV-FREE TO AIR CHANNELS-USB/HDMI/VGA",(0),"KSh 13,880",AILYONS 32 INCHES LED DIGITAL FRAMELESS TV-FREE TO AIR CHANNELS-USBHDMIVGA,ES LED DIGITAL FRAMELESS TV-FREE TO AIR CHANNELS-USBHDMIVGA,AILYONS,32
"TCL 85C655 85"" Inch QLED PRO UHD 4K With AiPQ PRO PROCESSOR, ONKYO 2.0CH, Dolby Vision Atmos & HDR10+ Google TV NEW 2024",(0),"KSh 267,500","TCL 85C655 85 Inch QLED PRO UHD 4K With AiPQ PRO PROCESSOR, ONKYO 2.0CH, Dolby Vision Atmos  HDR10 Google TV NEW 2024","85C655  QLED PRO UHD 4K With AiPQ PRO PROCESSOR, ONKYO 2.0CH, Dolby Vision Atmos  HDR10 Google TV NEW 2024",TCL,85
"VITRON 43"" INCH BLUETOOTH ENABLED HTC4388FS FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2*USB PORTS,3*HDMI",(0),"KSh 23,199","VITRON 43 INCH BLUETOOTH ENABLED HTC4388FS FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI","BLUETOOTH ENABLED HTC4388FS FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE  BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI",VITRON,43
"Vitron 50"" Inch SMART Android TV,FRAMELESS,UHD+WALL BRACKET+TV GUARD",(0),"KSh 41,100","Vitron 50 Inch SMART Android TV,FRAMELESS,UHDWALL BRACKETTV GUARD","SMART Android TV,FRAMELESS,UHDWALL BRACKETTV GUARD",Vitron,50
"GLD 43"" inch TV Smart Android TV Bluetooth Connectivity Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer + 7 FREE Gifts",(0),"KSh 22,994","GLD 43 inch TV Smart Android TV Bluetooth Connectivity Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer  7 FREE Gifts","TV Smart Android TV Bluetooth Connectivity Television, Inbuilt Decoder Netflix Youtube VGA HDMI USB Wide Color Enhancer  7 FREE Gifts",GLD,43
"VITRON 24"" INCHES HD Digital Television LED TV- Vitron24""",(0),"KSh 10,699",VITRON 24 INCHES HD Digital Television LED TV- Vitron24,ES HD Digital Television LED TV- 24,VITRON,24
"CLEARANCE SALE!!!VITRON HTC5068US 50"" Inch FRAMELESS INBUILT DEDODER 4K UHD Android Bluetooth TV BUILT-IN WIFI 1.5GBRAM,8GBROM Youtube,Netflix APPSTORE + 6 FREE GIFTS+2 YEARS WARRANTY",(0),"KSh 35,990","CLEARANCE SALEVITRON HTC5068US 50 Inch FRAMELESS INBUILT DEDODER 4K UHD Android Bluetooth TV BUILT-IN WIFI 1.5GBRAM,8GBROM Youtube,Netflix APPSTORE  6 FREE GIFTS2 YEARS WARRANTY","SALEVITRON HTC5068US  FRAMELESS INBUILT DEDODER 4K UHD Android Bluetooth TV BUILT-IN WIFI 1.5GBRAM,8GBROM Youtube,Netflix APPSTORE  6 FREE GIFTS2 YEARS WARRANTY",CLEARANCE,50
"TCL 65C755 65"" inch QD-Mini AiPQ PROCESSOR 3.0, Dolby Vision · Atmos, Game Master 2.0 & HDR 10+ Google TV UHD 4K LED TV New 2024",(0),"KSh 162,500","TCL 65C755 65 inch QD-Mini AiPQ PROCESSOR 3.0, Dolby Vision  Atmos, Game Master 2.0  HDR 10 Google TV UHD 4K LED TV New 2024","65C755  QD-Mini AiPQ PROCESSOR 3.0, Dolby Vision  Atmos, Game Master 2.0  HDR 10 Google TV UHD 4K LED TV New 2024",TCL,65
"Vitron 6588USWO, 65"" Inch Television Smart 4K WebOS TV DVBT2/S2 HDR DolbyAudio",(0),"KSh 74,000","Vitron 6588USWO, 65 Inch Television Smart 4K WebOS TV DVBT2S2 HDR DolbyAudio","6588USWO,  Television Smart 4K WebOS TV DVBT2S2 HDR DolbyAudio",Vitron,65
