clean_product_name,brand,size,tv_type,product_reviews,product_price
CTC 19 Inch Digital HD LED TVFree Aerial,ctc,19,digital,6,6800
"VISION 32 inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH,App Store ,NETFLIX,YOUTUBE Inbuilt decoder  DVBT  a Free Wall Bracket DVBT2S2 Screen Share",vision,32,smart,0,14495
Syinix 43A61 43 Inch A61 Series Frameless Bluetooth Enabled FHD Smart Android TV Television Inbuilt Decoder HDR DolbyAudio PrimeVideo Ok Google i-castFree TV GuardBracket,vision,43,smart,0,28495
TCL 32 inch Bluetooth Enabled Smart Android Frameless Google TV Netflix Youtube InbuiltDecoder Built-in wifi Dolby Audio HDR10Free BracketExtension,tcl,32,smart,0,22999
Hisense32 inch Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels 3 EXTRA GIFTS,hisense,32,smart,0,20999
"GLD 43 Inch Full HD Smart TV Android LED Television, Netflix, Youtube Frameless Bluetooth Tv with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and Socket extensions",vision,43,smart,0,48360
"TCL 32S5400AF 32 Inch Frameless Smart ANDROID TV Google Play,Netflix,Youtube Inbuilt Decoder HDR10 Dobly Audio Chrome-Cast,Bluetooth Enabled  Free TV GUARD",tcl,32,smart,0,22760
"TCL 43P635, 43 INCH 4K HDR SMART ANDROID TELEVISION DOLBY AUDIO BLUETOOTH ENABLED GOOGLE TELEVISION NETFLIX YOUTUBE INBUILT DECODERFREE TV GUARD32 GB FLASH DISK",tcl,32,smart,0,35999
"TCL43 43S5400A,43 Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10 FREE TVGUARDEXTENSION",tcl,43,smart,0,29895
"TCL43 43S5400A,43 Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10 NETFLIX YOUTUBE",tcl,43,smart,0,28495
"TCL 43S5400A,43 Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10 6 EXTRA FREE GIFTS",tcl,43,smart,0,29895
"TCL43 43S5400A,43 Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10 8 FREE GIFTS",tcl,43,smart,0,29995
"Gld 32 Inch Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONSFREE WALL BRACKET",vision,32,smart,0,13490
"Gld 32 Inch Smart Android FRAMELESS,USB,HDMI,INBUILT DECODER, BLUETOOTH ENABLED WIFI,YOUTBE,NETFIX TELEVISIONS6 FREE GIFTS2 YEARS WARRANTY",vision,32,smart,0,14599
"VISION43 VP8843,43 INCH FRAMELESS Full HD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2S2 WIFIFREE WALL MOUNT BRACKET",vision,43,smart,0,23995
"VISION43 PLUS VP8843,43 INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2S2 WIFIFREE WALL MOUNT BRACKET",vision,43,smart,0,23795
"VISION PLUS VP8843,43 INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2S2 WIFIFREE WALL MOUNT BRACKET",vision,43,smart,0,23795
"GLD 43 inch TV Smart Android TV Bluetooth Connectivity Television, Inbuilt Decoder Netflix Youtube  HDMI USB PORTS  Wide Color Enhancer  FREE TV GUARDFLASH DISK",vision,43,smart,0,20495
VITRON32 HTC3218 32 INCH FRAMELESS HD DIGITAL TV WITH INBUILT DECODER for FREE to Air Channels 14 Months Warranty A FREE AERIALFREE 4-WAY EXTENSION FREE  FLASH DISK,vitron,32,digital,0,11999
"BLUETOOTH VITRON 32 INCH HTC3200S,FRAMELESS 32 Inch Smart Android 11.0 TV Inbuilt Decoder HDMI,USB,Netflix,Youtube, APPSTORE 14 MONTHS WARRANTYFREE 6 GIFTS",vitron,32,smart,0,14699
"Skyworth 43 Inch FHD Frameless Smart Google  Android TV, Netflix and Youtube Bluetooth Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extensions",vision,43,smart,0,30555
"SONY Bravia 43 inch X7500K Smart Google UHD 4K LED TV-YouTube, Netflix-Smart Tvs",sony,43,smart,0,64999
"Vitron HTC3200S,32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty 4 FREE GIFTS",vitron,32,smart,0,15699
"Vitron 32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty 8 FREE GIFTS",vitron,32,smart,0,14799
"Vitron 32 Inch Smart Android 11.0 FRAMELESS  TV Inbuilt Decoder,Netflix,Youtube,Playstore6 FREE GIFTS",vitron,32,smart,0,14790
"Vitron 32 Inch Smart Android  FRAMELESS TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty FREE GIFTS",vitron,32,smart,0,13599
"Vitron 32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Appstore Television4 FREE GIFTS",vitron,32,smart,0,14290
"Vitron 32 Inch Smart Android 11.0 FRAMELESS  TV Inbuilt Decoder,Netflix,Youtube,Playstore14 MONTHS WARRANTY",vitron,32,smart,0,14790
"Vitron 32 Inch Smart Android 11.0 FRAMELESS  TV Inbuilt Decoder,Netflix,Youtube,Playstore14 MONTHS WARRANTY",vitron,32,smart,0,14799
"Vitron HTC3200S,32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Appstore 14 Months Warranty",vitron,32,smart,0,15499
"Vitron 32 Inch Smart Android  FRAMELESS TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Appstore 14 Months Warranty",vitron,32,smart,0,13599
"Vitron HTC3200S,32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty  FREE GIFTS",vitron,32,smart,0,14999
"Vitron 32 Inch Smart Android  FRAMELESS TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore Television",vitron,32,smart,0,14599
"Vitron HTC3200S,32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty 4 FREE GIFTS",vitron,32,smart,0,15590
"Vitron 32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube,Appstore 14 Months Warranty",vitron,32,smart,0,14270
"Vitron 32 Inch FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube,Appstore 8 FREE GIFTS",vitron,32,smart,0,14299
"TCL S5400-32 Inch Smart-Frameless,Bluetooth Android LED TelevisionTilt Bracket",tcl,32,smart,0,22999
"GLD 32 Inch Frameless Smart Android TV Netflix, Youtube, inbuilt Decorder LED Television with 1 Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and Socket extension",vision,32,smart,0,14120
"Skyworth 32 Inch Bluetooth Full HD Frameless Smart Google  Android 11.0 TV, Netflix and Youtube with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extensions",skyworth,32,smart,0,21995
"Royal 32 Inch HD Frameless Smart Android TV Netflix, Youtube, inbuilt Decorder Television with 1 Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and Socket extension",vision,32,smart,0,14334
"Vitron HTC5568S,55 Inches 4K UHD Smart Android Tv,Netflix,Youtube Television",vitron,55,smart,0,47999
"Latest Version Vision Plus 50 inch Smart TV Frameless VP8850KV 4K UHD Frameless V OS Television 50 , Bluetooth, NETFLIX OFFICIAL SMART CONTENT TV, DOLBY AUDIO 4 FREE GIFTS",vision,50,smart,0,39999
"Hisense 50 Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION2 YEARS WARRANTY",hisense,50,smart,0,46999
"Hisense 55 Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION--55A6HKEN",hisense,55,smart,0,56990
"VITRON HTC3200S - 32 Inch Frameless Smart Android TV Inbuilt WIFI,-Netflix,Youtube,Decoder-Television7 GIFTS",vitron,32,smart,0,14280
"BLUETOOTH VITRON 32 INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2USB 3HDMI 14MONTHS WARRANTY7 FREE GIFTS",vitron,32,smart,1,13999
"Vitron 32 Inch Smart Android Tv,USBHDMI,Frameless, Netflix  FREE GIFTS",vitron,32,smart,2,19000
Hisense 43A61G Smart 4K UHD VIDAA Frameless LED TV With Bluethooth Television,hisense,43,smart,1,35599
"Vitron HTC3200S,32 Inch Frameless Smart Android TV, Inbuilt Decoder Netflix, Appstore.A Class Display 32 Inch 1366 X 768
Frameless Design
Smart Android tv
Wi-fi Inbuilt
Inbuilt Decoder
14 Months w",vitron,32,smart,0,15882
"VITRON HTC3200S - 32 Inch Frameless Smart Android TV Inbuilt WIFI,-Netflix,Youtube Television4 GIFTS",vitron,32,smart,0,15399
"VITRON HTC3200S - 32 Inch Frameless Smart Android TV Inbuilt WIFI,-Netflix,Youtube Television4 GIFTS",vitron,32,smart,0,14699
"VITRON HTC3200S - 32 Inch Frameless Smart Android TV Inbuilt WIFI,-Netflix,Youtube,Appstore,Television",vitron,32,smart,0,14899
"Vitron HTC5568S,55 Inches 4K UHD Smart Android TV,Netflix-Frameless Television",vitron,55,smart,0,47999
"BLUETOOTH GLAZE  43 INCH FRAMELESS FULL HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI7 GIFTS",vision,43,smart,0,23890
"BLUETOOTH AMTEC 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI8 GIFTS",vision,43,smart,0,23790
"BLUETOOTH VITRON 43 INCH FRAMELESS FULL HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI8 FREE GIFTS",vitron,43,smart,0,23790
"BLUETOOTH AMTEC 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI7 GIFTS",vision,43,smart,0,23780
"BLUETOOTH GLD 43 INCH FRAMELESS FULL- HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI6 GIFTS",vision,43,smart,0,22450
TCL43 43 Inch Smart Bluetooth Television 43 ANDROID TV Netflix Youtube Dolby Ok Google App-store Inbuilt WIFI Inbuilt Decoder for local Channels Chrome-Cast Screen FREE BRACKET,tcl,43,smart,0,28895
Syinix 43A61 43 Inch A61 Series Frameless Bluetooth Enabled FHD Smart Android TV Television Inbuilt Decoder HDR DolbyAudio PrimeVideo Ok Google Chromecast Built-in2 years warranty,vision,43,smart,0,27695
"GLD 43 inches TV Smart  DIGITAL Android TV BLUETOOTH-ENABLED Television,WI-FI, Inbuilt Decoder Netflix Youtube,GOOGLE PLAY   FREE GIFTS",vision,43,smart,0,23499
"GLD 43 inches TV Smart  DIGITAL Android TV BLUETOOTH-ENABLED Television,WI-FI, Inbuilt Decoder Netflix Youtube,GOOGLE PLAY EXTENSIONTV GUARD",vision,43,smart,0,22690
"AMTEC 43 INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI PORTS FREE TV GUARDWALL BRACKETAERIAL",vision,43,smart,0,23499
"AMTEC 43 INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI PORTS  8 FREE ACCESSORIES",vision,43,smart,0,23999
Syinix 43A61 43 Inch A61 Series Frameless Bluetooth FHD Smart Android TV Television Inbuilt Decoder HDR Dolby PrimeVideo Google i-cast Built-in2 years warranty 6 EXTRA ACCESSORIES,vision,43,smart,0,28999
"VITRON 43 INCH ,BLUETOOTH .FRAMELESS FULL HD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI7 GIFTS",vitron,43,smart,0,23790
"Amtec 43 Inch TV Bluetooth Smart Android Television,YOUTUBE,NETFLIX,USB HDMI TELEVISIONS2 YEARS WARRANTY",vision,43,smart,0,23790
"Amtec 43L12 43 Inch TV Bluetooth Smart Android Television,YOUTUBE,NETFLIX,USB HDMI TELEVISIONS8 FREE GIFTS",vision,43,smart,0,23699
"Amtec 43L12 43 Inch TV Bluetooth Smart Android Television,YOUTUBE,NETFLIX,USB HDMI TELEVISIONS",vision,43,smart,0,23799
Vitron HTC-3218 32 Inch Digital LED TELEVISION USB HDMI 14 MONTHS WARRANTY,vitron,32,digital,0,13580
"Vitron 3218,32 Inch Frameless Digital TV Multiple USB,HDMI Ports,INBUILT DECODER TELEVISION",vitron,32,digital,0,12999
"Vitron 3218,32 Inch Frameless Digital TV Multiple USB,HDMI PortsFREE TVGuardBracket",vitron,32,digital,0,12999
Vitron HTC-3218 32 Inch Digital LED TELEVISION USB HDMI 5 Gifts,vitron,32,digital,0,13890
Vitron 32 Inch FRAMLESS Digital HD LED TELEVISIONFREE AERIALExtension 14 MONTHS WARRANTY,vitron,32,digital,0,12999
"Vitron 3218,32 Inch Frameless Digital TV Multiple USB,HDMI Ports,INBUILT DECODER TELEVISIONAERIAL",vitron,32,digital,0,12399
"Vitron HTC-3218 32 Inch Digital LED USB HDMI,INBUILT DECODER TELEVISIONFREE 6 GIFTS",vitron,32,digital,0,13580
"Vitron HTC-3218 32 Inch Digital LED USB HDMI,INBUILT DECODER TELEVISION",vitron,32,digital,0,13580
"Vitron 32 Inch FRAMELESS LED Digital HD,DECODER Television 14 MONTHS WARRANTY",vitron,32,digital,0,13999
Vitron 32 Inch FRAMLESS Digital HD LED inbuilt Decoder TELEVISION 14 MONTHS WARRANTY,vitron,32,digital,0,12999
"Vitron HTC-3218 32 Inch Digital LED USB HDMI,INBUILT DECODER TELEVISIONBRACKETGUARDAERIALFLASH",vitron,32,digital,0,13999
"Vitron 3218,32 Inch Frameless Digital TV Multiple USB,HDMI Ports,INBUILT DECODER TELEVISION14 MONTHS WARRANTY",vitron,32,digital,0,12499
"Samsung UA32T5300AU,32 Inch Smart HD TV Series 5 Inbuilt WIFI TELEVISIONFREE 2 GIFTS",vision,32,smart,0,27999
"Samsung UA32T5300AU,32 Inch Smart HD TV Series 5 Inbuilt WIFI TELEVISIONFREE 4 GIFTS",vision,32,smart,0,28999
"Vitron 32 Inch FRAMELESS LED Digital HD,DECODER Television 14 MONTHS WARRANTY",vitron,32,digital,0,13899
"Vitron HTC-3218 32 Inch Digital LED USB HDMI,INBUILT DECODER TELEVISION14 MONTHS WARRANTY",vitron,32,digital,0,13990
"Vitron 3218,32 Inch Frameless Digital TV Multiple USB,HDMI Ports TELEVISION14 MONTHS WARRANTY",vitron,32,digital,0,12599
Vitron 32 Inch FRAMLESS Digital HD LED inbuilt Decoder TELEVISIONAERIALFLASHEXTENSION 14 MONTHS WARRANTY,vitron,32,digital,0,12990
"Vitron 3218,32 Inch Frameless Digital TV Multiple USB,HDMI Ports,INBUILT DECODER TELEVISION",vitron,32,digital,0,12399
"Samsung UA32T5300AU,32 Inch Smart HD TV Series 5 Inbuilt WIFI TELEVISIONFREE GIFTS",vision,32,smart,0,28999
"Vitron 32 Inch FRAMELESS LED Digital HD,DECODER Television FREE 7 Gifts",vitron,32,digital,0,13380
Vitron 43 inch Smart TV HTC 4388FS Android Television Full HD Frameless TV with Netflix Youtube Television 1G8G,vitron,43,smart,0,39999
Hisense 32 inch Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels 3 EXTRA GIFTS,hisense,32,smart,0,20995
"TCL 32 Inch- Frameless,Google Android TV,Bluetooth-Enabled FHD Led TV,NETFLIX,YOUTUBEBRACKETTV GUARD",tcl,32,Unknown Type,0,22999
"TCL 43P635, 43 INCH 4K HDR SMART INBUILT DECODERFREE TV GUARD32 GB FLASH DISK",tcl,32,smart,0,34899
"Vitron HTC4388FS,43 Inch,BLUETOOTH-ENABLED,FRAMELESS,Smart Android 11.0 TV WIFI Netflix,Youtube,Playstore TelevisionFREE 6 GIFTS14 MONTHS WARRANTY",vitron,43,smart,0,23249
"BLUETOOTH VITRON HTC4388FS 43 INCH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH BUILT-IN WIFI APPSTORE 1GB RAM 8GBROM 2USB PORTS,3HDMI PORTS  8 EXTRA GIFTS",vitron,43,smart,0,23890
Amtec 32 Inches FRAMELESS LED DIGITAL TV With free TO AIR CHANNELS AC,amtec,32,digital,0,14500
"Hisense 50 Inch 4K UHD HDR Frameless Smart TV, Netflix, You Tube - 2022 TELEVISION",hisense,50,smart,0,46999
"Vitron 32 Inch Television Frameless Digital HD LED TV With Decoder with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and socket extensions",vitron,32,digital,0,13114
"Vitron HTC4068S,40inches Frameless Television Smart Android TV WIFI Netflix, Youtube, Appstore Free BracketTV Guard2 YEARS WARRANTY",vitron,40,smart,0,21999
Frameless digital 32 inches HD led iconix TV with HDMI and USB free to air channels AC,iconix,32,digital,0,14600
"BLUETOOTH VITRON HTC4388FS 43 INCH FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION INBUILT DECODER , BUILT-IN WIFI,PLAYSTORE14 MONTHS WARRANTY4 FREE GIFTS",vitron,43,smart,0,22990
"AMTEC 43 inch TV Smart Android TV BLUETOOTH-ENABLED Television, Inbuilt Decoder Netflix Youtube  7 FREE Gifts",vision,43,smart,0,23999
NEW VISION 55 VP8855KV  55 INCHES 4K Frameless V OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTYFREE TV GUARDBRACKET,vision,55,smart,0,45599
NEW VISION 55 VP8855KV  55 INCHES 4K Frameless V OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTYFREE TV GUARDEXTENSION,vision,55,smart,0,45999
NEW VISION 55 VP8855KV  55 INCHES 4K Frameless V OS Smart TV BLUETOOTH BUILT-IN WIFI NETFLIX YOUTUBE DOLBY AUDIO VOICE CONTROL  SCREEN SHARE 2 YEARS WARRANTYFREE WALL MOUNT BRACKET,vision,55,smart,0,48595
"VITRON 32 INCH HTC3200S,BLUETOOTH TV,FRAMELESS Smart Android TV Inbuilt Decoder,WIFI Netflix Youtube Appstore 2USB 3HDMI 14 MONTHS WARRANTYBRACKETEXTENSION",vitron,32,smart,0,13599
"VISION PLUS43 inch FRAMELESS Full HD Smart Android TV BLUETOOTH,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio WifiBuilt-in DVBT2S2 Screen-Share  6 EXTRA  FREE GIFTS",vision,43,smart,0,24895
"VISION PLUS VP8843,43 INCH FRAMELESS FHD Smart Android TV BLUETOOTH,GOOGLE,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio DVBT2S2 WIFIFREE WALL MOUNT BRACKET",vision,43,smart,0,23595
"BLUETOOTH  VITRON 43 INCH  HTC4388FS FRAMELESS FHD SMART TV ANDROID TV NETFLIX ,YOUTUBE TELEVISION BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROMFREE 4 GIFTS14MONTHS WARRANTY",vitron,43,smart,0,22999
BLUETOOTH  VITRON HTC4388FS 43 INCH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3HDMI Ports 2USB Ports  4 FREE GIFTS,vitron,43,smart,0,22999
"Skyworth 65 Inch 4K UHD QLED  Smart Google Android TV, Netflix, Prime Video, Youtube Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extensions",vision,65,smart,0,85960
Hisense32inch Smart TV Smart Television HDTV  Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels Free BracketTV GUARD,hisense,32,smart,0,20795
VITRON HTC 4388FS 43 INCH BLUETOOTH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3HDMI Ports 2USB Ports 6 FREE GIFTS,vitron,43,smart,0,23240
Iconix 32 inches Frameless digital TV 32 inches HD led iconix TV with HDMI and USB free to air channels ACDC,iconix,32,digital,0,14000
"VISION 32 inch Frameless DVB T2S2 Digital HD LED TV, In-built Decoder, Free to air Channels,FREE TV Guard",vision,32,digital,0,13499
"CTC32 Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage  Free TV GuardBracket",vision,32,digital,0,13299
"Vision32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE BRACKET",vision,32,digital,0,13695
"CTC32 Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage  Free TV GuardBracket",vision,32,digital,0,13299
"VISION 32 inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH,App Store ,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share  6 EXTRA Free Gifts",vision,32,smart,0,17695
"TCL 43S5400A,43 Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10 8 FREE GIFTS",tcl,43,smart,0,34385
"Vitron HTC3200S,32 Inch BLUETOOTH TV FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI,Netflix,Youtube Google Appstore 14 Months Warranty 6 EXTRA GIFTS",vitron,32,smart,0,15995
"Vitron HTC3200S,32 Inch BLUETOOTH FRAMELESS Smart Android TV with Inbuilt Decoder Inbuilt WIFI, Netflix, Youtube Google App-store 14 Months Warranty  6 EXTRAFREE GIFTS",vitron,32,smart,0,15895
"Vitron HTC4068FS,40 Inch Frameless Smart Android TV AppStore ,NETFLIX,YOUTUBE-WIFI Television 2USB 3HDMI FREE Wall Mounting BracketExtension",vitron,40,smart,0,21399
"TCL 43S5400A,43 Inch Bluetooth Television Smart ANDROID TV Netflix Youtube Google Appstore Inbuilt WIFI Inbuilt Decoder DOLBY AUDIO HDR10 6 EXTRA FREE GIFTS",tcl,43,smart,0,34299
Vitron 32 Inches Television Frameless HTC3218 HD Digital LED TV Inbuilt decoder 3 HDMI Output and 2 USB ports 32 inch 14 Months Warranty 5 FREE ACCESSORIES,vitron,32,digital,0,13699
"VITRON 55 Inches HTC5568US BLUETOOTH 4K UHD TV Television Smart Android TV,Netflix,Youtube Bluetooth Enabled INBUILT DECODER 1.5GBRAM,8GBROM WideColor EnhancerFREE TILT WALL BRACKET",vitron,55,smart,0,45595
"VISION PLUS43 inch FRAMELESS Full HD Smart Android TV BLUETOOTH,NETFLIX,YOUTUBE Inbuilt Decoder Dolby Audio WifiBuilt-in DVBT2S2 Screen-Share  6 EXTRA FREE GIFTS",vision,43,smart,0,29699
"Latest Version Vision Plus 50 inch Smart TV Frameless VP8850KV 4K UHD Frameless V OS Television 50 , Bluetooth, NETFLIX OFFICIAL SMART CONTENT TV, DOLBY AUDIO 4 FREE GIFTS",vision,50,smart,0,42199
"CTC32 Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage  Free ExtensionBracket",vision,32,digital,0,13199
Glaze GZ-3210 32 Inches Frameless LED Digital TV Inbuilt Decoder wide color enhancer with in-built decoder USB HDMI 3 FREE GIFTS,glaze,32,digital,0,13499
"VisionPlus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity",vision,32,digital,0,13695
"GLD 32 Inch Frameless Smart Android TV 32 inch Television, Bluetooth App-store ,Inbuilt Decoder Netflix Youtube, USB,HDMI PORTSWIFI ACCESS  FREE GIFTS",vision,32,smart,0,15699
"Vision 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity",vision,32,digital,0,14695
Amtec 19 INCHES DIGITAL LED TV-USBHDMI WITH FREE TO AIR CHANNELS,amtec,19,digital,0,6599
"CTC 32 Inch Smart Android Television Netflix,Youtube,Inbuilt Decoder",vision,32,smart,0,16999
"Vitron FHD SMART ANDROID TV,NETFLIX,BLUETOOTH,YOUTUBE-43 Inch14 MONTHS WARRANTY",vitron,43,smart,0,22499
Glaze GZ-3210 32 Inches Frameless LED Digital TV Inbuilt Decoder wide color enhancer with in-built decoder USB HDMIFREE BRACKETEXTENSION,glaze,32,digital,0,12499
"Skyworth 43E5500G, 43-inches Full HD 2024 Frameless Google TV, Black 1YR WRTY",skyworth,43,Unknown Type,0,27999
"CTC ,32 Inch Smart Android TV Netflix Youtube Inbuilt DecoderWIFIFREE TV GUARD",ctc,32,smart,0,16999
"Vitron 32 Inch Smart Android TV HDMI,USB,VGA,Netflix,Youtube,PlaystoreAerialCable",vitron,32,smart,0,13799
"Vitron 55 Inches FRAMELESS, 4k UHD Smart Android,NETFLIX,YOUTUBE,HDMI Television",vitron,55,smart,0,44999
"Hisense 32A4GKEN A4 Series,32 Inch Frameless Smart TV NETFLIX,YOUTUBE TELEVISION",hisense,32,smart,0,21990
Gld 32inch Frameless SmartAndroid TV Appstore Inbuilt Decoder Netflix Youtube.,gld,32,smart,0,16999
"VISION32 Plus 32 inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH,App Store ,NETFLIX,YOUTUBE Inbuilt decoder DVBT2S2 Screen Share  8 Free Gifts",vision,32,smart,0,17695
"VISION 32 inch VP8832SF FRAMELESS HD Smart Android TV BLUETOOTH,App Store ,NETFLIX,YOUTUBE Inbuilt decoder DVBT",vision,32,smart,0,17193
Glaze GZ-3210 32 Inches Frameless LED Digital TV Inbuilt Decoder wide color enhancer with in-built decoder USB HDMIFREE BRACKETEXTENSION,glaze,32,digital,0,12499
"Gld 43 Inch-FULL HD SMART ANDROID TV,FHD BLUETOOTH,NETFLIX,YOUTUBEFREE EXTENSION  32GB FLASH DISK",gld,32,smart,0,23799
