standing_cooker_name,standing_cooker_reviews,standing_cooker_price
Eurochef Free Standing 4 Burner  Gas Cooker With gas Oven,(0),"KSh 24,190"
Ramtons 3G+1E 60X60 SILVER COOKER - RC/606 (1YR WRTY),(0),"KSh 45,999"
"MIKA,MST90PU42SLGC4, 90cm x 60cm, 4 Gas Pool Jet Burners + 2 RAPID Hot Plates, Auto Ignition, 4 Function Electric Oven, GAS CYLINDER CABINET, Rotisserie, Standing Cooker",(0),"KSh 83,999"
"VOLSMART 60*60, 3 Gas Jet Pool Burners + 1 Rapid Plate, Free Standing Cooker with Electric Oven",(0),"KSh 27,500"
German Technology  Gas stove with stand shelf....4 Burner gas cooker floor stand,(0),"KSh 9,894"
3+1 EuroChef Standing Cooker;No need to look for match sticks when using the gas burner‎.‎ This cooker have auto ignation ignition‎.,(0),"KSh 34,999"
Ramtons 4 burner standing cooker with shelf,(0),"KSh 14,632"
60x60 3Gas + 1 electric Sarahtech Free standing cooker,(0),"KSh 28,999"
Premier 4 Burner Gas Cooker with Shelves,(0),"KSh 7,999"
BJS 60x60 3-Gas +1 Hotplate Turbo Fan With Gas Oven,(0),"KSh 39,000"
"Nunix KZ-560-3G1E Free Standing 3 Gas Cooker+1 Hotplate With Electric Oven Cooker Plus Free 4pcs Burner Protector,13Kg Regulator with Guage and 1.5Mtrs Pipe",(0),"KSh 28,956"
BJS 60X60 3-GAS+1 Hot Plate With Turbo-FAN Quality Standing Cooker,(0),"KSh 41,850"
VON 60×60 Free Standing 3 Gas Burner +1 Electric Cooker Oven,(0),"KSh 44,000"
Haier 3Gas + 1Electric 50X60 Cooker With Electric Oven -ECR1031EESB,(0),"KSh 39,150"
Von Standing Cooker 3G+1E With Electric Oven +2 YEARS WARRANTY,(0),"KSh 39,999"
60 * 60 Mika 3+1 Free Standing Cooker,(0),"KSh 47,925"
Roch 3 gas burner stainless Steel gas table top,(0),"KSh 3,160"
Von Strong metallic body lid Efficient flame VAC5C040CY 4 Gas Table-top gas Cooker with Cylinder Compartment Enamel grid Button ignition can be used as a table-top or free-standing,(0),"KSh 18,850"
3+1 Von 58*58 standing cooker Electric Hotplate AND Electric Oven,(0),"KSh 41,500"
"Sayona 4 Gas Standing Cooker With Rotisserie gas Oven 50*55*84cm,4 Gas Burners with rotissele oven Sayona 50×55 4 Gas plate/ Full Gas Standing Cooker with gas oven SGC55G40",(0),"KSh 27,200"
Ramtons RF/407-3G+1E 60X60 EURO BLACK COOKER,(1),"KSh 51,999"
KZ-660-3G1E 3+1 standing Nunix gas Cooker 3 Gas Burners 1 electric Hot Plate 60L Electric Oven With rotissere,(0),"KSh 32,000"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 22,500"
Nunix Free Standing 4 Gas Burner Electric Cooker With Oven,(0),"KSh 26,199"
"Bjs 60×60 3+1 Freestanding cooker with electric oven ,Special unbreakable Top Lid,Special high-density insulation- for faster & quick baking",(0),"KSh 40,415"
"Nunix 60×60 3+1 Freestanding cooker with electric oven ,Special unbreakable Top Lid,Special high-density insulation- for faster & quick baking",(0),"KSh 28,556"
"BJs 3G+ 1E, 60*60 Free Standing Cooker With Electric Oven",(0),"KSh 36,999"
"BJS I-6011T-Black 60X60 3-GAS+1 Hot Plate With Turbo-FAN,BLACK",(0),"KSh 36,999"
"MST5060P4GESL Standing Cooker, 50cm x 60cm, 4 Gas Pipe Burners, Button Ignition, 3 Function Electric Oven, Silver Body",(0),"KSh 29,999"
[TOP SALE] Mika Free Standing 3 Gas +1 Electric Cooker With Electric Oven,(0),"KSh 32,999"
Nunix Standing Cooker with Shelves 4Gas,(0),"KSh 7,800"
TECH FULL GAS STANDING COOKER,(0),"KSh 17,800"
Nunix Free Standing 4 Gas Burner Electric Cooker With Oven,(0),"KSh 33,199"
"SPECIAL OFFER Sarahtech 3gas +1 Electric Free Standing Cooker With Electric Oven. 3 Gas 1 electric hotplate Standing Cooker + Gas Oven- white offers affordable‎,‎ quality‎,‎ energy‎-efficient home",(0),"KSh 25,499"
Nunix Cooker full gas. Gas oven. 50*55cm.,(0),"KSh 19,500"
"Mika MST5060P31ESL, 50cmx60cm,3G+1E, Standing Cooker With Elecric Oven+1 year Warranty",(0),"KSh 32,999"
nunix,(0),"KSh 8,000"
Glass top cooker,(0),"KSh 4,300"
Ramtons RF/355 4 GAS 50X50 ALL GAS COOKER BLACK,(0),"KSh 27,599"
Haier 4 Gas 50X60 Standing Gas Cooker With Gas Oven + Grill - Grey,(1),"KSh 32,950"
"Eurochef Free Standing 3G+1E Gas Cooker, 50*55 Size with Electric oven + Gifts",(0),"KSh 26,999"
Ramtons RF/485-3G+1E 60X60 INOX COOKER,(0),"KSh 63,999"
CHRISTMAS MEGA SALE EUROCHEF EG90-4G2E STAND GAS COOKER 90X60CM Gas Oven  Silver,(0),"KSh 52,999"
Ramtons 3G+1E 60X60 Stainless Steel Top Cooker – RF/410,(1),"KSh 57,500"
[OFFER] Sayona HIGH QUALITY STANDING COOKER (50 BY 50) 3 GAS+ 1 ELECTRIC PLATE WITH GAS OVEN,(1),"KSh 23,499"
FREE STANDING COOKER. Erouchef free standing 4 gas burners 2 electric cookers + 120L oven cooker gas cooker,(0),"KSh 83,000"
premier Standing 4 Burner cooker ( 2 gas + 2 electric ) cooker stove with stand and shelves compartment stand with auto ignition,(0),"KSh 14,500"
Nunix KZ-560-GO Free Standing 4 Gas Burners Oven Cooker Gas Cooker,(6),"KSh 19,559"
Nunix Free Standing 4 Gas Burner Cooker With Gas Oven,(1),"KSh 20,999"
"BEKO Cooker 4 Gas + 2 Electric, wide oven - GE12121DX Semi inox",(0),"KSh 94,000"
Gas Windshield/Energy Saving Cover For Stove,(0),KSh 869
Ramtons RF/498-4GAS + 2 ELECTRIC 90X60 INOX COOKER,(0),"KSh 96,599"
VON VAC9FH42CX 90x60 4+2 STANDING COOKER,(0),"KSh 93,499"
Mika 60*60 Standing Cooker 3+1 with Electric Oven,(0),"KSh 45,000"
"BJS Standing Cooker Electric Oven with Turbo Fan 3 Gas+1 Hot Plate, 60x60cm",(0),"KSh 39,999"
LTS-01 NUNIX 4 GAS BURNER WITH  SHELVES COMPARTMENT  NUNIX STANDING GAS COOKER WITH SHELVES,(0),"KSh 9,200"
"Nunix Cooker 3G+1E. Electric oven. 60*60cm Special burners for unique flame for evenly cooking
Special high-density insulation- for faster & quick baking
1 electric 
Wide Matt finish enamel pan suppor",(0),"KSh 31,050"
Ramtons RF/402 -3G+1E 50X60 SILVER COOKER,(0),"KSh 45,699"
"Volsmart 3+1 standing cooker with electric oven3 Gas+1 Hot Plate
Electric Oven with Lamp
Auto Ignoition
Oven capacity: 60L
Oven with thermostat",(0),"KSh 26,055"
Nunix Glass Table Top Double Burner Gas Stove + Pipe + 6kg Regulator + Tighten,(1),"KSh 3,999"
"CLEARANCE OFFER Nunix 60 * 60cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven",(0),"KSh 28,999"
Amaze Cooker 3G+1E with GAS OVEN 50X50CM Free Standing Cooker with GAS OVEN Automatic Ignition Glass Top,(0),"KSh 22,999"
"MIKA Standing Cooker, 58cm x 58cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven, Silver",(0),"KSh 37,999"
Nunix 3 Gas Burners and 1 Electric Top Cooker with Shelf,(0),"KSh 12,072"
nunix 4 bunner standing cooker,(0),"KSh 8,599"
"Mika MST5060U11ESL, All Gas, 50cm * 60cm, Button Ignition Standing Cooker + Gas Oven",(0),"KSh 26,499"
Bruhm 3+1 Free Standing Gas Cooker,(0),"KSh 56,000"
Ramtons RF/405-3G+1E 60X60 BROWN COOKER,(0),"KSh 51,999"
Sayona Standing Cooker 3G+1E. Electric Oven 50cm*50cm. Black. GlassTop Cover,(0),"KSh 28,899"
RAMTONS 5GAS 90X60 INOX COOKER WITH WOK BURNER(ELECTRIC OVEN)- RF/499,(0),"KSh 90,490"
"OFFER OFFER Nunix Standing Cooker, 3 Gas Burners, Hot Plate AND Electric Oven.Push Button Auto-ignition 3 gas burners and 1 electric Rapid Hot plate Electric oven and grill as 0+4 function Special bur",(0),"KSh 25,999"
"Mika Standing Cooker, 90cm x 60cm, 4 Gas Pool Jet Burners (1 Wok) + 1 RAPID Hot Plate, FLAME FAILURE SAFETY, Auto Ignition, 6 Function Electric Oven (Convection Fan), GAS CYLINDER CABINET, Rotisserie,",(0),"KSh 92,300"
KZ-560-3G1E Nunix 3+1 standing gas Cooker FREE STANDING COOKER 50CMBY 55CM BY 84CM 3 GAS +1 ELECTRIC BURNER ELECTRIC OVEN STRONG GLASS LID 12 MONTHS WARRANTY GRILL TIMER ROTISSERIE,(0),"KSh 28,000"
Nunix 3 Gas Burners 1 Electric Standing Gas Cooker With Storage Shelf LTS-02,(0),"KSh 9,280"
"SPECIAL OFFER Sarahtech 60*60, 3gas +1 Electric Free Standing Cooker With Electric Oven.
This gas‎‐burner will help you cook your food perfectly every time‎.‎ It provides even distribution of heat",(0),"KSh 26,999"
Big Size Moveable Gas Cylinder/Meko Stand Trolley,(0),"KSh 1,500"
New Eurochef EG55 FREE STANDING COOKER-3G+1E+ELECTRIC OVEN+1 YEAR WARRANTY Silver with Timer,(0),"KSh 23,000"
"Volsmart 60*60, All 4 Gas Jet Pool Burners, Standing Gas Cooker with Gas Oven",(0),"KSh 23,999"
Haier Free Standing  Burner all 4 Gas Cooker 50×60CM,(0),"KSh 29,999"
"Nunix KZ-560-3G1E Free Standing 3 Gas Cooker+1 Hotplate With Electric Oven Cooker 60x50x84cms Plus Free 4pcs Burner Protector, 13Kg Regulator with Gauge and 1.5 mtrs Gas Pipe",(0),"KSh 32,252"
Mika FREE STANDING Cooker 3G+1E MST5060U31ESL WITH ELECTRIC OVEN,(0),"KSh 31,999"
Mika MST5060U31ESL 50CMX60CM FREE Standing Cooker with Electric Oven+1 YEAR WARRANTY,(0),"KSh 32,999"
mika cookers,(0),"KSh 28,999"
"Bruhm Standing Gas Cooker Gas Stove60X60,3 Gas Pool System/Jet Type  + 1 HP,Electric Oven With Grill& Thermostat,Tray & Grid,Double glass overn door(BGI-66M310RNN)",(3),"KSh 50,859"
"Sayona SGC50E31-WH,3 Gas+1Hot Plate , 50 By 50 Gas Cooker With Gas Oven",(1),"KSh 21,999"
"Ramtons Standing Cooker 60 by 60cm. 3G+1E . Electric Oven. RM 406(Silver) ;
The large viewing window of the oven enables you to keep a close eye on your food as it grills or roasts.",(0),"KSh 52,050"
"Von Hotpoint 60cm by 60cm, 3G+1E Standing Cooker + Electric Oven",(0),"KSh 42,999"
"Eurochef 3+1 standing gas Cooker 3 Gas Burners 1 electric Hot Plate,75L Electric Oven Silver 50*55*84CM",(0),"KSh 25,000"
[TOP SALE] Mika Free Standing 3 Gas +1 Electric Cooker With Electric Oven-SILVER,(0),"KSh 32,999"
EuroChef Black Burner,(1),"KSh 2,999"
Premier 3 gas and 1 electric four burner cooker with electric oven Auto Ignition,(0),"KSh 26,999"
Premier 4 BURNER GAS COOKER FLOOR STANDING,(1),"KSh 9,180"
"Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven
This gas‎‐burner will help you cook your food perfectly every time‎‎.‎‎  It provides even distribution of heat and emits less wasted heat",(1),"KSh 24,890"
"BJs 3G+ 1E Gas Cooker, 60*60 Size  Standing Cooker With Electric Oven",(0),"KSh 37,999"
BJS 60X60 3-GAS+1 Hot Plate With Turbo-FAN - Standing Gas Cooker+1 YEAR WARRANTY Black/Grey,(0),"KSh 39,000"
Eurochef 4 bunner gas cooker electric oven,(0),"KSh 25,999"
Volsmart 4 Burners Free Standing Gas Cooker Cooking Range with 60L Oven 3 Gas + 1 Electric VGS-581,(0),"KSh 26,099"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 20,250"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 24,899"
Nunix 4 Gas Burner Cooker With Oven- Free Standing,(0),"KSh 19,499"
"Bosch HSB734357Z 5 Gas Cooker + Electric Oven, 90CM - Silver",(0),"KSh 200,430"
Mika 6 burner standing cooker stainless steel top,(0),"KSh 127,500"
Nunix stand alone - Free Standing cooker *Full gas with Gas oven,(0),"KSh 21,499"
Mika 6 burner standing cooker stainless steel top,(0),"KSh 127,500"
"Mika Standing Cooker, 60cm x 60cm, 3 Gas Pool Jet Burners (1 Wok) + 1 RAPID Hot Plate, FLAME FAILURE SAFETY, Auto Ignition, 10 Function Electric Oven (Air Fry+Convection Fan), Rotisserie, Half Inox",(0),"KSh 64,000"
"VON VAC6S040UY,  4 Gas C-Cup Burners Standing Cooker with Electric oven",(0),"KSh 44,999"
"Volsmart 3 Gas +1 Electric, 50 by 50,  Standing Cooker with Electric Oven",(1),"KSh 24,999"
RAMTONS 3G+1E 50X60 WHITE COOKER- RF/400,(0),"KSh 36,500"
OFFER 4 Gas Free Standing Cooker With Oven Brown L Brown,(0),"KSh 19,999"
Nunix KZ-560-GO Free Standing 4 Gas Burners Oven Cooker Gas Cooker Black 50*55*84cm,(0),"KSh 21,500"
"1PC Sayona Automatic 3G+1E Cooker with ShelvesGas type: LPG
3G+ 1E burners
Automatic ignition
Low gas consumption
Improved gas flow
Net weight: 4kg.
Portable
Gross weight: 7kg",(0),"KSh 12,825"
"Haier 3G+1E, 50cm by 60cm, Free Standing Gas Cooker",(0),"KSh 38,999"
Von VAC6F031US 3 Gas+1 Electric Plate Cooker+2 YEARS WARRANTY,(0),"KSh 42,999"
Hisense HF942GEES 4 Burners Gas 2 Electric Stove 90CM,(0),"KSh 85,000"
"BJs 60cm by 60cm, 3 Gas Pool Jet Burners+ 1 Hot Plate,  Free Standing Cooker With Electric Oven",(1),"KSh 39,999"
Nunnix 3 Gas + 1 Electric Hot Plate Table Top Cooker 4 Burner Stove,(0),"KSh 6,498"
Hisense HFG60121B Free Stand Cooker - Black,(0),"KSh 49,600"
Haier 3Gas + 1Electric 50X60 Cooker with Electric Oven -ECR1031EESB,(0),"KSh 32,630"
"VON 3 Gas +1 Electric, 60 by 55 cm Standing Gas Cooker with Electric Oven",(0),"KSh 41,999"
"Sarahtech Cooker, 3+1 Free Standing Cooker With Electric oven 50*50 ST50FS3E1",(0),"KSh 24,999"
AILYONS 2-Burner Table Top Gas Cooker With STRONG Glass Top,(0),"KSh 3,985"
Nunix Cooker 3 Gas +1 Electric Plate standing Cooker Plus Shelves A gas cooker is a kitchen appliance that uses natural gas or liquefied petroleum gas (LPG) to cook food. Gas cookers are typically mor,(0),"KSh 10,260"
VON VAC9FH42CX 90x60 4+2 STANDING COOKER,(0),"KSh 93,500"
"MIKA Standing Cooker, 50cm x 55cm, 4 Gas Pipe Burners, Button Ignition, Gas Oven 2 Burners, Rotisserie, Black Hob, Silver Body",(0),"KSh 29,900"
"Mika Standing Cooker, 50cm x 60cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 4 Function Electric Oven, Rotisserie, Full Black",(0),"KSh 41,500"
"3+1 Mika 60 by 60 standing cooker;
Push button auto-ignition - no need of external flame",(0),"KSh 50,650"
"Sayona SGC 50E31-WH Free Standing 3G+1E Gas Cooker, 50*50 Size with Gas oven + Gifts",(0),"KSh 22,999"
"Eurochef EG55, 50cm by 55cm, All 4 Gas Free Standing Gas Cooker + Electric Oven",(0),"KSh 23,999"
Sayona 3plus 1cooker,(0),"KSh 30,000"
"Starlux 4 In 1 Table Top Gas Burner, Manual Ignition",(1),"KSh 3,979"
"VON F6S31E2.SLV/VAC6F031US, 3 Gas & 1 Electric Burner Cooker",(0),"KSh 47,000"
Premier 3+1 Standing Cooker With Gas And Electric Burner And Oven,(0),"KSh 30,764"
"SPECIAL OFFER Nunix 60x60 3+1 Electric Free Standing Cooker.The brand is well known for their high‎‎-quality‎‎,‎‎ top of the range products .. Whether you are defrosting items , it's powerful enough",(0),"KSh 27,999"
Nunix stand alone  3+1 cooker  *Electric oven,(1),"KSh 30,000"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 35,870"
Sayona 3 Gas Cooker + 1 Electric Plate Standing Cooker,(0),"KSh 28,999"
Nunix 60x60 3 Gas plus 1 Electric Free Standing Cooker With Electric oven,(0),"KSh 29,000"
"Ramtons Standing Cooker 60*60cm. 3G+1E . Electric Oven. RM 406Euro pool type burners & hotplate
Electric oven
Sturdy matt enamel pan rest
Top and bottom heating element with grill cooking
Easy-to-clea",(0),"KSh 49,950"
KILLMALL BLACK FRIDAY FLASH SALE .Premier ELECTRIC AND GAS COOKER HAS TWO ELECTRIC COOKER AND TWO GAS COOKER COMES WITH STORAGE SHELVES,(1),"KSh 16,638"
"NUNIX 60X60 3 GAS PLUS 1 ELECTRIC FREE STANDING COOKER WITH ELECTRIC OVEN, Nunix 3+1 Standing Cooker",(0),"KSh 29,290"
"Mika Standing Cooker, 50cm x 60cm, 4 Gas Pipe Burners, Button Ignition, Gas Oven  Full Black",(0),"KSh 26,000"
"Haier 50X60, 4 Gas, Gas Oven Cooker – ECR1040EGSB",(0),"KSh 29,500"
Volsmart full gas standing cooker Auto IgnoitionOven capacity: 60LOven with thermostat,(0),"KSh 20,655"
"Volsmart 3+1 standing cooker with electric ovenBuilt-in Temperature Controller

Stainless Steel Panel

Sturdy Glass Top

Oven with Heavy chromed oven grill & one oven tray
Double Glass Oven Door",(0),"KSh 26,055"
"50*55 Nunix 3+1 standing cooker Gas oven
Push Button manual ignition burner
All gas burners
Special burners for unique flame for evenly cooking
Width: 50 * 55cm",(0),"KSh 27,000"
Mika 60×60 3+1 standing cookerwith stainless steel top with electric oven,(0),"KSh 47,250"
"GAS COOKER. Eurochef Free Standing 3 Gas PLUS 1Hotplate Burner With 3 Gas 1 electric hotplate Standing Cooker EUROCHEF  offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎BEST PRICES",(0),"KSh 32,315"
4 GAS COOKER WITH STAND,(0),"KSh 12,750"
60*60 ARMCO  standing 3Gas+1Electric cooker,(0),"KSh 45,454"
Nunix SC-002 Table Top Double Burner Gas Stove Cooker,(0),"KSh 2,199"
"Sayona Free Standing Electric Gas Cooker, 50*50 Size with Gas oven",(0),"KSh 21,999"
Mika 50X60 Standing Cooker with Electric Oven + GIFTS,(0),"KSh 33,999"
"Volsmart All Gas, 50 by 50,  Standing Cooker with Gas Oven",(0),"KSh 19,999"
Single Plate Induction Cooker,(0),"KSh 4,344"
Nunix Auto Ignition Glass Top Infrared Gas Stove Double Burner-2 Burner,(0),"KSh 3,600"
"Nunix -3G1E Free Standing 3 Gas Cooker+1 Hotplate With Electric Oven Cooker Plus Free 4pcs Burner Protector,13Kg Regulator with Guage and 1.5Metres gas pipe",(0),"KSh 28,900"
GAS LIGHTER,(0),KSh 699
Premier 3 Gas 1 Electric Standing Cooker- 50 by 55,(0),"KSh 26,999"
Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 1,895"
Generic Cooking Gas Regulator 13Kg- Grey.,(0),KSh 516
Premier 4 BURNER GAS COOKER FLOOR STANDING,(0),"KSh 10,999"
Hr Non Rusting Gas Burner,(0),KSh 650
SGC-50E31-WH Free Standing 3 gas +1 Electric hot plate Sayona Standing gas cooker with 60L gas Oven,(0),"KSh 25,500"
BJS  60X60 3-GAS+1 Hot Plate With Turbo-FAN - Standing Gas Cooker+1 YEAR WARRANTY,(3),"KSh 36,999"
gas cylinder trolley,(0),"KSh 1,199"
"Pac Regulator Gas 6KG // 6 KG With Gas Pipe 2M , Extension + Gift",(0),"KSh 1,596"
Generic Gas Regulator (13KG Cylinder) + FREE 2 Meters Delivery Pipe,(0),KSh 950
"Mika Standing Cooker, 50cm X 60cm, 3 Gas + 1 Hot Plate, Button Ignition, Electric Oven+1 year Warranty",(0),"KSh 32,999"
"Mika 58cm x 58cm, 3 Gas Pool Jet Burners +1 Electric, Free Standing Cooker with Electric Oven+1 Year Warranty",(0),"KSh 38,999"
"Mika Free Standing Cooker 58cm x 58cm, 3 Gas Pool Jet Burners +1 Electric with Electric Oven+1 Year Warranty",(0),"KSh 38,999"
"Mika 58cm x 58cm, 3 Gas Pool Jet Burners +1 Electric, Free Standing Cooker with Electric Oven+1 Year Warranty",(0),"KSh 38,999"
"Mika Free Standing Cooker 58cm x 58cm, 3 Gas Pool Jet Burners +1 Electric with Electric Oven+1 Year Warranty",(0),"KSh 39,999"
BJS I-6011T-GREY 60X60 3-GAS+1 Hot Plate With Turbo-FAN,(1),"KSh 38,000"
"MIKA Standing Cooker, 50cm x 60cm, 3 Gas Pipe Burners + 1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven, Black Hob, Silver Body",(0),"KSh 38,000"
Modern collection Volsmart full Free standing gas cooker Cooking Range with 60L Oven 50*55 with ignition,(0),"KSh 19,099"
Nunix 3G+1E Gas Cooker with Storage Shelves + 13kg Regulator + Gas Pipe,(0),"KSh 10,499"
Nunix All gas Gas Cooker with Storage Shelves+ 13kg Regulator+ Gas Pipe,(0),"KSh 9,499"
KZ-560-G0 4 burner full gas Nunix Standing gas cooker with gas oven and rotisserie,(0),"KSh 23,000"
Nunix All gas Gas Cooker with Storage Shelves+ 6kg Regulator+ Gas Pipe,(0),"KSh 8,999"
"MIKA Standing Cooker, 60cm x 60cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Auto Ignition, 4 Function Electric Oven, Rotisserie, Full Black",(0),"KSh 45,000"
4 Burners Free standing Volsmart 4 Gas Cooker Cooking Range with 60L Oven 4 Gas Cooker + Gas Oven VGS-580 Black,(0),"KSh 22,600"
Mika Standing Cooker 58 x 58 cm 3Gas + 1 Rapid Electric Hotplate with Electric Oven,(0),"KSh 41,000"
Nunix 60x60 3+1 Electric Free Standing Cooker+1 YEAR WARRANTY,(0),"KSh 29,499"
Nunix Cooker 4-Gas Cooker Plus Shelves Standing Cooker LTS-01,(0),"KSh 8,899"
Volsmart Full Gas Jet Pool Burners Standing Cooker with Gas Oven,(0),"KSh 20,999"
"VON STANDING COOKER 58cm X 58cm, 3 Gas Pool Jet Burners +1 Electric Hotplate AND Electric Oven",(0),"KSh 47,250"
Bj's SILVER (INOX) 60x90 4+2 Hot Plate Gas Cooker |  w/ Turbo Fan | Oven 90L Capacity,(0),"KSh 75,990"
"Mika Standing Cooker, 58cm x 58cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven, Silver",(0),"KSh 48,600"
KZ-560-3G1E 3+1 Nunix Standing gas cooker with 60L Electric Oven 60cm×55cm Nunix 3gas +1 Electric hot plate,(0),"KSh 28,000"
Marble Mika Standing Cooker 58 x 58 cm 3Gas + 1Electric Hotplate with Electric Oven,(0),"KSh 46,575"
3+1 Nunix standing gas cooker with shelves compartment and auto ignition,(0),"KSh 10,650"
BJS 60X60 3-GAS+1 Hot Plate With Turbo-FAN Quality Standing Cooker,(0),"KSh 42,525"
Nunix 4 Gas Burner with Shelf LTS-01 Nunix standing 4 gas cooker with shelves compartment,(0),"KSh 9,350"
Eurochef Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 25,999"
Nunix Free Standing 3+1 Electric Cooker With Oven,(0),"KSh 25,999"
Nunix Free Standing 3+1 Electric Cooker With Oven,(0),"KSh 25,999"
"Volsmart 60cm by 60cm, All 4 Gas Pool Jet Burners Standing Cooker with Gas Oven",(0),"KSh 22,999"
"Nunix Free Standing 4 Gas Burner Cooker With Oven,,",(0),"KSh 23,999"
"Nunix Free Standing 4 Gas Burner Cooker With Oven,",(0),"KSh 23,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 23,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 23,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 23,999"
Euroken stand cooker 50 by 55 3gass 1 electric,(0),"KSh 10,999"
"CLEARANCE OFFER Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven",(0),"KSh 26,999"
"Volsmart 3 Gas +1 Electric, 50 by 50, Standing Cooker with Electric Oven+FREE GIFTS",(0),"KSh 24,999"
Volsmart 4 Burners Free standing Gas Cooker  with 60L Oven 4 Gas Cooker,(0),"KSh 19,999"
"Mika Standing Cooker, 50 x 60, 3 Gas Pool Jet Burners + 1 Hot Plate, 4 Function Electric Oven",(0),"KSh 41,175"
Nunix Gas Stove Stainless Steel Double Burners SS-001,(0),"KSh 2,500"
3+1 Nunix standing gas cooker with shelves compartment with auto ignition,(0),"KSh 10,800"
Paco 13KG LOW PRESSURE REGULATOR,(0),"KSh 1,350"
PACO 6KG LOW PRESSURE REGULATOR,(0),"KSh 1,060"
"Mika Standing Cooker, 50cm by 60cm, 3 Gas Jet Pool Burners+ 1 Hot Plate, Button Ignition, Electric Oven",(0),"KSh 32,999"
"Share this product


Mika FREE STANDING COOKER 50cm X 60cm, 3 Gas Pool Jet Burners +1 Electric Hotplate /Electric Oven",(0),"KSh 41,175"
"Mika Standing Cooker

MST5060P31ESL  °50cm*60cm
°3G+1E
°Pool Jet Burners
° Rapid Hot Plate
° 4 Function Electric Oven 
°Rotisserie
° Silver and Black",(0),"KSh 40,779"
3+1 Nunix standing gas cooker with shelves compartment,(0),"KSh 10,500"
Nunix Free Standing Nunix Electric Cooker With Oven,(0),"KSh 26,000"
Nunix Free Standing Nunix Electric Cooker With Oven,(0),"KSh 28,000"
Ice Cool volsmart full gas table top cooker - 4 Gas Burner Table Top,(0),"KSh 4,200"
Silver Mika Standing Cooker 58 x 58 3 Gas + 1Electric Hotplate with Electric Oven,(0),"KSh 48,279"
Silver Mika Standing Cooker 58 x 58 3 Gas + 1Electric Hotplate with Electric Oven,(0),"KSh 48,899"
Marble Mika Standing Cooker 58 x 58 cm 3Gas + 1Electric Hotplate with Electric Oven,(0),"KSh 48,899"
Nunix KZ-560-3G1E Free Standing 3 Gas Cooker+1 Hotplate With Electric Oven,(0),"KSh 24,999"
RAMTONS GAS COOKER 4 BURNER STAINLESS STEEL WITH STAND,(0),"KSh 12,999"
"Eurochef 4 Gas Burner with Gas Oven 55X50 Free Stand Glass Top Cooker, 60L BROWN",(0),"KSh 19,999"
"(Special Offer) Solstar, 50cm by 55cm, 3 Gas Jet Pool Burners+1 Rapid Hot Plate, Auto ignition Standing Gas Cooker with Electric Oven",(0),"KSh 35,999"
"Sarahtech 50 by 50, 3 Gas Pool Jet Burners + 1 Electric, Standing Cooker with Electric Oven",(0),"KSh 26,999"
"Sarahtech, 60 by 60, 3 Jet Pool Gas Burner+ 1 Electric Plate Standing Cooker + Electric Oven",(0),"KSh 29,999"
"MIKA Standing Cooker, 60cm x 60cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 3 Function Electric Oven, Full Black",(0),"KSh 41,999"
Euroken stand cooker 50 by 55 3gass 1 electric,(0),"KSh 12,499"
Black Sayona 3gas+1 electric plate standing cooker with electric oven,(0),"KSh 28,899"
BJS 60X60 3-GAS+1 Hot Plate With Turbo-FAN Quality Standing Cooker,(0),"KSh 43,200"
"Von Standing Cooker
Model: VAC6F031US
60cmX60cm
3G+1E
Electric Oven",(0),"KSh 49,529"
"SHARE THIS PRODUCT


6kg Meko Gas Burner...stainleess steel",(0),KSh 450
Roch- 50x55CM 3 Gas Burners + 1 Hotplate Cooker,(0),"KSh 46,000"
Nunix 3 Burner Auto Ignition Table Top Cooker 6kg Regulator And Pipe,(0),"KSh 3,199"
NEW MONTH SPECIAL OFFERS FEW PIECES. Nunix 4gas free standing cooker With oven,(0),"KSh 30,999"
